stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtbewoelkung (min);Relative Luftfeuchtigkeit (%);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur;Niederschlag (mm);Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur
GSB;19440821;-;100;71.3;756.8;9.6;0;-;-;-
GSB;19440822;-;47;39.7;761.9;11.7;0;-;-;-
GSB;19440823;-;3;20.7;762.9;16.7;0;-;-;-
GSB;19440824;-;100;71;761.7;12.5;0;-;-;-
GSB;19440825;-;70;68;763.5;12;0;-;-;-
GSB;19440826;-;53;58.3;764.1;11.1;0;-;-;-
GSB;19440827;-;50;51;762.7;10.6;0;-;-;-
GSB;19440828;-;70;65.7;761;9.5;3.6;-;-;-
GSB;19440829;-;80;55;758.8;9.4;13.8;-;-;-
GSB;19440830;-;73;45;759.4;13.1;18.4;-;-;-
GSB;19440831;-;100;65.3;759.6;10.2;19.2;-;-;-
GSB;19440901;-;90;54;759.5;11.2;9;-;-;-
GSB;19440902;-;83;81.7;755.6;8.1;26.6;-;-;-
GSB;19440903;-;47;62.7;756.1;-0.1;0;-;-;-
GSB;19440904;-;0;27.3;758.9;9;0;-;-;-
GSB;19440905;-;67;71.7;756.7;7.6;0;-;-;-
GSB;19440906;-;100;92.3;755;5.1;0.4;-;-;-
GSB;19440907;-;100;88.3;752.8;4.4;10.4;-;-;-
GSB;19440908;-;60;50;754.2;2.6;0;-;-;-
GSB;19440909;-;0;34.7;756;4.3;0;-;-;-
GSB;19440910;-;100;72;756.9;2.1;7.7;-;-;-
GSB;19440911;-;60;69;759.3;5.8;0;-;-;-
GSB;19440912;-;70;83.3;761.9;6.8;0;-;-;-
GSB;19440913;-;100;88.3;761;6.2;7.9;-;-;-
GSB;19440914;-;100;87;759;6;3.7;-;-;-
GSB;19440915;-;60;74.3;760.4;7.1;0;-;-;-
GSB;19440916;-;67;82.3;761.7;6.8;0;-;-;-
GSB;19440917;-;100;93;761;5;6.9;-;-;-
GSB;19440918;-;100;93.3;759.8;3.5;8.4;-;-;-
GSB;19440919;-;43;63.7;756.2;4.2;12.6;-;-;-
GSB;19440920;-;100;90.3;756.6;2.2;6.3;-;-;-
GSB;19440921;-;7;55.7;756.9;4.3;0;-;-;-
GSB;19440922;-;40;54.3;755.5;5.9;0;-;-;-
GSB;19440923;-;67;82;756.7;3;12.4;-;-;-
GSB;19440924;-;17;52.7;753.2;4.7;5.4;-;-;-
GSB;19440925;-;77;83.7;752.3;-4.1;0;-;-;-
GSB;19440926;-;97;64;755.7;2.5;4;-;-;-
GSB;19440927;-;87;82.7;750.1;-1.4;9.7;-;-;-
GSB;19440928;-;100;80;748.6;-4.6;2;-;-;-
GSB;19440929;-;70;87;753.3;-2.9;0;-;-;-
GSB;19440930;-;0;23.3;755.9;1.2;0;-;-;-
GSB;19441001;-;33;44.3;749.7;-0.5;23.7;-;-;-
GSB;19441002;-;80;69.7;747.7;-7.3;10.5;-;-;-
GSB;19441003;-;0;45;751.3;-7.1;0;-;-;-
GSB;19441004;-;53;54.7;747.8;-3.2;8.7;-;-;-
GSB;19441005;-;100;86.3;746.4;-2.3;20;-;-;-
GSB;19441006;-;100;90;749.5;-0.5;53.2;-;-;-
GSB;19441007;-;70;69.3;751.9;-1.7;34.5;-;-;-
GSB;19441008;-;100;89.3;749.1;-1.6;4.7;-;-;-
GSB;19441009;-;100;86.7;743.5;-0.9;16.1;-;-;-
GSB;19441010;-;100;80;745.9;-2.3;2.1;-;-;-
GSB;19441011;-;20;69.3;751.7;-2.6;1.4;-;-;-
GSB;19441012;-;67;61.7;751.3;-0.7;25.5;-;-;-
GSB;19441013;-;100;92;748.4;-0.4;3;-;-;-
GSB;19441014;-;73;87.3;750;-0.8;0;-;-;-
GSB;19441015;-;53;62.3;749.6;-0.5;4.8;-;-;-
GSB;19441016;-;100;93.3;746.8;-0.4;13.6;-;-;-
GSB;19441017;-;67;70.3;747.4;1.3;5.7;-;-;-
GSB;19441018;-;70;58;748.1;1.4;57.2;-;-;-
GSB;19441019;-;100;79;745.4;-4.9;10.4;-;-;-
GSB;19441020;-;17;53.3;748;-3.1;1.9;-;-;-
GSB;19441021;-;100;86.7;742.9;-3.8;7.4;-;-;-
GSB;19441022;-;67;82.7;743.8;-3.4;2;-;-;-
GSB;19441023;-;100;89;744.2;-3.6;0.3;-;-;-
GSB;19441024;-;100;89.7;740.3;-4.1;24;-;-;-
GSB;19441025;-;73;85;747.5;-2.4;0;-;-;-
GSB;19441026;-;30;73;745.2;-1.9;5.5;-;-;-
GSB;19441027;-;100;85.7;740.4;-4.5;6;-;-;-
GSB;19441028;-;67;83;740.3;-8.6;3.6;-;-;-
GSB;19441029;-;80;83.3;739.1;-6.4;10.3;-;-;-
GSB;19441030;-;83;86.3;740.4;-6.2;6.5;-;-;-
GSB;19441031;-;3;83;747.5;-8.5;0;-;-;-
GSB;19441101;-;100;81.7;747.5;-5.9;13;-;-;-
GSB;19441102;-;97;85;739;-2.8;16.2;-;-;-
GSB;19441103;-;100;85;740.8;-6.6;12;-;-;-
GSB;19441104;-;0;66.3;751.8;-5.1;0;-;-;-
GSB;19441105;-;0;48;755.1;-4.3;0;-;-;-
GSB;19441106;-;10;49;754.2;-4.1;0.9;-;-;-
GSB;19441107;-;100;74.7;749.2;-2.7;60.5;-;-;-
GSB;19441108;-;100;90.7;744.2;-1.1;76.7;-;-;-
GSB;19441109;-;100;80.7;738.5;-9.5;39;-;-;-
GSB;19441110;-;100;84;743.3;-13.2;22;-;-;-
GSB;19441111;-;73;80;745.1;-11.8;11;-;-;-
GSB;19441112;-;13;80;741.6;-15.3;2.5;-;-;-
GSB;19441113;-;100;91.7;735.7;-10.9;37.4;-;-;-
GSB;19441114;-;100;89.7;731;-9.4;22.2;-;-;-
GSB;19441115;-;100;84.7;731.6;-10.1;35.2;-;-;-
GSB;19441116;-;40;81.7;745;-10.6;1;-;-;-
GSB;19441117;-;7;59.7;754.1;-4;0;-;-;-
GSB;19441118;-;0;43.7;755.1;-0.7;0;-;-;-
GSB;19441119;-;27;43;754.5;-1;0;-;-;-
GSB;19441120;-;77;61;751.1;-1.3;17.6;-;-;-
GSB;19441121;-;87;86;748.5;-9.4;1;-;-;-
GSB;19441122;-;93;81.3;751.9;-2.2;62;-;-;-
GSB;19441123;-;100;92.3;748;-0.2;86.2;-;-;-
GSB;19441124;-;90;93.3;744.2;-1.6;14;-;-;-
GSB;19441125;-;70;90;738.7;-3;4.5;-;-;-
GSB;19441126;-;7;50;744;-9.3;0;-;-;-
GSB;19441127;-;0;35.3;747.6;-10.4;0;-;-;-
GSB;19441128;-;0;37.3;753.7;-7.2;0;-;-;-
GSB;19441129;-;90;80;753.1;-3.4;4.8;-;-;-
GSB;19441130;-;0;49;754.4;-7.2;0;-;-;-
GSB;19441201;-;3;24.3;756.3;-3.9;0;-;-;-
GSB;19441202;-;33;25.7;753.6;-0.9;0.1;-;-;-
GSB;19441203;-;100;82.7;750.1;-5.9;29;-;-;-
GSB;19441204;-;100;82.7;746.1;-3.9;32.3;-;-;-
GSB;19441205;-;60;86.7;742.8;-9.1;8.5;-;-;-
GSB;19441206;-;67;83.7;739.8;-7.7;4.3;-;-;-
GSB;19441207;-;97;57.3;737.3;-7.7;23.5;-;-;-
GSB;19441208;-;80;84;727.8;-10.3;13.4;-;-;-
GSB;19441209;-;40;71;732.6;-13.8;0;-;-;-
GSB;19441210;-;0;54;739;-13.7;3.4;-;-;-
GSB;19441211;-;100;82.3;736.6;-8.4;11.2;-;-;-
GSB;19441212;-;93;81.3;741.7;-8.4;7.3;-;-;-
GSB;19441213;-;100;80.3;747.1;-11.7;4.2;-;-;-
GSB;19441214;-;0;62.3;746.7;-11;0;-;-;-
GSB;19441215;-;23;38.3;744.7;-9.3;0;-;-;-
GSB;19441216;-;63;67.7;748.6;-10.4;0;-;-;-
GSB;19441217;-;73;84.7;750.7;-9.9;0;-;-;-
GSB;19441218;-;67;86.7;750.5;-7.3;0;-;-;-
GSB;19441219;-;83;84.3;752.6;-3.8;0;-;-;-
GSB;19441220;-;23;63.3;752.4;-4.2;0;-;-;-
GSB;19441221;-;33;48;751.9;-7.9;0;-;-;-
GSB;19441222;-;0;35.7;749.6;-11;0;-;-;-
GSB;19441223;-;0;38.7;746.4;-13.9;5;-;-;-
GSB;19441224;-;73;75.7;750.3;-11.9;14;-;-;-
GSB;19441225;-;0;51.7;751.8;-10.2;0;-;-;-
GSB;19441226;-;0;26.3;750.9;-9.4;0;-;-;-
GSB;19441227;-;0;20.3;750.7;-11.6;0;-;-;-
GSB;19441228;-;3;15.7;749.2;-10.7;0;-;-;-
GSB;19441229;-;0;37.3;744.5;-14.8;0;-;-;-
GSB;19441230;-;0;40.7;743.4;-14.6;0;-;-;-
GSB;19441231;-;97;79.3;741.4;-16.8;15;-;-;-
GSB;19450101;-;67;79;742.7;-19.7;0.5;-;-;-
GSB;19450102;-;0;50;750.4;-11.4;0;-;-;-
GSB;19450103;-;10;70;747.9;-6.2;0;-;-;-
GSB;19450104;-;50;67;733.1;-13;8.5;-;-;-
GSB;19450105;-;60;72.7;731.6;-11.6;4.5;-;-;-
GSB;19450106;-;67;69.7;736.9;-15.6;6.5;-;-;-
GSB;19450107;-;7;68.7;738.1;-15.1;6;-;-;-
GSB;19450108;-;100;71;730.8;-19;0;-;-;-
GSB;19450109;-;3;69.3;728.9;-19.7;0;-;-;-
GSB;19450110;-;20;63.3;729.4;-20;0;-;-;-
GSB;19450111;-;27;38.3;729.8;-18.3;0;-;-;-
GSB;19450112;-;10;45;737.3;-15.8;7.5;-;-;-
GSB;19450113;-;100;79;745.2;-11.1;13.5;-;-;-
GSB;19450114;-;60;79.7;747.8;-10.7;0.5;-;-;-
GSB;19450115;-;0;31.3;746.2;-7.2;0;-;-;-
GSB;19450116;-;0;25.7;741.4;-10.5;0;-;-;-
GSB;19450117;-;0;22;739.4;-9;0;-;-;-
GSB;19450118;-;0;30.7;739.5;-7.6;13.4;-;-;-
GSB;19450119;-;100;80;730.9;-12.4;22.8;-;-;-
GSB;19450120;-;100;80;733.9;-16.4;14.3;-;-;-
GSB;19450121;-;100;80;734.7;-17.8;9.5;-;-;-
GSB;19450122;-;67;63.3;740.6;-19.7;2;-;-;-
GSB;19450123;-;100;80;737.8;-17.6;4.3;-;-;-
GSB;19450124;-;37;71.3;736.7;-11.2;4.8;-;-;-
GSB;19450125;-;80;76.7;737;-10.8;19.7;-;-;-
GSB;19450126;-;100;80;735;-16.5;9.1;-;-;-
GSB;19450127;-;100;80;734.1;-13.9;21;-;-;-
GSB;19450128;-;77;79.3;733.1;-19.5;20.7;-;-;-
GSB;19450129;-;33;74.3;742.5;-19;0;-;-;-
GSB;19450130;-;97;71.7;746.8;-7.7;37.8;-;-;-
GSB;19450131;-;100;90;751.4;-3.7;0.7;-;-;-
GSB;19450201;-;47;75.7;751.3;-5.2;13;-;-;-
GSB;19450202;-;13;24;751.5;-7;0.4;-;-;-
GSB;19450203;-;97;82.7;750.1;-7.7;7.1;-;-;-
GSB;19450204;-;67;64.7;756.2;-4.7;6.5;-;-;-
GSB;19450205;-;97;88.3;754.8;-3.1;32.2;-;-;-
GSB;19450206;-;100;86;753.6;-5.5;41;-;-;-
GSB;19450207;-;17;58;753.4;-2.3;2.2;-;-;-
GSB;19450208;-;3;75.3;750.8;-4.4;12.2;-;-;-
GSB;19450209;-;100;82;748.5;-10.3;25.6;-;-;-
GSB;19450210;-;40;61.3;746.4;-8.9;6.6;-;-;-
GSB;19450211;-;100;80.7;743.6;-7.7;57.8;-;-;-
GSB;19450212;-;60;86.7;749.8;-2.7;11.2;-;-;-
GSB;19450213;-;0;22;755;0.1;0;-;-;-
GSB;19450214;-;0;20;756.7;-1.4;0;-;-;-
GSB;19450215;-;0;17.7;755.9;-1.2;0;-;-;-
GSB;19450216;-;7;21;755.6;-1.1;0;-;-;-
GSB;19450217;-;7;21.3;759.9;-1.5;0;-;-;-
GSB;19450218;-;50;44.3;760.2;-2.5;0;-;-;-
GSB;19450219;-;3;52.3;759.4;-3.4;0;-;-;-
GSB;19450220;-;33;51.3;759.9;-6.4;9.2;-;-;-
GSB;19450221;-;93;82.7;757.5;-7.7;3;-;-;-
GSB;19450222;-;30;55.3;758.1;-6.9;0;-;-;-
GSB;19450223;-;0;43.3;759.2;-4.1;0;-;-;-
GSB;19450224;-;7;50;757.3;-6.7;0;-;-;-
GSB;19450225;-;7;21;759.2;-5.2;0;-;-;-
GSB;19450226;-;43;27.3;763.8;-1.7;0;-;-;-
GSB;19450227;-;0;44;766.2;1.2;0;-;-;-
GSB;19450228;-;0;31.7;764.8;0.9;0;-;-;-
GSB;19450301;-;33;57;758.5;-4.4;1.3;-;-;-
GSB;19450302;-;100;89;753.3;-7.8;2;-;-;-
GSB;19450303;-;33;70.7;752.5;-14.1;0;-;-;-
GSB;19450304;-;27;50.3;752.4;-11.6;16.2;-;-;-
GSB;19450305;-;100;83.3;747.7;-12.5;9.4;-;-;-
GSB;19450306;-;80;84.7;748.8;-10.2;16.2;-;-;-
GSB;19450307;-;100;89.3;750.2;-8.5;9.1;-;-;-
GSB;19450308;-;100;88.3;754;-7.8;12.1;-;-;-
GSB;19450309;-;67;86.7;756.6;-8.9;0;-;-;-
GSB;19450310;-;3;60;757.7;-8.8;0;-;-;-
GSB;19450311;-;0;42;758.4;-3.8;0;-;-;-
GSB;19450312;-;0;43.7;760.6;-2.4;0;-;-;-
GSB;19450313;-;0;46.7;760.5;-3.5;0;-;-;-
GSB;19450314;-;0;35.3;760.2;-2.5;0;-;-;-
GSB;19450315;-;7;36.7;758.7;-1.4;0;-;-;-
GSB;19450316;-;7;60.3;757;-3.1;0;-;-;-
GSB;19450317;-;63;86;756.3;-4.9;0;-;-;-
GSB;19450318;-;0;33.7;758;-4;0;-;-;-
GSB;19450319;-;7;19.3;761.8;-1.3;0;-;-;-
GSB;19450320;-;33;22;762.2;-0.6;0;-;-;-
GSB;19450321;-;7;45.7;760.5;-2.2;0;-;-;-
GSB;19450322;-;3;46;760.2;-0.5;0;-;-;-
GSB;19450323;-;90;78.3;760;-1.2;0;-;-;-
GSB;19450324;-;90;76;756.3;-2.1;0;-;-;-
GSB;19450325;-;100;77.7;752.6;-3.7;12.2;-;-;-
GSB;19450326;-;100;96.3;749.7;-4;14;-;-;-
GSB;19450327;-;100;95;748.6;-4.9;45;-;-;-
GSB;19450328;-;73;92;751.7;-4.1;3.6;-;-;-
GSB;19450329;-;87;77.7;754;-2.9;5;-;-;-
GSB;19450330;-;87;92.3;755.2;-1.4;7.4;-;-;-
GSB;19450331;-;3;59.3;755.4;-3.3;0;-;-;-
GSB;19450401;-;23;26.7;756.2;0;0;-;-;-
GSB;19450402;-;0;27.3;755.5;4.3;0;-;-;-
GSB;19450403;-;100;82.3;750.3;-2.5;15.1;-;-;-
GSB;19450404;-;10;42.7;752.9;-3.6;0;-;-;-
GSB;19450405;-;3;30.3;755.1;-1;3.5;-;-;-
GSB;19450406;-;33;79.3;755;-4.5;3.2;-;-;-
GSB;19450407;-;100;84.7;751;-6.2;12;-;-;-
GSB;19450408;-;40;63.7;754.4;-5.9;0;-;-;-
GSB;19450409;-;0;30.3;756.9;-1.9;0;-;-;-
GSB;19450410;-;0;26.3;758.7;0.5;0;-;-;-
GSB;19450411;-;27;42.3;755.2;2.2;3;-;-;-
GSB;19450412;-;47;59.3;751.5;2.6;0;-;-;-
GSB;19450413;-;60;70;752.1;0.7;7.5;-;-;-
GSB;19450414;-;63;90.7;756.7;0.5;0;-;-;-
GSB;19450415;-;7;36.7;759.7;2.2;0;-;-;-
GSB;19450416;-;0;45.3;760.9;3.7;0;-;-;-
GSB;19450417;-;10;46.3;761.6;3.8;1.4;-;-;-
GSB;19450418;-;57;59;761;2.6;0;-;-;-
GSB;19450419;-;7;31.7;760.7;3.5;0;-;-;-
GSB;19450420;-;3;31.7;757.9;3.3;0;-;-;-
GSB;19450421;-;100;67.7;749.5;0.3;32;-;-;-
GSB;19450422;-;80;90.3;744;-6.8;0;-;-;-
GSB;19450423;-;10;60.7;746.8;-5.7;0;-;-;-
GSB;19450424;-;17;27.7;749.1;-0.5;0;-;-;-
GSB;19450425;-;53;60;750.5;-0.3;3.6;-;-;-
GSB;19450426;-;100;92.7;747.7;-1.1;12.6;-;-;-
GSB;19450427;-;83;79.3;743.5;-1.5;10.2;-;-;-
GSB;19450428;-;100;90.7;741.7;-5.4;8.2;-;-;-
GSB;19450429;-;67;74.7;743.6;-7.6;5.4;-;-;-
GSB;19450430;-;63;68;744;-8;1.6;-;-;-
GSB;19450501;-;73;69.3;739.6;-10.1;26.2;-;-;-
GSB;19450502;-;100;82.3;738.9;-12;12;-;-;-
GSB;19450503;-;20;77.7;744.6;-9.7;13.2;-;-;-
GSB;19450504;-;77;84;747.1;-5.7;9.6;-;-;-
GSB;19450505;-;40;72.7;751.3;-1.6;1.6;-;-;-
GSB;19450506;-;17;48.7;757.3;3.2;0;-;-;-
GSB;19450507;-;0;27.7;758.7;6.7;0;-;-;-
GSB;19450508;-;0;28.3;758.4;7.6;0;-;-;-
GSB;19450509;-;40;42.3;759.5;7.7;0;-;-;-
GSB;19450510;-;70;64.3;761.8;6.9;0;-;-;-
GSB;19450511;-;13;55.3;763.9;7.6;0;-;-;-
GSB;19450512;-;7;40.7;764;9.6;0;-;-;-
GSB;19450513;-;7;39.3;762.7;8.9;0;-;-;-
GSB;19450514;-;3;34;763;9.1;0;-;-;-
GSB;19450515;-;27;33.7;762.2;9.4;0;-;-;-
GSB;19450516;-;57;58;762.6;7.1;0;-;-;-
GSB;19450517;-;7;37;761.2;9.2;0;-;-;-
GSB;19450518;-;30;43;757.6;8.5;7.5;-;-;-
GSB;19450519;-;93;70.3;752.7;5.6;2.1;-;-;-
GSB;19450520;-;30;40;751.3;8.1;0;-;-;-
GSB;19450521;-;67;76;747.5;3.9;27;-;-;-
GSB;19450522;-;67;66;746.9;-0.7;1.7;-;-;-
GSB;19450523;-;87;72.7;744.4;-0.6;22.6;-;-;-
GSB;19450524;-;87;90.7;747.5;-1.1;0.5;-;-;-
GSB;19450525;-;93;66;747.4;1.6;5.3;-;-;-
GSB;19450526;-;57;85;746.8;-1.3;0;-;-;-
GSB;19450527;-;17;43.3;750.6;3.3;0;-;-;-
GSB;19450528;-;73;71.3;752.1;2.5;0;-;-;-
GSB;19450529;-;100;92.7;749.4;1.7;5.6;-;-;-
GSB;19450530;-;100;96.3;748.4;-1;34.2;-;-;-
GSB;19450531;-;40;85.7;753.5;-2.8;0;-;-;-
GSB;19450601;-;33;57;754.6;1.1;3.5;-;-;-
GSB;19450602;-;33;65.7;756.6;2.8;0;-;-;-
GSB;19450603;-;90;73.3;758;3.6;0.3;-;-;-
GSB;19450604;-;27;52.3;758.9;5.9;0;-;-;-
GSB;19450605;-;27;42.7;760.4;7.6;0;-;-;-
GSB;19450606;-;13;36;761.5;9.2;0;-;-;-
GSB;19450607;-;13;48.3;761.2;9.6;0;-;-;-
GSB;19450608;-;70;58.3;760.7;7.9;0;-;-;-
GSB;19450609;-;100;86.3;760.8;5.4;0;-;-;-
GSB;19450610;-;67;79;760.5;3.3;0;-;-;-
GSB;19450611;-;50;65.7;760.4;4.7;0;-;-;-
GSB;19450612;-;33;43.3;758.1;7.7;32.2;-;-;-
GSB;19450613;-;77;84;756.3;0;5;-;-;-
GSB;19450614;-;0;44;759.7;2.7;0;-;-;-
GSB;19450615;-;0;38;759.6;6.6;0;-;-;-
GSB;19450616;-;100;65;758.1;3.5;2.1;-;-;-
GSB;19450617;-;43;56;759.9;5.7;0;-;-;-
GSB;19450618;-;30;51.3;763.8;7.9;0;-;-;-
GSB;19450619;-;33;40.7;761.3;8.7;1;-;-;-
GSB;19450620;-;70;70.7;759.4;5.4;13.9;-;-;-
GSB;19450621;-;53;64.3;759.1;6.2;2.8;-;-;-
GSB;19450622;-;47;66.3;761.6;7;0;-;-;-
GSB;19450623;-;0;46.3;764.4;9.9;0;-;-;-
GSB;19450624;-;10;36;765.1;11.6;4.8;-;-;-
GSB;19450625;-;47;53.3;763;11;0;-;-;-
GSB;19450626;-;50;49;759.5;8.8;17.4;-;-;-
GSB;19450627;-;53;76.7;753;3.7;18;-;-;-
GSB;19450628;-;40;73.7;750.8;5;2.4;-;-;-
GSB;19450629;-;57;77;751.8;4.6;0;-;-;-
GSB;19450630;-;3;35.3;755.2;8.2;0;-;-;-
GSB;19450701;-;73;78;751.7;4.3;2.4;-;-;-
GSB;19450702;-;80;92.7;748.9;-0.9;28.6;-;-;-
GSB;19450703;-;87;84;752.6;-0.9;0;-;-;-
GSB;19450704;-;20;66;752.2;1.8;0;-;-;-
GSB;19450705;-;17;46;751.7;5.4;0;-;-;-
GSB;19450706;-;13;47.3;754.2;7.6;0;-;-;-
GSB;19450707;-;53;51.7;757.7;8.1;0;-;-;-
GSB;19450708;-;13;53.3;758.3;9.2;0;-;-;-
GSB;19450709;-;67;74;756.4;8.6;1.4;-;-;-
GSB;19450710;-;77;70;752.5;6.7;10.3;-;-;-
GSB;19450711;-;93;87;753.1;3.1;1;-;-;-
GSB;19450712;-;0;39.7;758.2;9.2;0;-;-;-
GSB;19450713;-;0;43.7;760.6;12.1;0;-;-;-
GSB;19450714;-;20;35.7;760.8;13.7;0;-;-;-
GSB;19450715;-;73;75;761.4;11.9;0;-;-;-
GSB;19450716;-;97;91.3;762.3;7.7;0.3;-;-;-
GSB;19450717;-;13;44.7;761.7;10.7;0;-;-;-
GSB;19450718;-;3;21.7;760.7;13.6;0;-;-;-
GSB;19450719;-;47;50.7;760.8;13.1;0;-;-;-
GSB;19450720;-;0;65;763;9.4;0;-;-;-
GSB;19450721;-;0;39.3;766;14.6;0;-;-;-
GSB;19450722;-;3;49;765.7;13.7;0;-;-;-
GSB;19450723;-;0;47.7;763.1;11;0;-;-;-
GSB;19450724;-;37;45.3;762.1;13.8;0;-;-;-
GSB;19450725;-;43;56;760.3;10.2;30.6;-;-;-
GSB;19450726;-;37;46;757.4;10.8;0;-;-;-
GSB;19450727;-;83;49;756.7;10.1;11.3;-;-;-
GSB;19450728;-;47;51.3;758;11.2;1.2;-;-;-
GSB;19450729;-;37;41.7;761.5;11.4;2.7;-;-;-
GSB;19450730;-;37;50.3;759.9;9.9;0;-;-;-
GSB;19450731;-;70;66;754.3;7.1;0;-;-;-
GSB;19450801;-;87;82.7;752.6;4;0;-;-;-
GSB;19450802;-;83;78;753.9;4.1;0;-;-;-
GSB;19450803;-;0;47.3;757.6;6.4;0;-;-;-
GSB;19450804;-;0;36.7;757.3;9.1;0;-;-;-
GSB;19450805;-;7;28;755.2;10.5;0;-;-;-
GSB;19450806;-;87;65.3;753.7;9;2;-;-;-
GSB;19450807;-;90;82;752.5;6.9;22.3;-;-;-
GSB;19450808;-;100;87.3;749.1;6.2;43.2;-;-;-
GSB;19450809;-;100;96;746.4;-0.9;20;-;-;-
GSB;19450810;-;83;72.7;749.8;1.7;1.6;-;-;-
GSB;19450811;-;50;77.7;752;5.4;0;-;-;-
GSB;19450812;-;0;41;752.8;8.9;0;-;-;-
GSB;19450813;-;67;45.3;751.4;8.2;18;-;-;-
GSB;19450814;-;93;88;750.3;4.6;3.3;-;-;-
GSB;19450815;-;57;64;755.6;6.6;5;-;-;-
GSB;19450816;-;50;80.3;756.4;5.3;0.2;-;-;-
GSB;19450817;-;10;33.3;753.6;9;0;-;-;-
GSB;19450818;-;87;93;749.7;6;41;-;-;-
GSB;19450819;-;90;84;744.3;3.4;2.4;-;-;-
GSB;19450820;-;100;96.3;748.1;2.9;5.3;-;-;-
GSB;19450821;-;80;48.7;752.2;6.1;0;-;-;-
GSB;19450822;-;43;49;752.7;5.8;2.5;-;-;-
GSB;19450823;-;80;85;752.1;2.2;4.5;-;-;-
GSB;19450824;-;17;54;757;5.7;0;-;-;-
GSB;19450825;-;0;36.7;760.4;9.8;0;-;-;-
GSB;19450826;-;7;34;761;10.9;0;-;-;-
GSB;19450827;-;7;46.7;760.4;14.9;0;-;-;-
GSB;19450828;-;50;65;762.2;11.3;0;-;-;-
GSB;19450829;-;93;79;763.6;10.4;7.9;-;-;-
GSB;19450830;-;100;92.3;757.7;6.8;36.6;-;-;-
GSB;19450831;-;63;84;755.6;3.4;2.4;-;-;-
GSB;19450901;-;3;35.7;757.5;8.4;0;-;-;-
GSB;19450902;-;13;63;760.1;9;0;-;-;-
GSB;19450903;-;47;61.3;761.8;9.1;0;-;-;-
GSB;19450904;-;7;49;759.9;10.4;0;-;-;-
GSB;19450905;-;17;48.3;756;7.6;0;-;-;-
GSB;19450906;-;90;83.7;754.4;3.9;1.4;-;-;-
GSB;19450907;-;0;43.3;759.3;8.3;0;-;-;-
GSB;19450908;-;70;39.7;758.3;8.6;10.6;-;-;-
GSB;19450909;-;100;94.7;751.9;4.1;27.6;-;-;-
GSB;19450910;-;100;96.7;755.7;3.6;0.8;-;-;-
GSB;19450911;-;70;79;759.7;4.3;0;-;-;-
GSB;19450912;-;3;40;758.4;6.1;0;-;-;-
GSB;19450913;-;23;56;758.6;3.7;0;-;-;-
GSB;19450914;-;17;36;760.7;5.1;0;-;-;-
GSB;19450915;-;50;55.3;760.6;7;0;-;-;-
GSB;19450916;-;10;45.3;762.7;8.7;0;-;-;-
GSB;19450917;-;0;40.3;762;10.1;0;-;-;-
GSB;19450918;-;33;60.7;758.5;8.9;5.1;-;-;-
GSB;19450919;-;100;82.7;758.1;3.3;0;-;-;-
GSB;19450920;-;17;34.7;761.8;11.1;0;-;-;-
GSB;19450921;-;7;35.7;762;9.5;0;-;-;-
GSB;19450922;-;57;32.7;759.8;10.2;5.7;-;-;-
GSB;19450923;-;90;72.7;753.3;5;23.8;-;-;-
GSB;19450924;-;73;88.3;745.5;-3.5;3.2;-;-;-
GSB;19450925;-;100;89.7;744.5;-3.2;15.1;-;-;-
GSB;19450926;-;97;89;750.6;-4.2;0;-;-;-
GSB;19450927;-;70;86.7;756.3;-3.1;0;-;-;-
GSB;19450928;-;97;91.3;756.6;0.5;12.3;-;-;-
GSB;19450929;-;77;91.7;756.5;-3;0;-;-;-
GSB;19450930;-;0;40.7;761.7;-0.7;0;-;-;-
GSB;19451001;-;37;58.3;762.1;1;0;-;-;-
GSB;19451002;-;47;88;758.3;-1.3;0;-;-;-
GSB;19451003;-;67;72.3;754.7;-3.5;0;-;-;-
GSB;19451004;-;77;70.3;751.5;-3.4;0;-;-;-
GSB;19451005;-;33;62;752.7;-5.1;0;-;-;-
GSB;19451006;-;100;82;756;-4;0;-;-;-
GSB;19451007;-;100;93.3;756;-2.4;0;-;-;-
GSB;19451008;-;0;34.7;762;1.2;0;-;-;-
GSB;19451009;-;0;28.3;761.5;3.2;0;-;-;-
GSB;19451010;-;0;35.7;761.2;3.2;0;-;-;-
GSB;19451011;-;0;50;761.9;2.8;0;-;-;-
GSB;19451012;-;0;40.7;762.1;1.9;0;-;-;-
GSB;19451013;-;3;51.7;761.8;1.7;0;-;-;-
GSB;19451014;-;10;28;760.1;3.9;0;-;-;-
GSB;19451015;-;13;23.3;758.8;2.5;0;-;-;-
GSB;19451016;-;20;30.3;758.1;3;0;-;-;-
GSB;19451017;-;0;31.3;755.3;1.4;0;-;-;-
GSB;19451018;-;13;66;753.9;0.1;0;-;-;-
GSB;19451019;-;0;36.7;755.7;1.6;0;-;-;-
GSB;19451020;-;0;28.7;758.6;2.9;0;-;-;-
GSB;19451021;-;30;30;757.1;3.8;0;-;-;-
GSB;19451022;-;90;50.7;756.2;3.5;5;-;-;-
GSB;19451023;-;47;65.7;757.1;1;0;-;-;-
GSB;19451024;-;67;84;753.7;-0.2;17;-;-;-
