stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Maximaltemperatur
CHD;18841107;-;-;-;-;-;0;5.3;-;-;-
CHD;18841108;-;-;-;-;-;0;6.7;-;-;-
CHD;18841109;-;-;-;-;-;0;5.8;-;-;-
CHD;18841110;-;-;-;-;-;0;5.3;-;-;-
CHD;18841111;-;-;-;-;-;0;2.9;-;-;-
CHD;18841112;-;-;-;-;-;0;0.6;-;-;-
CHD;18841113;-;-;-;-;-;0;-3.2;-;-;-
CHD;18841114;-;-;-;-;-;0;-1.6;-;-;-
CHD;18841115;-;-;-;-;-;0;-3.4;-;-;-
CHD;18841116;-;-;-;-;-;0;-4.1;-;-;-
CHD;18841117;-;-;-;-;-;0;-3.9;-;-;-
CHD;18841118;-;-;-;-;-;5.4;-1.1;-;-;-
CHD;18841119;-;-;-;-;-;0;-2.2;-;-;-
CHD;18841120;-;-;-;-;-;0;-7.4;-;-;-
CHD;18841121;-;-;-;-;-;0.6;-4.5;-;-;-
CHD;18841122;-;-;-;-;-;0;-3.4;-;-;-
CHD;18841123;-;-;-;-;-;3;-3.8;-;-;-
CHD;18841124;-;-;-;-;-;0;-8.2;-;-;-
CHD;18841125;-;-;-;-;-;1.6;-4;-;-;-
CHD;18841126;-;-;-;-;-;0;-9.2;-;-;-
CHD;18841127;-;-;-;-;-;0;-5.9;-;-;-
CHD;18841128;-;-;-;-;-;0;-2.4;-;-;-
CHD;18841129;-;-;-;-;-;5.6;-2.1;-;-;-
CHD;18841130;-;-;-;-;-;9.9;-5.4;-;-;-
CHD;18841201;-;-;-;-;-;0;-8.8;-;-;-
CHD;18841202;-;-;-;-;-;0;-5.1;-;-;-
CHD;18841203;-;-;-;-;-;1.3;1.3;-;-;-
CHD;18841204;-;-;-;-;-;19.1;4.5;-;-;-
CHD;18841205;-;-;-;-;-;0;1.1;-;-;-
CHD;18841206;-;-;-;-;-;2.5;1.9;-;-;-
CHD;18841207;-;-;-;-;-;0;1.3;-;-;-
CHD;18841208;-;-;-;-;-;0;2.5;-;-;-
CHD;18841209;-;-;-;-;-;7.4;5.7;-;-;-
CHD;18841210;-;-;-;-;-;0;2.8;-;-;-
CHD;18841211;-;-;-;-;-;0;4.1;-;-;-
CHD;18841212;-;-;-;-;-;15.2;2.3;-;-;-
CHD;18841213;-;-;-;-;-;0;-0.8;-;-;-
CHD;18841214;-;-;-;-;-;0;0;-;-;-
CHD;18841215;-;-;-;-;-;0;5.2;-;-;-
CHD;18841216;-;-;-;-;-;4.3;5.2;-;-;-
CHD;18841217;-;-;-;-;-;17.8;2.5;-;-;-
CHD;18841218;-;-;-;-;-;0;-8.1;-;-;-
CHD;18841219;-;-;-;-;-;17;-0.3;-;-;-
CHD;18841220;-;-;-;-;-;22.1;0.6;-;-;-
CHD;18841221;-;-;-;-;-;3;-2.9;-;-;-
CHD;18841222;-;-;-;-;-;0;-3.9;-;-;-
CHD;18841223;-;-;-;-;-;0;-2.8;-;-;-
CHD;18841224;-;-;-;-;-;3;-3.7;-;-;-
CHD;18841225;-;-;-;-;-;0;-6.3;-;-;-
CHD;18841226;-;-;-;-;-;0;-6.9;-;-;-
CHD;18841227;-;-;-;-;-;0;-5.1;-;-;-
CHD;18841228;-;-;-;-;-;0;-6.4;-;-;-
CHD;18841229;-;-;-;-;-;0;-4.3;-;-;-
CHD;18841230;-;-;-;-;-;0;-6.4;-;-;-
CHD;18841231;-;-;-;-;-;0;-7.4;-;-;-
CHD;18850101;-;-;-;-;-;0;-9.8;-;-;-
CHD;18850102;-;-;-;-;-;0;-9.4;-;-;-
CHD;18850103;-;-;-;-;-;0;-8.5;-;-;-
CHD;18850104;-;-;-;-;-;0;-8.4;-;-;-
CHD;18850105;-;-;-;-;-;0;-8.7;-;-;-
CHD;18850106;-;-;-;-;-;1.3;-6.8;-;-;-
CHD;18850107;-;-;-;-;-;0;-5.8;-;-;-
CHD;18850108;-;-;-;-;-;0;-11.3;-;-;-
CHD;18850109;-;-;-;-;-;0;-10.1;-;-;-
CHD;18850110;-;-;-;-;-;0;-5.1;-;-;-
CHD;18850111;-;-;-;-;-;8.1;-4.8;-;-;-
CHD;18850112;-;-;-;-;-;3.5;-4.7;-;-;-
CHD;18850113;-;-;-;-;-;0;-9.5;-;-;-
CHD;18850114;-;-;-;-;-;0;-11.3;-;-;-
CHD;18850115;-;-;-;-;-;0;-12.8;-;-;-
CHD;18850116;-;-;-;-;-;0;-8.8;-;-;-
CHD;18850117;-;-;-;-;-;0;-2.5;-;-;-
CHD;18850118;-;-;-;-;-;0;-4.8;-;-;-
CHD;18850119;-;-;-;-;-;0;-5.7;-;-;-
CHD;18850120;-;-;-;-;-;0;-8.3;-;-;-
CHD;18850121;-;-;-;-;-;0;-9.6;-;-;-
CHD;18850122;-;-;-;-;-;0;-7.8;-;-;-
CHD;18850123;-;-;-;-;-;0;-7.2;-;-;-
CHD;18850124;-;-;-;-;-;0;-8.4;-;-;-
CHD;18850125;-;-;-;-;-;0;-8.6;-;-;-
CHD;18850126;-;-;-;-;-;0;-9.8;-;-;-
CHD;18850127;-;-;-;-;-;0;-5.9;-;-;-
CHD;18850128;-;-;-;-;-;0;-3.4;-;-;-
CHD;18850129;-;-;-;-;-;0;-3.9;-;-;-
CHD;18850130;-;-;-;-;-;0;1.7;-;-;-
CHD;18850131;-;-;-;-;-;0;3.1;-;-;-
CHD;18850201;-;-;-;-;-;2.3;3.2;-;-;-
CHD;18850202;-;-;-;-;-;0;6.4;-;-;-
CHD;18850203;-;-;-;-;-;5.6;1.9;-;-;-
CHD;18850204;-;-;-;-;-;0;-2.8;-;-;-
CHD;18850205;-;-;-;-;-;8.1;1.1;-;-;-
CHD;18850206;-;-;-;-;-;0;-1.5;-;-;-
CHD;18850207;-;-;-;-;-;0;-1.1;-;-;-
CHD;18850208;-;-;-;-;-;0;-2.1;-;-;-
CHD;18850209;-;-;-;-;-;7.1;-0.2;-;-;-
CHD;18850210;-;-;-;-;-;0;-2.3;-;-;-
CHD;18850211;-;-;-;-;-;1.8;-1.6;-;-;-
CHD;18850212;-;-;-;-;-;0;1.7;-;-;-
CHD;18850213;-;-;-;-;-;0;-2.4;-;-;-
CHD;18850214;-;-;-;-;-;0;-1.9;-;-;-
CHD;18850215;-;-;-;-;-;0;-2.3;-;-;-
CHD;18850216;-;-;-;-;-;17;10.5;-;-;-
CHD;18850217;-;-;-;-;-;22.3;2.9;-;-;-
CHD;18850218;-;-;-;-;-;14.2;2.3;-;-;-
CHD;18850219;-;-;-;-;-;0;1;-;-;-
CHD;18850220;-;-;-;-;-;18.8;6.1;-;-;-
CHD;18850221;-;-;-;-;-;9.6;3.2;-;-;-
CHD;18850222;-;-;-;-;-;6.4;2.1;-;-;-
CHD;18850223;-;-;-;-;-;0;1.7;-;-;-
CHD;18850224;-;-;-;-;-;0;2.8;-;-;-
CHD;18850225;-;-;-;-;-;0;5.1;-;-;-
CHD;18850226;-;-;-;-;-;0;3.8;-;-;-
CHD;18850227;-;-;-;-;-;0;5.7;-;-;-
CHD;18850228;-;-;-;-;-;6.1;1.5;-;-;-
CHD;18850301;-;-;-;-;-;2;2.4;-;-;-
CHD;18850302;-;-;-;-;-;0;2.6;-;-;-
CHD;18850303;-;-;-;-;-;0;3.3;-;-;-
CHD;18850304;-;-;-;-;-;14.5;5.2;-;-;-
CHD;18850305;-;-;-;-;-;9.9;7.1;-;-;-
CHD;18850306;-;-;-;-;-;18.3;5.7;-;-;-
CHD;18850307;-;-;-;-;-;10;2.6;-;-;-
CHD;18850308;-;-;-;-;-;0;4.5;-;-;-
CHD;18850309;-;-;-;-;-;4.4;7.2;-;-;-
CHD;18850310;-;-;-;-;-;0;1.7;-;-;-
CHD;18850311;-;-;-;-;-;0;0.3;-;-;-
CHD;18850312;-;-;-;-;-;0;0.7;-;-;-
CHD;18850313;-;-;-;-;-;0;1.2;-;-;-
CHD;18850314;-;-;-;-;-;0;2.7;-;-;-
CHD;18850315;-;-;-;-;-;0;0.4;-;-;-
CHD;18850316;-;-;-;-;-;0;2;-;-;-
CHD;18850317;-;-;-;-;-;0;2.6;-;-;-
CHD;18850318;-;-;-;-;-;0;3.5;-;-;-
CHD;18850319;-;-;-;-;-;0;4.3;-;-;-
CHD;18850320;-;-;-;-;-;0;2.3;-;-;-
CHD;18850321;-;-;-;-;-;0;4.8;-;-;-
CHD;18850322;-;-;-;-;-;2.3;1.3;-;-;-
CHD;18850323;-;-;-;-;-;0;1.1;-;-;-
CHD;18850324;-;-;-;-;-;0;-4.7;-;-;-
CHD;18850325;-;-;-;-;-;0;-5.4;-;-;-
CHD;18850326;-;-;-;-;-;0;-1.3;-;-;-
CHD;18850327;-;-;-;-;-;3.8;1.6;-;-;-
CHD;18850328;-;-;-;-;-;0;0.6;-;-;-
CHD;18850329;-;-;-;-;-;0;1.5;-;-;-
CHD;18850330;-;-;-;-;-;0;3.9;-;-;-
CHD;18850331;-;-;-;-;-;0;3.8;-;-;-
CHD;18850401;-;-;-;-;-;0;5.2;-;-;-
CHD;18850402;-;-;-;-;-;0.8;4.1;-;-;-
CHD;18850403;-;-;-;-;-;2.3;4.8;-;-;-
CHD;18850404;-;-;-;-;-;10.5;3.9;-;-;-
CHD;18850405;-;-;-;-;-;10.7;1.8;-;-;-
CHD;18850406;-;-;-;-;-;7.4;1.6;-;-;-
CHD;18850407;-;-;-;-;-;0;1.8;-;-;-
CHD;18850408;-;-;-;-;-;0;3.2;-;-;-
CHD;18850409;-;-;-;-;-;2;1.3;-;-;-
CHD;18850410;-;-;-;-;-;1.5;1.9;-;-;-
CHD;18850411;-;-;-;-;-;1;1;-;-;-
CHD;18850412;-;-;-;-;-;1.5;2.1;-;-;-
CHD;18850413;-;-;-;-;-;0;2.5;-;-;-
CHD;18850414;-;-;-;-;-;0;5.8;-;-;-
CHD;18850415;-;-;-;-;-;1;6.5;-;-;-
CHD;18850416;-;-;-;-;-;0;7.6;-;-;-
CHD;18850417;-;-;-;-;-;0;8.4;-;-;-
CHD;18850418;-;-;-;-;-;0;10;-;-;-
CHD;18850419;-;-;-;-;-;0;9.4;-;-;-
CHD;18850420;-;-;-;-;-;0;9.2;-;-;-
CHD;18850421;-;-;-;-;-;0;10.7;-;-;-
CHD;18850422;-;-;-;-;-;0;10.8;-;-;-
CHD;18850423;-;-;-;-;-;1;8.4;-;-;-
CHD;18850424;-;-;-;-;-;0;9.6;-;-;-
CHD;18850425;-;-;-;-;-;0;11.8;-;-;-
CHD;18850426;-;-;-;-;-;0;8.7;-;-;-
CHD;18850427;-;-;-;-;-;2.3;9.6;-;-;-
CHD;18850428;-;-;-;-;-;0.8;7;-;-;-
CHD;18850429;-;-;-;-;-;4;8;-;-;-
CHD;18850430;-;-;-;-;-;11.7;6;-;-;-
CHD;18850501;-;-;-;-;-;0;4.7;-;-;-
CHD;18850502;-;-;-;-;-;9.4;6.7;-;-;-
CHD;18850503;-;-;-;-;-;3.5;5;-;-;-
CHD;18850504;-;-;-;-;-;2.3;4.9;-;-;-
CHD;18850505;-;-;-;-;-;3.8;4.1;-;-;-
CHD;18850506;-;-;-;-;-;20.1;7.7;-;-;-
CHD;18850507;-;-;-;-;-;0;8.5;-;-;-
CHD;18850508;-;-;-;-;-;7.9;4.1;-;-;-
CHD;18850509;-;-;-;-;-;2;4.3;-;-;-
CHD;18850510;-;-;-;-;-;0;7.6;-;-;-
CHD;18850511;-;-;-;-;-;2.8;5.8;-;-;-
CHD;18850512;-;-;-;-;-;0;6.5;-;-;-
CHD;18850513;-;-;-;-;-;15.2;6.1;-;-;-
CHD;18850514;-;-;-;-;-;17.5;4.4;-;-;-
CHD;18850515;-;-;-;-;-;23.9;1.3;-;-;-
CHD;18850516;-;-;-;-;-;0;4;-;-;-
CHD;18850517;-;-;-;-;-;8.6;6.1;-;-;-
CHD;18850518;-;-;-;-;-;3.3;2.8;-;-;-
CHD;18850519;-;-;-;-;-;0.5;4.2;-;-;-
CHD;18850520;-;-;-;-;-;0;6.7;-;-;-
CHD;18850521;-;-;-;-;-;7;5.4;-;-;-
CHD;18850522;-;-;-;-;-;0;8.6;-;-;-
CHD;18850523;-;-;-;-;-;7.1;6.4;-;-;-
CHD;18850524;-;-;-;-;-;1;8.4;-;-;-
CHD;18850525;-;-;-;-;-;0;10.7;-;-;-
CHD;18850526;-;-;-;-;-;0;13.3;-;-;-
CHD;18850527;-;-;-;-;-;0;14;-;-;-
CHD;18850528;-;-;-;-;-;0;14.5;-;-;-
CHD;18850529;-;-;-;-;-;0;16.4;-;-;-
CHD;18850530;-;-;-;-;-;7.6;14.8;-;-;-
CHD;18850531;-;-;-;-;-;0.8;13.9;-;-;-
CHD;18850601;-;-;-;-;-;0.8;11.7;-;-;-
CHD;18850602;-;-;-;-;-;0;10.7;-;-;-
CHD;18850603;-;-;-;-;-;0;13.1;-;-;-
CHD;18850604;-;-;-;-;-;0;16.2;-;-;-
CHD;18850605;-;-;-;-;-;0;17.7;-;-;-
CHD;18850606;-;-;-;-;-;1.8;16.1;-;-;-
CHD;18850607;-;-;-;-;-;0.3;17.7;-;-;-
CHD;18850608;-;-;-;-;-;3.8;16.6;-;-;-
CHD;18850609;-;-;-;-;-;0;14.9;-;-;-
CHD;18850610;-;-;-;-;-;0;15.6;-;-;-
CHD;18850611;-;-;-;-;-;4;8.4;-;-;-
CHD;18850612;-;-;-;-;-;0;11.8;-;-;-
CHD;18850613;-;-;-;-;-;0;16.1;-;-;-
CHD;18850614;-;-;-;-;-;0;16.9;-;-;-
CHD;18850615;-;-;-;-;-;0;18.3;-;-;-
CHD;18850616;-;-;-;-;-;13.7;17.4;-;-;-
CHD;18850617;-;-;-;-;-;10.2;14.5;-;-;-
CHD;18850618;-;-;-;-;-;0;12.6;-;-;-
CHD;18850619;-;-;-;-;-;0;15.3;-;-;-
CHD;18850620;-;-;-;-;-;8.4;14.9;-;-;-
CHD;18850621;-;-;-;-;-;15.7;7.9;-;-;-
CHD;18850622;-;-;-;-;-;0;8.9;-;-;-
CHD;18850623;-;-;-;-;-;0;12.4;-;-;-
CHD;18850624;-;-;-;-;-;0;15.5;-;-;-
CHD;18850625;-;-;-;-;-;0;16;-;-;-
CHD;18850626;-;-;-;-;-;3.3;16;-;-;-
CHD;18850627;-;-;-;-;-;0;17.8;-;-;-
CHD;18850628;-;-;-;-;-;16.2;16.6;-;-;-
CHD;18850629;-;-;-;-;-;1.8;16;-;-;-
CHD;18850630;-;-;-;-;-;6.4;13.5;-;-;-
CHD;18850701;-;-;-;-;-;2.5;12.8;-;-;-
CHD;18850702;-;-;-;-;-;0;14;-;-;-
CHD;18850703;-;-;-;-;-;1.8;16.2;-;-;-
CHD;18850704;-;-;-;-;-;0;16;-;-;-
CHD;18850705;-;-;-;-;-;14.5;12.8;-;-;-
CHD;18850706;-;-;-;-;-;3;11.9;-;-;-
CHD;18850707;-;-;-;-;-;0;13.9;-;-;-
CHD;18850708;-;-;-;-;-;0;16;-;-;-
CHD;18850709;-;-;-;-;-;0;17.3;-;-;-
CHD;18850710;-;-;-;-;-;0;17.6;-;-;-
CHD;18850711;-;-;-;-;-;0;17.7;-;-;-
CHD;18850712;-;-;-;-;-;0;18.8;-;-;-
CHD;18850713;-;-;-;-;-;9.1;17;-;-;-
CHD;18850714;-;-;-;-;-;22.6;15.2;-;-;-
CHD;18850715;-;-;-;-;-;0;15.3;-;-;-
CHD;18850716;-;-;-;-;-;0;15.6;-;-;-
CHD;18850717;-;-;-;-;-;0;16;-;-;-
CHD;18850718;-;-;-;-;-;12.7;16.8;-;-;-
CHD;18850719;-;-;-;-;-;6.1;16.2;-;-;-
CHD;18850720;-;-;-;-;-;0;16.5;-;-;-
CHD;18850721;-;-;-;-;-;0;18.3;-;-;-
CHD;18850722;-;-;-;-;-;0;16.9;-;-;-
CHD;18850723;-;-;-;-;-;0;17.4;-;-;-
CHD;18850724;-;-;-;-;-;0;17;-;-;-
CHD;18850725;-;-;-;-;-;0;15.5;-;-;-
CHD;18850726;-;-;-;-;-;0;16;-;-;-
CHD;18850727;-;-;-;-;-;0;16.3;-;-;-
CHD;18850728;-;-;-;-;-;0;18.2;-;-;-
CHD;18850729;-;-;-;-;-;0;16.8;-;-;-
CHD;18850730;-;-;-;-;-;0;16.5;-;-;-
CHD;18850731;-;-;-;-;-;0;16.8;-;-;-
CHD;18850801;-;-;-;-;-;6.4;17.4;-;-;-
CHD;18850802;-;-;-;-;-;0.8;15.6;-;-;-
CHD;18850803;-;-;-;-;-;12.2;15.9;-;-;-
CHD;18850804;-;-;-;-;-;1;14.5;-;-;-
CHD;18850805;-;-;-;-;-;0;16;-;-;-
CHD;18850806;-;-;-;-;-;20;18;-;-;-
CHD;18850807;-;-;-;-;-;20.8;15.2;-;-;-
CHD;18850808;-;-;-;-;-;0;13.1;-;-;-
CHD;18850809;-;-;-;-;-;0;13.7;-;-;-
CHD;18850810;-;-;-;-;-;0;15.7;-;-;-
CHD;18850811;-;-;-;-;-;15.5;16;-;-;-
CHD;18850812;-;-;-;-;-;0;17;-;-;-
CHD;18850813;-;-;-;-;-;0;14.9;-;-;-
CHD;18850814;-;-;-;-;-;0;14;-;-;-
CHD;18850815;-;-;-;-;-;0;13.4;-;-;-
CHD;18850816;-;-;-;-;-;0;14.5;-;-;-
CHD;18850817;-;-;-;-;-;0;13.7;-;-;-
CHD;18850818;-;-;-;-;-;0;13.9;-;-;-
CHD;18850819;-;-;-;-;-;0;10.5;-;-;-
CHD;18850820;-;-;-;-;-;0;11.5;-;-;-
CHD;18850821;-;-;-;-;-;0;9.3;-;-;-
CHD;18850822;-;-;-;-;-;1.8;10.3;-;-;-
CHD;18850823;-;-;-;-;-;0;11.8;-;-;-
CHD;18850824;-;-;-;-;-;0;11.5;-;-;-
CHD;18850825;-;-;-;-;-;0;12.8;-;-;-
CHD;18850826;-;-;-;-;-;4;11.6;-;-;-
CHD;18850827;-;-;-;-;-;1.8;15.1;-;-;-
CHD;18850828;-;-;-;-;-;10.2;15.5;-;-;-
CHD;18850829;-;-;-;-;-;7.1;15.4;-;-;-
CHD;18850830;-;-;-;-;-;9.4;13.7;-;-;-
CHD;18850831;-;-;-;-;-;0;11.7;-;-;-
CHD;18850901;-;-;-;-;-;0;10.3;-;-;-
CHD;18850902;-;-;-;-;-;0;11;-;-;-
CHD;18850903;-;-;-;-;-;0;14.4;-;-;-
CHD;18850904;-;-;-;-;-;37.9;11.1;-;-;-
CHD;18850905;-;-;-;-;-;0.3;9.9;-;-;-
CHD;18850906;-;-;-;-;-;0;12.4;-;-;-
CHD;18850907;-;-;-;-;-;20.3;11.4;-;-;-
CHD;18850908;-;-;-;-;-;1;10.4;-;-;-
CHD;18850909;-;-;-;-;-;10.5;9.6;-;-;-
CHD;18850910;-;-;-;-;-;0;8.8;-;-;-
CHD;18850911;-;-;-;-;-;42.9;7.5;-;-;-
CHD;18850912;-;-;-;-;-;1;6.3;-;-;-
CHD;18850913;-;-;-;-;-;0;11;-;-;-
CHD;18850914;-;-;-;-;-;0;14.8;-;-;-
CHD;18850915;-;-;-;-;-;0;14.7;-;-;-
CHD;18850916;-;-;-;-;-;0;14.8;-;-;-
CHD;18850917;-;-;-;-;-;0;14.3;-;-;-
CHD;18850918;-;-;-;-;-;0;13.2;-;-;-
CHD;18850919;-;-;-;-;-;0;13.8;-;-;-
CHD;18850920;-;-;-;-;-;0;13;-;-;-
CHD;18850921;-;-;-;-;-;0;13.6;-;-;-
CHD;18850922;-;-;-;-;-;0;12.6;-;-;-
CHD;18850923;-;-;-;-;-;0;13.5;-;-;-
CHD;18850924;-;-;-;-;-;17.2;12.9;-;-;-
CHD;18850925;-;-;-;-;-;9.6;6.8;-;-;-
CHD;18850926;-;-;-;-;-;7.6;6.1;-;-;-
CHD;18850927;-;-;-;-;-;8.6;5.4;-;-;-
CHD;18850928;-;-;-;-;-;45.5;1.1;-;-;-
CHD;18850929;-;-;-;-;-;7.5;2.3;-;-;-
CHD;18850930;-;-;-;-;-;0;5.6;-;-;-
CHD;18851001;-;-;-;-;-;17.5;6.9;-;-;-
CHD;18851002;-;-;-;-;-;1.5;4.3;-;-;-
CHD;18851003;-;-;-;-;-;0;7.5;-;-;-
CHD;18851004;-;-;-;-;-;2.8;12.2;-;-;-
CHD;18851005;-;-;-;-;-;0;8.4;-;-;-
CHD;18851006;-;-;-;-;-;0;7.5;-;-;-
CHD;18851007;-;-;-;-;-;12.8;8.8;-;-;-
CHD;18851008;-;-;-;-;-;0;5.1;-;-;-
CHD;18851009;-;-;-;-;-;12.7;5.7;-;-;-
CHD;18851010;-;-;-;-;-;20.3;3.7;-;-;-
CHD;18851011;-;-;-;-;-;5.9;2.3;-;-;-
CHD;18851012;-;-;-;-;-;2.3;2.3;-;-;-
CHD;18851013;-;-;-;-;-;0;2.2;-;-;-
CHD;18851014;-;-;-;-;-;0;3;-;-;-
CHD;18851015;-;-;-;-;-;7.6;9.1;-;-;-
CHD;18851016;-;-;-;-;-;0;8.1;-;-;-
CHD;18851017;-;-;-;-;-;0;7.3;-;-;-
CHD;18851018;-;-;-;-;-;0;5.4;-;-;-
CHD;18851019;-;-;-;-;-;0;5.4;-;-;-
CHD;18851020;-;-;-;-;-;20.6;2.9;-;-;-
CHD;18851021;-;-;-;-;-;0;2.4;-;-;-
CHD;18851022;-;-;-;-;-;4.8;4;-;-;-
CHD;18851023;-;-;-;-;-;0;4.6;-;-;-
CHD;18851024;-;-;-;-;-;0;6.3;-;-;-
CHD;18851025;-;-;-;-;-;24.7;1.1;-;-;-
CHD;18851026;-;-;-;-;-;4.5;2.2;-;-;-
CHD;18851027;-;-;-;-;-;18.6;5.7;-;-;-
CHD;18851028;-;-;-;-;-;25.9;1.9;-;-;-
CHD;18851029;-;-;-;-;-;8.5;0;-;-;-
CHD;18851030;-;-;-;-;-;1.8;-1.2;-;-;-
CHD;18851031;-;-;-;-;-;8.5;2.1;-;-;-
CHD;18851101;-;-;-;-;-;0;1.1;-;-;-
CHD;18851102;-;-;-;-;-;0;0.1;-;-;-
CHD;18851103;-;-;-;-;-;0;-0.8;-;-;-
CHD;18851104;-;-;-;-;-;0;-0.1;-;-;-
CHD;18851105;-;-;-;-;-;4.5;-0.6;-;-;-
CHD;18851106;-;-;-;-;-;1;2;-;-;-
CHD;18851107;-;-;-;-;-;0;2.1;-;-;-
CHD;18851108;-;-;-;-;-;0;-0.7;-;-;-
CHD;18851109;-;-;-;-;-;0;-0.3;-;-;-
CHD;18851110;-;-;-;-;-;0;0.7;-;-;-
CHD;18851111;-;-;-;-;-;0;1.3;-;-;-
CHD;18851112;-;-;-;-;-;0;0.6;-;-;-
CHD;18851113;-;-;-;-;-;1;2.9;-;-;-
CHD;18851114;-;-;-;-;-;0;4.4;-;-;-
CHD;18851115;-;-;-;-;-;8.1;3.1;-;-;-
CHD;18851116;-;-;-;-;-;0;-0.4;-;-;-
CHD;18851117;-;-;-;-;-;1;-2;-;-;-
CHD;18851118;-;-;-;-;-;4.8;3.2;-;-;-
CHD;18851119;-;-;-;-;-;0;3.7;-;-;-
CHD;18851120;-;-;-;-;-;0;2.9;-;-;-
CHD;18851121;-;-;-;-;-;0;4.6;-;-;-
CHD;18851122;-;-;-;-;-;0;6.1;-;-;-
CHD;18851123;-;-;-;-;-;0;2.4;-;-;-
CHD;18851124;-;-;-;-;-;0;0;-;-;-
CHD;18851125;-;-;-;-;-;0;4.1;-;-;-
CHD;18851126;-;-;-;-;-;8.1;5.5;-;-;-
CHD;18851127;-;-;-;-;-;6.9;7.1;-;-;-
CHD;18851128;-;-;-;-;-;12.2;5.8;-;-;-
CHD;18851129;-;-;-;-;-;21.8;9.5;-;-;-
CHD;18851130;-;-;-;-;-;2.5;10.3;-;-;-
CHD;18851201;-;-;-;-;-;11.7;7.6;-;-;-
CHD;18851202;-;-;-;-;-;0;0.9;-;-;-
CHD;18851203;-;-;-;-;-;0;0.1;-;-;-
CHD;18851204;-;-;-;-;-;0;2;-;-;-
CHD;18851205;-;-;-;-;-;4.5;3.3;-;-;-
CHD;18851206;-;-;-;-;-;3.3;9.6;-;-;-
CHD;18851207;-;-;-;-;-;0;6.9;-;-;-
CHD;18851208;-;-;-;-;-;18.6;4;-;-;-
CHD;18851209;-;-;-;-;-;0;-3.4;-;-;-
CHD;18851210;-;-;-;-;-;12.2;-7.1;-;-;-
CHD;18851211;-;-;-;-;-;12.2;-12.4;-;-;-
CHD;18851212;-;-;-;-;-;0;-14.6;-;-;-
CHD;18851213;-;-;-;-;-;0;-7.6;-;-;-
CHD;18851214;-;-;-;-;-;0;-3.3;-;-;-
CHD;18851215;-;-;-;-;-;0;-5.3;-;-;-
CHD;18851216;-;-;-;-;-;0;-6.2;-;-;-
CHD;18851217;-;-;-;-;-;0;-2.5;-;-;-
CHD;18851218;-;-;-;-;-;0;-3.9;-;-;-
CHD;18851219;-;-;-;-;-;0;-4.3;-;-;-
CHD;18851220;-;-;-;-;-;0;-3.9;-;-;-
CHD;18851221;-;-;-;-;-;0;-4.3;-;-;-
CHD;18851222;-;-;-;-;-;0;-4;-;-;-
CHD;18851223;-;-;-;-;-;1.8;-3.3;-;-;-
CHD;18851224;-;-;-;-;-;0;-5;-;-;-
CHD;18851225;-;-;-;-;-;0;-7;-;-;-
CHD;18851226;-;-;-;-;-;0;-7.8;-;-;-
CHD;18851227;-;-;-;-;-;0;-8.5;-;-;-
CHD;18851228;-;-;-;-;-;0;-5.4;-;-;-
CHD;18851229;-;-;-;-;-;5.5;-0.6;-;-;-
CHD;18851230;-;-;-;-;-;3.3;-7.3;-;-;-
CHD;18851231;-;-;-;-;-;1;-8.6;-;-;-
CHD;18860101;-;-;-;-;-;0;-4.6;-;-;-
CHD;18860102;-;-;-;-;-;8.1;-0.5;-;-;-
CHD;18860103;-;-;-;-;-;0;0;-;-;-
CHD;18860104;-;-;-;-;-;0;-2.5;-;-;-
CHD;18860105;-;-;-;-;-;8.9;4.1;-;-;-
CHD;18860106;-;-;-;-;-;0;-2.3;-;-;-
CHD;18860107;-;-;-;-;-;8.1;0;-;-;-
CHD;18860108;-;-;-;-;-;8.6;-2.4;-;-;-
CHD;18860109;-;-;-;-;-;2.5;-7.6;-;-;-
CHD;18860110;-;-;-;-;-;0;-12;-;-;-
CHD;18860111;-;-;-;-;-;0;-14.2;-;-;-
CHD;18860112;-;-;-;-;-;0;-11.9;-;-;-
CHD;18860113;-;-;-;-;-;1.5;-8.2;-;-;-
CHD;18860114;-;-;-;-;-;0;-3.8;-;-;-
CHD;18860115;-;-;-;-;-;0;-8;-;-;-
CHD;18860116;-;-;-;-;-;0.8;-5.4;-;-;-
CHD;18860117;-;-;-;-;-;0;-4.1;-;-;-
CHD;18860118;-;-;-;-;-;2.8;-2.9;-;-;-
CHD;18860119;-;-;-;-;-;4.8;-3.6;-;-;-
CHD;18860120;-;-;-;-;-;2;-8.8;-;-;-
CHD;18860121;-;-;-;-;-;3.8;-9.3;-;-;-
CHD;18860122;-;-;-;-;-;0;-8.6;-;-;-
CHD;18860123;-;-;-;-;-;0;-9;-;-;-
CHD;18860124;-;-;-;-;-;0.5;-0.3;-;-;-
CHD;18860125;-;-;-;-;-;0;2.6;-;-;-
CHD;18860126;-;-;-;-;-;0;0.5;-;-;-
CHD;18860127;-;-;-;-;-;0;-1.4;-;-;-
CHD;18860128;-;-;-;-;-;0;-3;-;-;-
CHD;18860129;-;-;-;-;-;0;-5.2;-;-;-
CHD;18860130;-;-;-;-;-;1.3;-2;-;-;-
