stn;time;" Globalstrahlung (W/m); Tagesmittel";Sonnenscheindauer (min);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Maximaltemperatur
CHD;20101216;-;-;2;67;901;5.5;-7.7;-11.5;77.7;-1.5
CHD;20101217;-;-;10;100;883.5;6.2;-3.4;-8.2;87.3;-1.4
CHD;20101218;-;-;20;38;888.1;0;-9.2;-14.4;78.1;-4.6
CHD;20101219;-;-;17;100;888.6;0;-2.7;-8.9;83.1;6.5
CHD;20101220;-;-;11;83;893.2;0;4.5;1.2;66.2;7.9
CHD;20101221;-;-;8;96;893.8;0;-0.2;-3.5;79.7;3.5
CHD;20101222;-;-;7;96;890;0;2.8;1;84.1;6.5
CHD;20101223;-;-;7;96;885.5;4;2.7;1.2;80;5.6
CHD;20101224;-;-;5;100;887.5;7.2;-2;-4.9;93;1.5
CHD;20101225;-;-;13;100;897.2;0.2;-5.4;-5.5;73;-5.1
CHD;20101226;-;-;13;4;906.4;0;-8.7;-11.5;68.9;-4.4
CHD;20101227;-;-;12;63;906.6;0;-8.6;-14.5;77.3;-2.9
CHD;20101228;-;-;11;100;905.4;2;-1.9;-5.5;88.6;0.5
CHD;20101229;-;-;11;13;906.9;0;-0.6;-4.1;89.2;3.1
CHD;20101230;-;-;11;17;906.5;0;-2.1;-5.4;89.6;1.8
CHD;20101231;-;-;10;0;906.5;0;-4;-8;86.1;0.7
CHD;20110101;-;-;10;0;906.2;0;-5.9;-9.6;80.6;-0.9
CHD;20110102;-;-;10;92;903.7;0;-4.4;-8.5;86;-1.9
CHD;20110103;-;-;10;4;905.4;0;-8.2;-11.5;77.8;-4
CHD;20110104;-;-;10;58;902.4;0;-7.7;-12.8;77.5;-3.5
CHD;20110105;-;-;10;67;900;0;-4.8;-11;73.7;4.2
CHD;20110106;-;-;10;100;897.4;10.8;2.8;-5.2;80.2;6
CHD;20110107;-;-;5;83;900.7;1;6.2;2.4;89.3;8.6
CHD;20110108;-;-;5;58;902.4;0;5.3;1.5;77.8;9.5
CHD;20110109;-;-;4;67;902;18.1;2.7;-0.6;80.3;7.6
CHD;20110110;-;-;2;96;904.7;0;1.6;0.6;95;4.6
CHD;20110111;-;-;0;71;901.1;1.8;-0.9;-3;92;9
CHD;20110112;-;-;0;100;908.9;18.2;1.5;0.6;90.8;3.6
CHD;20110113;-;-;0;92;909.8;0;4.1;2;93.7;7.8
CHD;20110114;-;-;0;92;908.3;2;2.7;1.6;91.3;5.4
CHD;20110115;-;-;0;42;913;0;3.4;-0.2;85.4;7.4
CHD;20110116;-;-;0;4;913.1;0;2;-2.6;74.8;8.6
CHD;20110117;-;-;0;0;912.4;0;1.2;-2.6;73;7.6
CHD;20110118;-;-;0;63;911.6;0;1.8;-2.6;74.5;7.4
CHD;20110119;-;-;0;88;911;0.1;0.2;-1.6;83.6;5.1
CHD;20110120;-;-;0;50;908.1;1.2;-5.6;-8.5;70;-2
CHD;20110121;-;-;2;42;907.8;0;-3.7;-4.7;51.4;-2
CHD;20110122;-;-;0;33;906.5;0;-5.8;-9;62.3;-3.1
CHD;20110123;-;-;0;21;905.8;0;-7.9;-12.5;73.1;-3.4
CHD;20110124;-;-;0;4;906.6;0;-6.1;-11.5;68.3;-1.5
CHD;20110125;-;-;0;75;904.1;0.7;-5.4;-10.1;79.8;0.5
CHD;20110126;-;-;2;92;896.7;0;-2.2;-4.6;83.1;1.1
CHD;20110127;-;-;0;8;896.6;0;-4.3;-9;78.3;0.5
CHD;20110128;-;-;0;13;898.8;0;-5.6;-10;80.2;-0.5
CHD;20110129;-;-;0;25;899.3;0;-3.1;-8.3;68.6;3
CHD;20110130;-;-;0;42;898.9;0;-4.9;-8;81.6;-0.9
CHD;20110131;-;-;0;4;903.8;0;-4.9;-9;84.2;0
CHD;20110201;-;-;0;29;908;0;-6.8;-10.1;86.2;-1.9
CHD;20110202;-;-;0;0;911.6;0;-5.6;-10;75.3;-1
CHD;20110203;-;-;0;58;913.7;0;-2.1;-9;59.7;4
CHD;20110204;-;-;0;13;916.7;0;-0.2;-5.1;74.8;8.4
CHD;20110205;-;-;0;0;916.9;0;2.1;-4.5;61.9;11
CHD;20110206;-;-;0;0;915.9;0;1.2;-5;52.6;12
CHD;20110207;-;-;0;0;911.7;0;2.8;-5;53.7;14
CHD;20110208;-;-;0;0;909.5;0;2.5;-5;55.3;13
CHD;20110209;-;-;0;0;908.4;0;0;-6;65.8;13.7
CHD;20110210;-;-;0;0;909;0;2;-5.5;56.2;12.2
CHD;20110211;-;-;0;21;906.4;0;4.2;-2.5;55.6;13
CHD;20110212;-;-;0;54;904.1;0;4;-3.2;59.6;10.5
CHD;20110213;-;-;0;58;899.8;0;2.5;-2;70.1;8.8
CHD;20110214;-;-;0;33;896;0;3.8;-3;64.7;11.6
CHD;20110215;-;-;0;100;890.2;0.9;1.8;-0.2;86.1;5.1
CHD;20110216;-;-;0;75;886.7;0;1.3;-1.4;93.1;5.2
CHD;20110217;-;-;0;21;887.5;0;1.6;-4;70.7;7
CHD;20110218;-;-;0;38;898.4;0;-1.1;-4;75.7;7.8
CHD;20110219;-;-;0;42;900.7;2.3;0.9;-5.8;61.8;7.7
CHD;20110220;-;-;3;100;899.3;9.3;1.1;0;94.7;3.1
CHD;20110221;-;-;9;71;900;0;0;-0.9;86.9;3.4
CHD;20110222;-;-;8;100;898.2;0;0.3;-5;72.6;4.5
CHD;20110223;-;-;7;46;906.5;0;-0.3;-2.9;68.5;3.7
CHD;20110224;-;-;5;100;910.4;6.2;-1.2;-3.5;68.2;1.1
CHD;20110225;-;-;11;63;911.5;0;2.3;-1.5;83.2;7.5
CHD;20110226;-;-;5;92;905.2;13;1.8;-2.4;78.6;7
CHD;20110227;-;-;15;100;901.5;9.8;0.6;-0.1;92;3.1
CHD;20110228;-;-;18;83;903.5;0;-0.1;-4;83.7;4
CHD;20110301;-;-;12;79;906.7;0;0.8;-2.9;78.6;4.9
CHD;20110302;-;-;11;83;904.4;0;-0.6;-2.9;76.4;3.1
CHD;20110303;-;-;10;17;906.6;0;-1.4;-6.6;76.4;3.6
CHD;20110304;-;-;9;13;909.6;0;0.5;-5.2;74.4;7.2
CHD;20110305;-;-;8;8;906.6;0;0.5;-4.9;75.8;7.4
CHD;20110306;-;-;7;4;906;0;0.4;-4.3;77;6.9
CHD;20110307;-;-;4;42;909.9;0;-0.5;-3.4;81;5.6
CHD;20110308;-;-;0;4;911.4;0;3.3;-4.2;67;10.5
CHD;20110309;-;-;0;33;908.3;0;4.3;-3.4;63.6;12.2
CHD;20110310;-;-;0;38;908.1;0;4.9;-1.7;70.6;13.2
CHD;20110311;-;-;0;0;906.2;0;4.4;-2.6;68;12.5
CHD;20110312;-;-;0;71;898.4;0;4.4;-2;65.8;11.2
CHD;20110313;-;-;0;100;893.9;0;5.4;3;72.4;10
CHD;20110314;-;-;0;42;901.6;0;7.2;0.6;64;14.1
CHD;20110315;-;-;0;29;898.9;0;5.7;-0.4;69.4;12.3
CHD;20110316;-;-;0;88;892.2;1.3;7.3;3.9;77.8;11.2
CHD;20110317;-;-;0;100;895.5;2.4;5;4.2;92;6.7
CHD;20110318;-;-;0;58;908.4;5;5.8;1.5;73.8;11.5
CHD;20110319;-;-;0;100;909.6;6.2;3.6;2.4;91.8;6.1
CHD;20110320;-;-;0;4;912;0;3;-1;58;9.6
CHD;20110321;-;-;0;0;913;0;2.2;-3.2;63.4;9.8
CHD;20110322;-;-;0;4;916.8;0;4;-3.5;65.2;11.9
CHD;20110323;-;-;0;4;918.1;0;5.7;-1.7;69;14.1
CHD;20110324;-;-;0;13;916.9;0;8.3;-0.7;62.8;18.2
CHD;20110325;-;-;0;25;909.4;0;8.9;0;57.2;17.5
CHD;20110326;-;-;0;63;904.7;0;6.9;-0.3;70.4;14
CHD;20110327;-;-;0;96;900.9;0;7.6;1.5;65.6;14.4
CHD;20110328;-;-;0;96;900.7;2.2;6.6;5.5;80.8;10.6
CHD;20110329;-;-;0;33;902.9;5.5;6.9;-0.8;66.8;14.4
CHD;20110330;-;-;0;88;905.4;0.7;7;4.4;74.4;12.4
CHD;20110331;-;-;0;71;910.3;8.2;6.8;1.6;86;13.1
CHD;20110401;-;-;0;63;912.2;0;10.5;4.6;73.1;17.7
CHD;20110402;-;-;0;0;907.5;0;11.5;2;60.9;22
CHD;20110403;-;-;0;58;903.9;2.3;11.7;3.5;66.4;20
CHD;20110404;-;-;0;96;908;10;8.3;5.7;83.6;9.6
CHD;20110405;-;-;0;42;912.9;0;7.5;-0.6;62.5;16
CHD;20110406;-;-;0;25;914.9;0;10.6;1.4;67.2;20.1
CHD;20110407;-;-;0;8;914.4;0;14.1;4.4;58.4;23.9
CHD;20110408;-;-;0;8;910.6;0;13.4;5.5;63.2;21.4
CHD;20110409;-;-;0;0;908.4;0;13.2;5;58.7;23.9
CHD;20110410;-;-;0;0;908;0;12.2;4.1;59.1;21.9
CHD;20110411;-;-;0;42;909.3;0.9;11.8;3.6;59.9;20.2
CHD;20110412;-;-;0;100;909.7;10.9;7.5;5.5;82.4;9.1
CHD;20110413;-;-;0;54;908.3;0;3.3;-0.2;71.6;10.2
CHD;20110414;-;-;0;92;902.5;0;5.1;1.9;62.5;6
CHD;20110415;-;-;0;33;902;0;4.9;-2.2;61.6;13
CHD;20110416;-;-;0;21;905.4;0;6;-2;61.9;14.5
CHD;20110417;-;-;0;25;907.4;0;7.8;-0.4;64.7;15.5
CHD;20110418;-;-;0;54;906.9;0;9.2;0.6;64.6;17.5
CHD;20110419;-;-;0;8;903.9;0;8.9;1.9;76.1;17.6
CHD;20110420;-;-;0;17;904.2;0;11.6;2.5;62.6;19.9
CHD;20110421;-;-;0;13;904.5;0;12.1;3.7;58.7;20.1
CHD;20110422;-;-;0;4;899.6;0;10.9;2;64.3;20.8
CHD;20110423;-;-;0;54;900.5;6.3;12.2;6.5;56.5;18.5
CHD;20110424;-;-;0;88;904.7;0.8;11;2.5;84.1;17.5
CHD;20110425;-;-;0;29;903.7;0;13;1;53.7;20.1
CHD;20110426;-;-;0;21;902.5;0;11;4;61.8;17.9
CHD;20110427;-;-;0;63;903.7;0;8.1;1.8;72.5;15.1
CHD;20110428;-;-;0;96;900;0;9.5;3.5;71.2;14.5
CHD;20110429;-;-;0;96;897.4;4.8;8;3.2;79.1;13.1
CHD;20110430;-;-;0;96;895;1.1;8.1;2.8;81.4;15.4
CHD;20110501;-;-;0;33;895.7;2.4;9.4;1.5;72.7;17.2
CHD;20110502;-;-;0;21;894.9;0;10.9;2.1;63.4;19.9
CHD;20110503;-;-;0;67;896.8;9.5;8.1;5.1;84.3;10.4
CHD;20110504;-;-;0;38;903.8;0;7.1;3.2;85.3;12.5
CHD;20110505;-;-;0;4;904.7;0;9.2;2.8;51.1;15.2
CHD;20110506;-;-;0;21;906.5;0;12.3;7.7;50.9;17.8
CHD;20110507;-;-;0;42;907.5;0;14.9;9.6;58;20.3
CHD;20110508;-;-;0;46;907.9;0;15.7;8.8;59.5;23.1
CHD;20110509;-;-;0;25;909.7;0;15.9;6.4;52.6;24.5
CHD;20110510;-;-;0;67;913.3;0;14.8;5.7;60.5;22
CHD;20110511;-;-;0;50;910.5;3.6;13.9;7.4;68.9;23.2
CHD;20110512;-;-;0;100;908.2;8.2;10.9;7.9;91.6;16.1
CHD;20110513;-;-;0;50;907.5;0.2;14;9.1;72.5;19.9
CHD;20110514;-;-;0;79;905.2;32.7;12.6;8.4;89.2;20
CHD;20110515;-;-;0;96;909.8;9;5;4.2;87.9;9.6
CHD;20110516;-;-;0;67;912.6;0;8;2.5;69.6;15
CHD;20110517;-;-;0;46;910.3;0;10.9;2.5;66.7;20.1
CHD;20110518;-;-;0;33;907.2;0;12.5;4.6;62.6;21.2
CHD;20110519;-;-;0;79;907.3;8.3;14.3;9.5;72.1;19.2
CHD;20110520;-;-;0;67;908.8;1;13.2;8.4;83.3;21.3
CHD;20110521;-;-;0;79;909;23.4;13.2;5.6;82.2;22.2
CHD;20110522;-;-;0;67;909.5;1.9;13.7;7.4;76.6;22.2
CHD;20110523;-;-;0;33;912.1;0;15.7;8.6;69.2;23
CHD;20110524;-;-;0;4;912.3;0;15.2;8.9;67.2;24.1
CHD;20110525;-;-;0;4;910.5;0;16;8.6;66.3;23.5
CHD;20110526;-;-;0;42;906.3;4.7;16.2;10.1;74.8;25.1
CHD;20110527;-;-;0;96;905.1;4;9.4;5.2;84.8;12.7
CHD;20110528;-;-;0;29;905.9;0;10.8;5.4;63.6;18
CHD;20110529;-;-;0;13;907.3;0;13.2;4.3;68.1;21.2
CHD;20110530;-;-;0;33;905.5;5.9;18.4;8;56.8;26.5
CHD;20110531;-;-;0;100;905.4;22.2;12.2;10.4;85.3;15.1
CHD;20110601;-;-;0;100;907.3;2.6;4.5;1.4;76.6;12
CHD;20110602;-;-;0;71;909.8;0;10.9;1.4;79.7;16.4
CHD;20110603;-;-;0;75;909.3;4;13.2;8;85.9;19.4
CHD;20110604;-;-;0;83;905.2;6.5;16.6;10.4;72.2;22.1
CHD;20110605;-;-;0;50;901.1;2.1;13.9;9.4;74.3;20.2
CHD;20110606;-;-;0;79;899.1;7;13.1;12;89.6;15.8
CHD;20110607;-;-;0;58;899.5;5;12.3;9.4;76.3;16.3
CHD;20110608;-;-;0;92;900.1;18.6;9.1;6.7;93.5;12.7
CHD;20110609;-;-;0;100;904.4;0;8.9;7;78.9;12.4
CHD;20110610;-;-;0;88;905;5.5;10.9;5.5;65;18
CHD;20110611;-;-;0;100;906.4;0;10.7;8.5;74;14.2
CHD;20110612;-;-;0;71;906.8;0;12.1;6.5;70.8;19.4
CHD;20110613;-;-;0;100;907.1;0;14;11.5;69.5;20
CHD;20110614;-;-;0;79;908.1;0;15.3;9;66.3;22
CHD;20110615;-;-;0;54;908;0;16.3;9.2;67.1;23.5
CHD;20110616;-;-;0;46;908.3;5;14.9;10.5;84;22.3
CHD;20110617;-;-;0;79;904.4;34.5;15.8;10.5;87.6;25.4
CHD;20110618;-;-;0;100;902.7;19.9;10.5;9.8;82.9;14.5
CHD;20110619;-;-;0;88;906.7;1.5;11.1;8;55.4;16
CHD;20110620;-;-;0;58;907.7;0;15.1;6.6;55.6;23
CHD;20110621;-;-;0;63;908.6;0;17.8;9.5;62.8;27.2
CHD;20110622;-;-;0;96;907;26.2;15.6;13.2;81.6;26.2
CHD;20110623;-;-;0;100;908;0;13.6;12.2;73.2;18.2
CHD;20110624;-;-;0;75;910.6;0;13.4;9.4;64.7;16.9
CHD;20110625;-;-;0;13;914;0;14.3;5.3;60.9;22.4
CHD;20110626;-;-;0;4;912.2;0;18.2;9;64.4;27.4
CHD;20110627;-;-;0;13;910.2;0;20;12;64.7;29.1
CHD;20110628;-;-;0;13;907.3;0;21.5;12;60.1;29.8
CHD;20110629;-;-;0;83;907.2;12.1;17;15.4;84.4;21.5
CHD;20110630;-;-;0;71;909.3;1;12;10.4;83;16.8
CHD;20110701;-;-;0;58;908.6;0;13.8;9.5;59.4;18.4
CHD;20110702;-;-;0;13;904.6;0;11.9;5.5;64.2;17.1
CHD;20110703;-;-;0;0;903.5;0;13.3;4.7;58.3;22
CHD;20110704;-;-;0;29;904;0;15.1;6.1;55.5;24.6
CHD;20110705;-;-;0;13;905.1;0;17.3;9.8;64.9;23.6
CHD;20110706;-;-;0;88;903.2;0;17.5;11;59.1;25.6
CHD;20110707;-;-;0;38;901.2;11.9;18;12.4;71.7;24.6
CHD;20110708;-;-;0;50;904.1;0;15.4;10;72.1;20.5
CHD;20110709;-;-;0;42;907.6;2.9;18.8;13.1;64.7;25.4
CHD;20110710;-;-;0;21;907.9;11.5;17.7;12.4;69.3;22.6
CHD;20110711;-;-;0;4;907.8;0;17.4;12.4;77.9;25.5
CHD;20110712;-;-;0;38;904;12;20;12.3;62.8;30
CHD;20110713;-;-;0;100;901.3;17;15.4;13.6;87.6;18.4
CHD;20110714;-;-;0;96;906.8;0.2;12.1;10.4;74.2;14.5
CHD;20110715;-;-;0;54;908.5;0;14;8.5;62.5;19.5
CHD;20110716;-;-;0;33;903.9;0.2;15.1;6.5;59.8;23.4
CHD;20110717;-;-;0;75;897.7;26.7;13.4;10;69.8;16.5
CHD;20110718;-;-;0;63;899.4;0.4;12.3;8;74.1;16.8
CHD;20110719;-;-;0;92;896.7;10.6;9;5.7;80.4;13.8
CHD;20110720;-;-;0;96;901.4;7.7;10.5;7.8;76.3;13.1
CHD;20110721;-;-;0;88;901.1;5;11;7.4;80.1;16.9
CHD;20110722;-;-;0;92;902.2;8.9;12;9.5;87.1;17
CHD;20110723;-;-;0;100;902.2;19.4;10.5;9.5;86.3;13
CHD;20110724;-;-;0;92;902.8;0;10.2;5.5;73.3;16.5
CHD;20110725;-;-;0;67;901.7;0;10.6;3.5;71.3;17.4
CHD;20110726;-;-;0;92;902.4;0;11.8;5.6;76.7;19
CHD;20110727;-;-;0;83;905.8;5;12.5;8.5;84.2;18.1
CHD;20110728;-;-;0;100;907.2;8.7;13.9;11.6;82.5;17.6
CHD;20110729;-;-;0;100;907.5;0;14;9.6;79.2;19.5
CHD;20110730;-;-;0;71;905.7;0;15;10;69.8;21.4
CHD;20110731;-;-;0;25;904.6;0;14.2;9.6;67.5;18.5
CHD;20110801;-;-;0;8;904.2;0;17.1;9;65.6;24.4
CHD;20110802;-;-;0;13;906.5;0.3;19.7;14.5;56.6;26.7
CHD;20110803;-;-;0;100;908.2;1;17.6;15.3;67.4;21.7
CHD;20110804;-;-;0;21;907.5;0;19.1;13.6;63.6;24.5
CHD;20110805;-;-;0;96;905.7;0;18.2;14.1;73.2;23.6
CHD;20110806;-;-;0;92;901.4;24.5;16.6;11.8;79.4;23.7
CHD;20110807;-;-;0;79;900.7;4.2;16.2;12;66.4;20.6
CHD;20110808;-;-;0;92;903.4;5.7;14.6;10.5;56.4;16.9
CHD;20110809;-;-;0;88;910.3;4.3;12;9.2;73.2;16.1
CHD;20110810;-;-;0;8;912.1;0;12.5;5.5;64;19.5
CHD;20110811;-;-;0;17;908.5;0;15.7;6.1;61.2;24.1
CHD;20110812;-;-;0;88;906.1;0;15.9;8.5;61.6;23
CHD;20110813;-;-;0;42;903.9;0;17.6;11.9;64.4;24.6
CHD;20110814;-;-;0;50;902.9;25;17.3;10.9;75.8;24
CHD;20110815;-;-;0;58;905.7;3;17.3;14.6;81;22.5
CHD;20110816;-;-;0;13;908;0;17;10.2;66.2;24.2
CHD;20110817;-;-;0;8;906.7;0;18.3;10.8;68.6;27.4
CHD;20110818;-;-;0;21;906.9;0;20.3;13.7;77;27.7
CHD;20110819;-;-;0;33;909.1;0;17;7.1;63.2;28
CHD;20110820;-;-;0;8;911.2;0;20.6;9;57.2;29.8
CHD;20110821;-;-;0;8;910.5;0;21.4;12;58.2;30.6
CHD;20110822;-;-;0;38;908.8;3.5;21.1;13.4;61.2;31
CHD;20110823;-;-;0;13;907.7;0;20.1;12.5;65.8;28.6
CHD;20110824;-;-;0;54;907.6;5.3;18.7;13.9;79.4;28.3
CHD;20110825;-;-;0;63;905.5;0;19;12;69.6;26.6
CHD;20110826;-;-;0;42;900.5;14.6;17.8;12.5;67.4;28.6
CHD;20110827;-;-;0;71;907.1;1;9.4;5.9;83.2;14
CHD;20110828;-;-;0;8;908.4;0;12.6;4;67.6;19.7
CHD;20110829;-;-;0;13;906.5;0;13.5;6.5;68;19.6
CHD;20110830;-;-;0;33;904.9;0;13.2;6.4;69.2;20.7
CHD;20110831;-;-;0;42;904.3;9.1;16.5;7;66.2;25
CHD;20110901;-;-;0;-;-;4.3;19;13.3;72.8;24
CHD;20110902;-;-;0;-;-;0;18.8;12.9;73.4;27.1
CHD;20110903;-;-;0;-;-;7.3;16.7;11.1;84.1;25.2
CHD;20110904;-;-;0;-;-;23.8;16.1;14.8;97.8;18.6
CHD;20110905;-;-;0;-;-;4.9;12.7;11.9;86.1;15.8
CHD;20110906;-;-;0;-;-;0;12;4.6;75.2;20.3
CHD;20110907;-;-;0;-;-;0;14.3;7.5;65.9;19.8
CHD;20110908;-;-;0;-;-;1.1;15.9;10.8;68.4;22.3
CHD;20110909;-;-;0;-;-;0;18.2;13.5;76.2;23.6
CHD;20110910;-;-;0;-;-;0;17.7;11.1;76;27
CHD;20110911;-;-;0;-;-;5.1;16.7;9.6;70.1;25.3
CHD;20110912;-;-;0;-;-;0;15.4;12.3;74;22
CHD;20110913;-;-;0;-;-;3.5;14.8;7.1;75.2;22.8
CHD;20110914;-;-;0;-;-;1.5;14.2;11.7;89.7;18.3
CHD;20110915;-;-;0;-;-;0;14.9;10.3;80.8;20.7
CHD;20110916;-;-;0;-;-;3.7;15.1;6.6;70.3;25.3
CHD;20110917;-;-;0;-;-;29.2;14;11.4;92.3;18.1
CHD;20110918;-;-;0;-;-;14;8.3;6.5;87.2;11.7
CHD;20110919;-;-;0;-;-;13;6.7;5.3;91.4;8.1
CHD;20110920;-;-;0;-;-;0;9.1;4.1;81.8;15.8
CHD;20110921;-;-;0;-;-;0;10.8;3.4;80.8;19.1
CHD;20110922;-;-;0;-;-;0;11.7;5.8;81;19
CHD;20110923;-;-;0;-;-;0;13.1;7.1;83.9;18.6
CHD;20110924;-;-;0;-;-;0;13.2;6.4;80.9;21.4
CHD;20110925;-;-;0;-;-;0;14.5;10.4;80.8;20.4
CHD;20110926;-;-;0;-;-;0;13.6;7.5;80.3;21.3
CHD;20110927;-;-;0;-;-;0;14;7.9;83.4;21.4
CHD;20110928;-;-;0;-;-;0;13.9;7.9;84.5;21.3
CHD;20110929;-;-;0;-;-;0;13.5;7.2;80;21.3
CHD;20110930;-;-;0;-;-;0;13.5;7.1;80.3;21.6
CHD;20111001;-;-;0;-;-;0;13.3;7.1;77.4;21.8
CHD;20111002;-;-;0;-;-;0;13.3;6.8;78.9;21.8
CHD;20111003;-;-;0;-;-;0;13.1;6.8;79.1;20.1
CHD;20111004;-;-;0;-;-;0;12;5.6;73.5;20.9
CHD;20111005;-;-;0;-;-;0;10.5;3.8;79.8;18.8
CHD;20111006;-;-;0;-;-;29.7;10.8;3.9;80.4;20.4
CHD;20111007;-;-;0;-;-;3.4;3.4;0.2;81.9;7.8
CHD;20111008;-;-;0;-;-;27;2.9;1.6;94.5;4.8
CHD;20111009;-;-;0;-;-;24.7;6.2;2.3;83.2;11.1
CHD;20111010;-;-;0;-;-;20.1;8.5;5.3;96;14.6
CHD;20111011;-;-;0;-;-;0;10.5;4.6;83.8;20.3
CHD;20111012;-;-;0;-;-;0;10.4;3.2;73.2;20.9
CHD;20111013;-;-;0;-;-;0;11.6;8.4;73.4;16.4
CHD;20111014;-;-;0;-;-;0;6.7;2.4;83.4;13.1
CHD;20111015;-;-;0;-;-;0;5.7;-0.2;85.1;13.6
CHD;20111016;-;-;0;-;-;0;6;0.6;84.4;14.1
CHD;20111017;-;-;0;-;-;0;6;0.4;83.8;13.5
CHD;20111018;-;-;0;-;-;0;6.7;-0.9;68.5;18.7
CHD;20111019;-;-;0;-;-;13.4;7.3;3.1;77.3;13.8
CHD;20111020;-;-;0;-;-;0;3.1;1.1;82.3;7.7
CHD;20111021;-;-;0;-;-;0;0.4;-4.1;80.3;6.8
CHD;20111022;-;-;0;-;-;0;1.4;-4.4;79.6;9.3
CHD;20111023;-;-;0;-;-;0;2.1;-3.3;82.4;9.8
CHD;20111024;-;-;0;-;-;0;3.9;-2.2;72.6;12.5
CHD;20111025;-;-;0;-;-;0.5;7.3;4.9;78.6;12.1
CHD;20111026;-;-;0;-;-;0;6;2.9;82.1;11.4
CHD;20111027;-;-;0;-;-;0;5.2;0;76.5;13.4
CHD;20111028;-;-;0;-;-;0;6.8;1.8;68.8;15.1
CHD;20111029;-;-;0;-;-;0;7.5;1.6;73.6;15
CHD;20111030;-;-;0;-;-;0;8;2.8;83.1;14.3
CHD;20111031;-;-;0;-;-;0;7.2;2.4;85.5;13.9
CHD;20111101;-;-;0;-;-;0;7.6;3.5;82.9;14.1
CHD;20111102;-;-;0;-;-;0;7.7;3.6;81.8;14.7
CHD;20111103;-;-;0;-;-;0;7.3;3.2;77.6;13.3
CHD;20111104;-;-;0;-;-;0;8.8;7.1;76.1;15.9
CHD;20111105;-;-;0;-;-;0;10.3;7.1;70.9;14.1
CHD;20111106;-;-;0;-;-;0;7.5;4.4;80.5;13.5
CHD;20111107;-;-;0;-;-;0;7.7;5.1;89.5;10.6
CHD;20111108;-;-;0;-;-;0;5.9;3.5;87.4;12.5
CHD;20111109;-;-;0;-;-;0;5.7;0.4;76.7;13.8
CHD;20111110;-;-;0;-;-;0;4.4;-0.8;80.2;11.6
CHD;20111111;-;-;0;-;-;0;2.9;-0.8;88.1;8.9
CHD;20111112;-;-;0;-;-;0;3.5;-1.3;82.4;10.4
CHD;20111113;-;-;0;-;-;0;2.7;-2.2;75.4;11.3
CHD;20111114;-;-;0;-;-;0;1.7;-3.1;66.3;9
CHD;20111115;-;-;0;-;-;0;0.1;-4.3;66.5;7.8
CHD;20111116;-;-;0;-;-;0;-0.1;-5.4;60.9;8.4
CHD;20111117;-;-;0;-;-;0;0.2;-5.4;62;9.2
CHD;20111118;-;-;0;-;-;0;0.2;-4.4;70.4;7.9
CHD;20111119;-;-;0;-;-;0;1.7;-4.3;62.8;9
CHD;20111120;-;-;0;-;-;0;3.6;-1.3;66.8;11.6
CHD;20111121;-;-;0;-;-;0;2.9;-1.8;74.5;9.4
CHD;20111122;-;-;0;-;-;0;2.2;-2.2;78;9.1
CHD;20111123;-;-;0;-;-;0;1.7;-2.8;76;8.9
CHD;20111124;-;-;0;-;-;0;-0.1;-3.5;77.9;6.7
CHD;20111125;-;-;0;-;-;0;1.6;-3.8;66.7;9.4
CHD;20111126;-;-;0;-;-;0;1;-3.6;70.2;7.2
CHD;20111127;-;-;0;-;-;0;2.4;-3.3;59.4;11.1
CHD;20111128;-;-;0;-;-;0;0.6;-3.3;68.2;7.1
CHD;20111129;-;-;0;-;-;0;2.4;-1.8;68.5;8.2
CHD;20111130;-;-;0;-;-;0;3.3;0;81.6;9.5
CHD;20111201;-;-;0;-;-;0;1.6;-2.2;79;8
CHD;20111202;-;-;0;-;-;13.5;3.6;-2.1;67.1;11.1
CHD;20111203;-;-;0;-;-;7;3.3;2.3;88.1;4.7
CHD;20111204;-;-;0;-;-;31.8;5.7;2.5;85.3;9
CHD;20111205;-;-;0;-;-;2.6;1.6;0.7;85.9;2.3
CHD;20111206;-;-;3;-;-;10;0.6;-0.9;90.5;2.2
CHD;20111207;-;-;8;-;-;19.1;3.2;0.4;85.4;5.4
CHD;20111208;-;-;0;-;-;0;1.9;-0.1;89.9;5.1
CHD;20111209;-;-;0;-;-;0;3.7;-2.1;76.1;9.4
CHD;20111210;-;-;0;-;-;0;5.1;1.6;79.5;9.8
CHD;20111211;-;-;0;-;-;0;1.3;-2.4;85;6.6
CHD;20111212;-;-;0;-;-;2.3;0.8;-1.1;89.3;3.8
CHD;20111213;-;-;0;-;-;9.5;-0.3;-5.6;90.9;5.1
CHD;20111214;-;-;0;-;-;7;4.1;1.8;84.3;7.4
CHD;20111215;-;-;0;-;-;24;0.7;-0.8;92.7;2.9
CHD;20111216;-;-;6;-;-;34.9;3.3;0.3;81.6;5.9
CHD;20111217;-;-;20;-;-;22.4;-2.1;-2.5;95.8;-1.5
CHD;20111218;-;-;50;-;-;12.1;-2.8;-4.1;92.1;-1.4
CHD;20111219;-;-;55;-;-;2.2;-5.2;-7.6;89.8;-2.7
CHD;20111220;-;-;60;-;-;10.6;-4;-10.5;90.3;0.7
CHD;20111221;-;-;65;-;-;19.3;-1.4;-2.3;91.6;0.1
