stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Durchschnittstemperatur;Tiefsttemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm);Sonnenscheindauer (min);Maximaltemperatur
CDF;19480706;-;0;100;902.9;7;4;99.3;27;0;-
CDF;19480707;-;0;67;907.5;8.8;6.5;97;0.1;0;-
CDF;19480708;-;0;90;903.1;8.6;6;86.7;5.5;6;-
CDF;19480709;-;0;93;903.4;7;5;88.7;6;102;-
CDF;19480710;-;0;100;902.4;7.9;4.5;87.7;2;6;-
CDF;19480711;-;0;97;903.3;10;6;92.3;0.8;48;-
CDF;19480712;-;0;73;900.3;10.9;7;85.3;5.6;78;-
CDF;19480713;-;0;73;899;11.9;9;94.7;6.5;108;-
CDF;19480714;-;0;100;900.1;10.6;9.5;96;22.2;0;-
CDF;19480715;-;0;97;899.4;9.7;8.5;97.7;9.2;0;-
CDF;19480716;-;0;73;903.5;7.9;7;90.7;5.2;66;-
CDF;19480717;-;0;73;906;8.4;6;90;9.3;186;-
CDF;19480718;-;0;100;905.2;11;7;97;11.4;0;-
CDF;19480719;-;0;57;906.5;15.1;11;91.7;0.2;234;-
CDF;19480720;-;0;73;907.3;16.5;10.5;87.7;7.5;414;-
CDF;19480721;-;0;7;907.9;19.7;10.5;73.7;0;804;-
CDF;19480722;-;0;63;909.5;17.7;15.5;82.7;0;462;-
CDF;19480723;-;0;67;908.6;15.5;11.5;86.7;0;348;-
CDF;19480724;-;0;83;906.9;12.5;11.2;92.7;13;42;-
CDF;19480725;-;0;30;910.6;12.9;6;83.7;0;450;-
CDF;19480726;-;0;3;909.6;18;8;75.7;0;810;-
CDF;19480727;-;0;3;908.5;20.9;12;72;0;648;-
CDF;19480728;-;0;33;906.2;19.1;13;82.7;12.2;510;-
CDF;19480729;-;0;63;905.2;18.5;15;84;3.5;150;-
CDF;19480730;-;0;40;907;17.8;12.5;83;9.1;360;-
CDF;19480731;-;0;37;908.9;18.5;12.5;84;0.2;390;-
CDF;19480801;-;0;20;906.2;19;13;81;0.3;474;-
CDF;19480802;-;0;50;903.3;18.2;16.5;82.3;0.1;486;-
CDF;19480803;-;0;73;905.6;17.5;12.5;83.7;13;348;-
CDF;19480804;-;0;93;905.9;15.9;13;85.7;0;6;-
CDF;19480805;-;0;67;903.7;16.5;13;85.3;0;228;-
CDF;19480806;-;0;30;901.1;18.5;13;74;1.6;678;-
CDF;19480807;-;0;83;896.9;18.4;15.5;79.3;0;126;-
CDF;19480808;-;0;83;898.2;13;11;92;17.5;42;-
CDF;19480809;-;0;33;901.5;16.1;8.5;76.3;0;720;-
CDF;19480810;-;0;83;902.2;13.3;10.5;88.3;12;12;-
CDF;19480811;-;0;60;902.1;12.9;6.5;81.3;33;414;-
CDF;19480812;-;0;100;898.2;8.9;8;95;37;0;-
CDF;19480813;-;0;100;900.6;7.2;6;91.7;26.5;222;-
CDF;19480814;-;0;97;903.7;9.8;6;96.7;1.3;0;-
CDF;19480815;-;0;37;907.5;14.1;7.5;86.3;0;486;-
CDF;19480816;-;0;20;907.1;16.7;8.5;79;0;756;-
CDF;19480817;-;0;87;904.9;14.8;12.5;86.7;7.5;48;-
CDF;19480818;-;0;93;899.7;13.6;10.5;87;28;234;-
CDF;19480819;-;0;100;898.4;11.1;9;93.3;7.5;18;-
CDF;19480820;-;0;43;905.3;11.8;5;76.7;0;372;-
CDF;19480821;-;0;7;907.4;14.1;5;79;0.6;588;-
CDF;19480822;-;0;100;906.4;16.8;13.5;82.3;8.4;36;-
CDF;19480823;-;0;57;908.1;15.7;13;88;0;390;-
CDF;19480824;-;0;47;909.3;16.1;14;90.3;0.2;324;-
CDF;19480825;-;0;7;908.9;17.6;10.5;85.7;0;654;-
CDF;19480826;-;0;67;908.7;17.4;14;86;0;408;-
CDF;19480827;-;0;50;907.1;17;12;92.3;0;318;-
CDF;19480828;-;0;97;906.3;15.4;13;93;2.2;198;-
CDF;19480829;-;0;73;908.9;12.9;9;96;0;120;-
CDF;19480830;-;0;0;909.3;13.5;7;82.7;0;708;-
CDF;19480831;-;0;17;908.1;13.6;6;88.7;0;618;-
CDF;19480901;-;0;80;907.1;14.4;10;77.7;0;270;-
CDF;19480902;-;0;33;904;14.1;11;81.3;0;522;-
CDF;19480903;-;0;83;896;13.7;10;84.3;18;102;-
CDF;19480904;-;0;100;891.7;9.4;8;97.7;23;0;-
CDF;19480905;-;0;87;895.9;11.7;7.5;86.3;0;138;-
CDF;19480906;-;0;73;903;9.4;5;94.3;1.2;0;-
CDF;19480907;-;0;50;908.6;10.1;7.5;88.7;0;192;-
CDF;19480908;-;0;0;909.8;12.4;5.5;73.7;0;672;-
CDF;19480909;-;0;0;911;14;5;79.3;0;660;-
CDF;19480910;-;0;7;907.9;16;8;67;0;654;-
CDF;19480911;-;0;70;903.1;15.5;12;83.7;30.2;276;-
CDF;19480912;-;0;100;904.4;10.5;8;96.3;4.5;0;-
CDF;19480913;-;0;77;903.6;7.1;5.4;93.7;8.2;18;-
CDF;19480914;-;0;20;909.3;8.4;1;88;0;384;-
CDF;19480915;-;0;20;909.4;12;4.5;82;1;618;-
CDF;19480916;-;0;100;910.3;11.2;9.5;93;1.5;0;-
CDF;19480917;-;0;47;910.7;11;6.5;79.3;0;492;-
CDF;19480918;-;0;0;911.3;11.3;1;73.7;0;636;-
CDF;19480919;-;0;0;909.7;11.1;2;74.7;0;666;-
CDF;19480920;-;0;33;905;11.4;1.5;78.3;0;630;-
CDF;19480921;-;0;63;904.1;7.3;5.2;83.7;0;456;-
CDF;19480922;-;0;3;904.7;6.6;0.5;78.3;0;630;-
CDF;19480923;-;0;13;905.3;8.4;1;75.3;0;492;-
CDF;19480924;-;0;50;907.4;10.6;5;81.7;0;324;-
CDF;19480925;-;0;0;908.5;11.7;1.5;74.3;0;606;-
CDF;19480926;-;0;27;907.6;11.2;3;73;0;390;-
CDF;19480927;-;0;20;908;13.7;5;82.3;0;492;-
CDF;19480928;-;0;0;908.8;14.9;6;84;0;570;-
CDF;19480929;-;0;40;911;14.9;7.5;90.3;3.4;456;-
CDF;19480930;-;0;43;914.7;10.9;8.8;86.3;0;456;-
CDF;19481001;-;0;43;915.4;10.2;5;83.7;0;432;-
CDF;19481002;-;0;3;916.2;11.6;3.5;69.3;0;612;-
CDF;19481003;-;0;0;912.3;13.6;5;75.3;0;606;-
CDF;19481004;-;0;47;903.5;12.6;6.5;86;0;492;-
CDF;19481005;-;0;100;904.8;6.3;4.5;92.3;0;0;-
CDF;19481006;-;0;100;905.9;5;3;89;0;6;-
CDF;19481007;-;0;40;908.5;6.5;1.5;85.7;0;432;-
CDF;19481008;-;0;17;910.3;8.1;3;87;0;474;-
CDF;19481009;-;0;0;912.1;9;3;85.7;0;540;-
CDF;19481010;-;0;0;911.7;8.3;1;73.7;0;552;-
CDF;19481011;-;0;0;909.5;8.8;0;78.7;0;546;-
CDF;19481012;-;0;33;906.9;9.6;2;83.7;0;426;-
CDF;19481013;-;0;70;905.7;10.4;7;86;0;414;-
CDF;19481014;-;0;80;899.4;11.9;6.5;80.7;7;348;-
CDF;19481015;-;0;50;900.9;8;6.2;88.7;0;144;-
CDF;19481016;-;0;77;901.7;9.3;6;88.3;0.3;96;-
CDF;19481017;-;0;100;898.2;10.6;8;87.3;2.5;66;-
CDF;19481018;-;0;100;891.7;10.2;9;86.3;6.4;0;-
CDF;19481019;-;0;87;896.5;5.4;3;90;0.4;126;-
CDF;19481020;-;0;13;908.3;3.1;-1.5;86;0;516;-
CDF;19481021;-;0;0;912.9;3.5;-4;80.7;0;534;-
CDF;19481022;-;0;10;912.4;5.4;-1.5;86.3;0;510;-
CDF;19481023;-;0;90;911.1;8.4;2.5;87.7;0;84;-
CDF;19481024;-;0;10;907.5;8;1;84;0;516;-
CDF;19481025;-;0;60;900.5;11.1;4.5;72.3;9.4;222;-
CDF;19481026;-;0;100;899.2;7.8;6.2;97.7;22;0;-
CDF;19481027;-;0;100;898.6;3.9;2.5;98.7;15.7;0;-
CDF;19481028;-;0;67;899.3;2.6;0;95.3;0;6;-
CDF;19481029;-;0;57;900.1;4.3;-0.5;85.3;0;330;-
CDF;19481030;-;0;7;900.1;2.3;-3.5;91.7;0;402;-
CDF;19481031;-;0;100;904.4;2;0.5;97.7;0;0;-
CDF;19481101;-;0;93;905.7;3.5;1;95.7;0;222;-
CDF;19481102;-;0;100;903;7.3;2;82;0.5;6;-
CDF;19481103;-;0;100;903.2;8.9;7;97;2.7;12;-
CDF;19481104;-;0;60;902.2;8.4;5;79;0;48;-
CDF;19481105;-;0;93;897.4;7.9;5.5;83.7;19;0;-
CDF;19481106;-;0;67;901.8;4.7;0.5;89;10.2;216;-
CDF;19481107;-;0;100;899.1;7;4.4;95.7;7;72;-
CDF;19481108;-;0;100;900.1;3.6;2.6;96.3;10.5;0;-
CDF;19481109;-;0;67;912.8;1.5;0;94;0;36;-
CDF;19481110;-;0;7;912.7;2.1;-4;79;0;372;-
CDF;19481111;-;0;0;913;3.6;-4;68.3;0;480;-
CDF;19481112;-;0;10;916;5.6;-2;70.7;0;492;-
CDF;19481113;-;0;0;918;6.4;-1;79;0;468;-
CDF;19481114;-;0;0;916.3;7.2;0;69;0;306;-
CDF;19481115;-;0;30;909.4;7.7;2;69.3;1.3;312;-
CDF;19481116;-;0;100;906;2.6;2.1;98.7;10;0;-
CDF;19481117;-;0;83;911;3.7;2;97.7;1.6;0;-
CDF;19481118;-;0;63;913.4;2.7;0;98;0;18;-
CDF;19481119;-;0;7;912.5;2.7;-3;76;0;486;-
CDF;19481120;-;0;13;912.6;3.7;-0.5;80.7;0;426;-
CDF;19481121;-;0;0;911;3.2;-3.5;78.3;0;492;-
CDF;19481122;-;0;70;909.7;2.3;0.5;89.3;0;282;-
CDF;19481123;-;0;0;912;1.6;-1.5;83.7;0;450;-
CDF;19481124;-;0;0;913.3;0.4;-5;73.3;0;486;-
CDF;19481125;-;0;0;914;2.4;-5;60.7;0;486;-
CDF;19481126;-;0;0;915.1;0.9;-6.5;70.3;0;468;-
CDF;19481127;-;0;10;912.1;0.5;-4;65.7;0;330;-
CDF;19481128;-;0;0;909.6;1;-7;63;0;480;-
CDF;19481129;-;0;0;913.8;0.4;-4;72;0;474;-
CDF;19481130;-;0;0;913.9;-0.5;-6;73.3;0;474;-
CDF;19481201;-;0;0;913.8;0.5;-6;73.7;0;378;-
CDF;19481202;-;0;0;912.5;2;-5;68;0;456;-
CDF;19481203;-;0;0;908.5;4.3;-1.5;55.7;0.2;468;-
CDF;19481204;-;0;100;909.5;3.4;1;97.3;6.8;0;-
CDF;19481205;-;0;40;910.3;3.5;2;88.3;0;414;-
CDF;19481206;-;0;33;910.8;3.2;1.6;80.3;0;150;-
CDF;19481207;-;0;0;910.4;7;1.6;59;0;444;-
CDF;19481208;-;0;53;906.9;5.7;-0.5;69;0;276;-
CDF;19481209;-;0;87;906.2;1.3;0;97.7;8.1;0;-
CDF;19481210;-;0;63;904.4;3;-2.5;85.7;0.5;138;-
CDF;19481211;-;0;43;898.4;7.3;3;76.7;0;108;-
CDF;19481212;-;0;90;891.6;7;5.2;73.7;0;0;-
CDF;19481213;-;0;53;902;4;1.4;93;0;102;-
CDF;19481214;-;0;57;906.7;9;1;68;0;138;-
CDF;19481215;-;0;93;908.2;5.2;3.1;88.3;18.5;12;-
CDF;19481216;-;0;93;913.7;0.4;-0.5;91.7;0;24;-
CDF;19481217;-;0;100;910.6;-1.5;-2.5;97.7;6.5;0;-
CDF;19481218;-;7;97;909.6;-2.5;-4.5;94.7;0;0;-
CDF;19481219;-;6;77;909.3;-3.4;-5;92.3;0;372;-
CDF;19481220;-;5;0;906;-5.1;-7;89;0;420;-
CDF;19481221;-;5;0;906.1;-5.7;-10;85;0;414;-
CDF;19481222;-;5;0;906.2;-7.8;-10;92;0;282;-
CDF;19481223;-;5;0;904.9;-6.9;-13.5;80;0;408;-
CDF;19481224;-;5;0;901.7;-6.6;-12;78.3;0;426;-
CDF;19481225;-;5;0;906.7;-7.7;-12;82;0;396;-
CDF;19481226;-;5;0;911.5;-7.8;-13.5;79;0;444;-
CDF;19481227;-;5;0;907.4;-6.7;-13;76.3;0;432;-
CDF;19481228;-;5;43;911;0;-8;90.7;0.2;48;-
CDF;19481229;-;4;100;909.7;1.5;0;91.7;1.8;0;-
CDF;19481230;-;4;53;902.5;-0.4;-3.5;89.3;2.1;180;-
CDF;19481231;-;6;80;889.8;-1.4;-3;88.7;3.2;174;-
CDF;19490101;-;4;100;880.7;1.9;-3;70;21.5;0;-
CDF;19490102;-;15;100;883.1;0;-1;100;45;0;-
CDF;19490103;-;56;47;894;-1.7;-4.5;90;0.3;204;-
CDF;19490104;-;54;60;899.4;-2;-7.5;85.3;0.1;198;-
CDF;19490105;-;50;67;907.1;0.9;-1.1;90.3;0.2;0;-
CDF;19490106;-;47;0;916.3;-0.8;-3;85.7;0;366;-
CDF;19490107;-;43;0;913.4;-2.6;-7.5;88;0;402;-
CDF;19490108;-;40;37;903.7;-1.7;-6.5;89.3;0.1;426;-
CDF;19490109;-;38;67;904;-4.8;-7;96.3;0.2;0;-
CDF;19490110;-;38;7;902.7;-7.7;-9;92.7;0;180;-
CDF;19490111;-;38;47;899.7;-5.7;-14;84.3;0;264;-
CDF;19490112;-;30;100;902.2;-3.2;-4.5;97;3.8;0;-
CDF;19490113;-;37;60;914.2;-7.2;-10.5;94;0;150;-
CDF;19490114;-;37;73;916;-3.2;-11.5;91;0.8;48;-
CDF;19490115;-;37;100;909.4;0.2;-1.5;100;15;0;-
CDF;19490116;-;35;100;907.4;2.5;-0.5;100;4.2;0;-
CDF;19490117;-;32;100;908.7;0.7;0;100;1.7;0;-
CDF;19490118;-;30;100;910.3;2;0;98.3;0.9;0;-
CDF;19490119;-;28;67;911.2;2.3;0.5;97.7;0;0;-
CDF;19490120;-;25;33;909;3;0;83.7;1.2;0;-
CDF;19490121;-;21;93;907.7;0.4;0;94.3;3.3;0;-
CDF;19490122;-;23;63;908.8;-1.9;-3.6;94.3;2.7;474;-
CDF;19490123;-;28;0;910.4;-3.7;-6;76.7;0;474;-
CDF;19490124;-;28;3;912.7;-1.6;-6;79.7;0;486;-
CDF;19490125;-;28;17;912.2;0.3;-6.5;81.7;0;282;-
CDF;19490126;-;28;0;917.3;-0.3;-5;78.3;0;462;-
CDF;19490127;-;28;0;918.8;-2.7;-7.5;70.3;0;492;-
CDF;19490128;-;28;7;920.6;-1.9;-8;69.7;0;414;-
CDF;19490129;-;28;0;921;-2.7;-8.5;68;0;492;-
CDF;19490130;-;28;0;917.9;-1.5;-9;69;0;498;-
CDF;19490131;-;26;33;914.1;-2.2;-6;78.3;0.4;432;-
CDF;19490201;-;24;67;908.9;-5.4;-7.5;93;0.3;0;-
CDF;19490202;-;25;13;913.7;-9;-10.5;79;0;498;-
CDF;19490203;-;25;0;914;-9.1;-12.5;73.7;0;498;-
CDF;19490204;-;25;0;915.3;-5.7;-12.7;69.7;0;492;-
CDF;19490205;-;25;17;912;-2.2;-6.5;53.7;0;498;-
CDF;19490206;-;23;0;911.4;-0.5;-4;65.7;0;498;-
CDF;19490207;-;21;0;914.6;0.1;-2.8;67;0;486;-
CDF;19490208;-;15;57;912.8;2.2;-4.5;84.7;0;12;-
CDF;19490209;-;9;100;907.7;5.7;1.5;88.7;4.5;0;-
CDF;19490210;-;19;13;908.6;-3.3;-6;84;0;330;-
CDF;19490211;-;16;0;904;-2.7;-8.5;79.7;0;498;-
CDF;19490212;-;16;40;903.8;-2.5;-9.5;77.7;5.6;354;-
CDF;19490213;-;22;93;905.4;-3;-4;94.7;1.7;0;-
CDF;19490214;-;22;20;912.1;-4.9;-9.5;89;0;348;-
CDF;19490215;-;22;17;917.4;-4;-9.8;76;0;480;-
CDF;19490216;-;20;0;914.8;-1.8;-9.2;74.3;0;510;-
CDF;19490217;-;20;0;912.5;1.4;-8.5;68.3;0;468;-
CDF;19490218;-;16;50;910.2;3.7;-0.5;69.3;0;156;-
CDF;19490219;-;14;33;913.7;3.3;-0.5;85.7;0;372;-
CDF;19490220;-;12;0;914;2.3;-4;83;0;438;-
CDF;19490221;-;10;0;914.7;2.5;-2.4;79.7;0;510;-
CDF;19490222;-;10;60;918.6;1.8;-1;94.3;0.2;138;-
CDF;19490223;-;10;0;918.6;1.7;-4;76.3;0;516;-
CDF;19490224;-;8;100;917.4;3.2;-3;91.3;0.7;18;-
CDF;19490225;-;7;67;916.5;2.2;-0.5;94.3;1.1;54;-
CDF;19490226;-;6;0;911.4;1.4;-4;75.3;0;498;-
CDF;19490227;-;5;93;905.1;0.8;-1.5;89.7;2.5;102;-
CDF;19490228;-;10;67;909;-3.5;-5.5;93.3;0.1;90;-
CDF;19490301;-;9;100;902;-3.5;-9;95.3;12;0;-
CDF;19490302;-;29;83;904;-6.1;-7.5;90.7;3.8;0;-
CDF;19490303;-;36;87;907.3;-8.6;-13;95.7;4;0;-
CDF;19490304;-;35;37;907.3;-12.2;-14.1;82;0;342;-
CDF;19490305;-;35;0;899.7;-10.9;-13.8;70;0;504;-
CDF;19490306;-;35;57;898.2;-10.9;-15;66.3;0;390;-
CDF;19490307;-;35;30;896.8;-9.5;-16.5;64.7;0;492;-
CDF;19490308;-;30;100;893.7;-1.7;-11;69.7;2.2;0;-
CDF;19490309;-;30;100;894.8;1.6;-2;93.7;7.5;0;-
CDF;19490310;-;27;93;898.8;2.5;0;96.3;11;0;-
CDF;19490311;-;23;93;897;4.2;1.5;90.7;0;66;-
CDF;19490312;-;22;100;898.3;4;1.5;92;0;30;-
CDF;19490313;-;20;50;904.8;2.8;-1;82;0;354;-
CDF;19490314;-;18;100;906;3.9;2;94.3;11.8;18;-
CDF;19490315;-;16;60;906.9;0.9;-1.6;96.7;4.4;30;-
CDF;19490316;-;14;93;904;2.8;-2.2;67.3;5;156;-
CDF;19490317;-;14;60;902.3;0.2;-1;82.3;0;288;-
CDF;19490318;-;12;100;896.8;-0.6;-2.5;96.3;7.5;0;-
CDF;19490319;-;20;100;900.5;-3.9;-5.7;84.3;0.8;138;-
CDF;19490320;-;23;37;905.6;-6.3;-9.5;81.3;0;288;-
CDF;19490321;-;23;0;905.2;-5.1;-10;79.7;0;528;-
CDF;19490322;-;23;0;906.5;-1.8;-6;67;0;636;-
CDF;19490323;-;21;0;907.7;1.1;-4.8;74.3;0;648;-
CDF;19490324;-;15;0;906.5;5.6;0;74.3;0;648;-
CDF;19490325;-;10;17;909;4.8;0.5;75.3;0;516;-
CDF;19490326;-;4;17;906;5.8;-0.5;73;0;564;-
CDF;19490327;-;0;0;903.9;6.2;-0.5;74.7;0;624;-
CDF;19490328;-;0;7;905.7;6.2;0;72.3;0;630;-
CDF;19490329;-;0;33;907.7;7.4;1;73.7;0;468;-
CDF;19490330;-;0;50;905.8;7.6;1.5;71.3;0;354;-
CDF;19490331;-;0;43;901.9;6.2;2.5;80;0;348;-
CDF;19490401;-;0;17;901.3;6.8;0;69.7;0;630;-
CDF;19490402;-;0;67;905.7;7.2;1;78.3;2.5;144;-
CDF;19490403;-;0;57;911.1;8.4;5;82;0;102;-
CDF;19490404;-;0;47;908.9;12.8;5;62;3.1;342;-
CDF;19490405;-;0;100;907.7;9.3;8.5;97.3;4.9;0;-
CDF;19490406;-;0;50;899.2;11.1;6.5;80;17.2;66;-
CDF;19490407;-;0;100;894.2;1.9;0.2;96.7;17.5;78;-
CDF;19490408;-;4;100;901.7;-0.5;-2;89.3;9.1;288;-
CDF;19490409;-;6;83;908.1;-2.1;-5;86.7;5;228;-
CDF;19490410;-;3;3;911.1;0.4;-6.7;74.7;0;660;-
CDF;19490411;-;1;43;908;6.7;-5;66;0;516;-
CDF;19490412;-;0;87;908.1;9;0.9;80.3;2.4;90;-
CDF;19490413;-;0;37;910.2;11.6;6.8;73.7;0;588;-
CDF;19490414;-;0;13;909.9;13.6;0.9;65.3;0;678;-
CDF;19490415;-;0;0;907.8;15;6.5;62.3;0;714;-
CDF;19490416;-;0;0;907.4;14.8;7.8;69.7;0;732;-
CDF;19490417;-;0;0;910.8;14.9;8;70;0;726;-
CDF;19490418;-;0;20;912.2;15.6;10.5;72;0;516;-
CDF;19490419;-;0;7;911.9;16;7.6;70.3;0;714;-
CDF;19490420;-;0;0;905.9;12.9;6.5;79.3;0;654;-
CDF;19490421;-;0;33;899.3;16;7;65.3;0;726;-
CDF;19490422;-;0;87;904.9;10.9;8;76.3;0;168;-
CDF;19490423;-;0;27;907;11.4;5;79;0;660;-
CDF;19490424;-;0;67;901.8;11.6;5;91;8;426;-
CDF;19490425;-;0;100;897;7.2;1;83;15;0;-
CDF;19490426;-;3;100;903.3;0.5;-0.5;96;7.7;48;-
CDF;19490427;-;5;100;907.7;3.6;0;92.7;0;0;-
CDF;19490428;-;2;17;909.6;8.7;0;78;0;546;-
CDF;19490429;-;0;87;902.4;7.6;4.5;85.7;13.4;60;-
CDF;19490430;-;0;100;900.9;1.8;1;98;8.2;0;-
CDF;19490501;-;0;100;903.2;2;0;98.3;0;0;-
CDF;19490502;-;0;100;903.1;6.1;2;94.7;0;0;-
CDF;19490503;-;0;60;902;10.7;6.5;89.3;0;252;-
CDF;19490504;-;0;40;897;12.1;7;84.7;5;300;-
CDF;19490505;-;0;67;892.2;10.3;7.5;83.7;1.6;180;-
CDF;19490506;-;0;100;899.1;5.5;4;89;2;0;-
CDF;19490507;-;0;57;907.7;7.1;3.5;78;0;120;-
CDF;19490508;-;0;33;907.2;8.3;1.5;75.3;0;774;-
CDF;19490509;-;0;60;906.9;5.6;1;80;0;468;-
CDF;19490510;-;0;67;908;0.9;-0.5;83;0;18;-
CDF;19490511;-;0;53;908.1;1.6;-2;80.3;0;0;-
CDF;19490512;-;0;100;905.8;2.5;0;99;8.6;0;-
CDF;19490513;-;0;100;901.9;4.5;3.3;95.7;3;0;-
CDF;19490514;-;0;93;895;5.6;3.4;93;3;222;-
CDF;19490515;-;0;43;893.7;8.1;4;82;0;348;-
CDF;19490516;-;0;67;895.3;10.6;2.5;82;12;378;-
CDF;19490517;-;0;93;896;10.1;6.2;80;14.6;96;-
CDF;19490518;-;0;100;897.4;7.8;5.5;94.7;2.5;0;-
CDF;19490519;-;0;100;897.4;7.6;5.5;98;2.5;0;-
CDF;19490520;-;0;100;902.1;7.9;6;95;2;0;-
CDF;19490521;-;0;100;904.2;9.3;7.5;96.3;0;30;-
CDF;19490522;-;0;20;900.4;11.2;4.5;77.7;0;546;-
CDF;19490523;-;0;70;898.1;11.6;5;81.3;4.1;210;-
CDF;19490524;-;0;97;896.8;11.4;7;83.3;1.2;36;-
CDF;19490525;-;0;37;900.9;11.1;7.7;74.7;0;126;-
CDF;19490526;-;0;67;901.8;10;8;80.3;5.1;180;-
CDF;19490527;-;0;13;904.9;11.6;2.5;68.3;0;786;-
CDF;19490528;-;0;33;902.7;17.6;5.5;60.3;0.1;732;-
CDF;19490529;-;0;73;899.6;13.7;9;84;16.3;240;-
CDF;19490530;-;0;93;898.1;13;9;86.3;18.5;120;-
CDF;19490531;-;0;77;898.4;6;4.5;93;11.2;0;-
CDF;19490601;-;0;90;898;10;2;83.7;9.2;168;-
CDF;19490602;-;0;77;903;6.1;5;93.7;8.2;84;-
CDF;19490603;-;0;60;903.3;11;4;79.3;4.5;450;-
CDF;19490604;-;0;80;905.5;10.4;8;80;2.5;390;-
CDF;19490605;-;0;100;908.3;10;6.8;91.3;1;6;-
CDF;19490606;-;0;17;910.9;14;7.5;71.7;0;828;-
CDF;19490607;-;0;50;908.9;18.2;9.3;64.7;0.1;672;-
CDF;19490608;-;0;67;907.9;17.1;12.5;77.3;12;444;-
CDF;19490609;-;0;93;905.9;13.2;11;93;14.4;252;-
CDF;19490610;-;0;87;906;14.1;10.5;88;3;12;-
CDF;19490611;-;0;67;906.4;14.4;10.5;80.3;3.8;516;-
CDF;19490612;-;0;50;908.6;10.4;8.5;76;0;342;-
CDF;19490613;-;0;3;910.7;13.9;6.5;65.7;0;858;-
CDF;19490614;-;0;7;907.6;17.4;9;57.3;0;864;-
CDF;19490615;-;0;17;905.5;14.9;8;76.7;0;432;-
CDF;19490616;-;0;13;904.7;15.3;9.5;76;0;756;-
CDF;19490617;-;0;7;905.9;11.6;6.5;67;0;798;-
CDF;19490618;-;0;7;904.9;9;7;73;0;798;-
CDF;19490619;-;0;47;904.5;10.9;7.5;77;0;492;-
CDF;19490620;-;0;7;906.1;12.6;6.5;77.3;0;762;-
CDF;19490621;-;0;0;905.9;16.4;7.5;67.7;0;858;-
CDF;19490622;-;0;0;903.6;15.2;7.2;69.7;0;864;-
CDF;19490623;-;0;0;900.8;14.7;6.5;66.7;0;780;-
CDF;19490624;-;0;7;900.3;11.6;7.5;71.3;0;756;-
CDF;19490625;-;0;10;903.8;10.6;4.8;72.7;0;852;-
CDF;19490626;-;0;10;908.6;13.9;5.5;69.3;0;732;-
CDF;19490627;-;0;20;910.4;16.6;8;65;0;714;-
CDF;19490628;-;0;7;908.9;17.1;8.5;58.3;0;834;-
CDF;19490629;-;0;13;908.6;18.3;10.5;63.7;0;804;-
CDF;19490630;-;0;43;910;16.3;9.5;70.7;0;504;-
CDF;19490701;-;0;7;912.7;16.5;7.5;73;0;792;-
CDF;19490702;-;0;3;910.8;16;9.2;70.7;0;816;-
CDF;19490703;-;0;0;908.3;16.3;9.4;63.3;0;858;-
CDF;19490704;-;0;0;908.6;19.3;10;61.7;0;858;-
CDF;19490705;-;0;40;906.1;18.8;11;65.3;0;600;-
CDF;19490706;-;0;0;906.9;14.4;11;70;0;846;-
CDF;19490707;-;0;53;907.4;15.4;8;65;0;480;-
CDF;19490708;-;0;50;906.8;16.8;9;65;0;462;-
CDF;19490709;-;0;20;908;17.6;15;68.7;0;522;-
CDF;19490710;-;0;17;910.6;18.7;11;64.7;0;660;-
CDF;19490711;-;0;0;910.7;20.1;10.6;63;0;834;-
CDF;19490712;-;0;0;905.8;22.5;13;54.7;0;840;-
CDF;19490713;-;0;33;903.1;25.1;14.5;54.3;0;810;-
CDF;19490714;-;0;50;906.1;20.5;17;63.7;1.2;384;-
CDF;19490715;-;0;70;903.3;17.6;15.5;80.7;19.3;354;-
CDF;19490716;-;0;57;902.3;15.9;12.4;75.3;0;246;-
CDF;19490717;-;0;57;905.3;16;11.5;73;0;390;-
CDF;19490718;-;0;100;907;13.9;9.2;81;16.1;132;-
CDF;19490719;-;0;100;909.5;11;8.4;90;1.6;54;-
CDF;19490720;-;0;30;908.6;12.5;7.5;68.7;0;732;-
CDF;19490721;-;0;0;907.3;14.8;6;59.3;0;702;-
CDF;19490722;-;0;10;907.6;17.1;10;58;0;726;-
CDF;19490723;-;0;57;907.3;17.8;9.5;65.3;0;552;-
CDF;19490724;-;0;57;906.5;15.7;10.5;76;0.1;390;-
CDF;19490725;-;0;13;907.8;18.3;13.4;63;0;804;-
CDF;19490726;-;0;43;908.5;19.5;11;61.7;0;648;-
CDF;19490727;-;0;17;909.5;20.9;11.5;62;0;606;-
CDF;19490728;-;0;7;909.9;20.9;13;67.7;0;768;-
CDF;19490729;-;0;13;908.1;19.5;12.5;69.3;0;666;-
CDF;19490730;-;0;3;908.6;16.3;10.5;67.3;0;786;-
CDF;19490731;-;0;0;906.1;19.1;8;54.3;0;822;-
CDF;19490801;-;0;3;904.7;20.8;10.5;54;0;804;-
CDF;19490802;-;0;33;899;18.9;12.5;73.7;12.3;564;-
CDF;19490803;-;0;73;901.5;13.7;10;68.7;0;480;-
CDF;19490804;-;0;0;907.1;13.1;7;64;0;792;-
CDF;19490805;-;0;0;905.2;18.2;9;57.7;0;804;-
