stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Durchschnittstemperatur;Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%);Niederschlag (mm)
OTL;19630518;-;0;57;971.5;420;18.2;12.6;23;37.7;0
OTL;19630519;-;0;60;968.2;390;15.7;11.5;19.1;55;0
OTL;19630520;-;0;23;968.6;792;15.7;10.5;20.4;40;0
OTL;19630521;-;0;60;972.1;462;14.1;10.1;18.6;51.3;0
OTL;19630522;-;0;13;968.1;768;16.3;9.1;21;59.7;0
OTL;19630523;-;0;97;967.3;0;15.3;13.6;17.5;77.7;0.4
OTL;19630524;-;0;80;970.8;234;16.5;12.8;19.8;69;0.4
OTL;19630525;-;0;67;973.1;378;18.5;12.6;22.6;55.3;0
OTL;19630526;-;0;73;972.4;210;17.9;13.9;22.3;65.3;0.2
OTL;19630527;-;0;40;972.5;630;19.7;13;24.8;56.7;0.2
OTL;19630528;-;0;53;971.3;360;17.7;14.8;23.5;69.3;5.5
OTL;19630529;-;0;87;970;438;18;13.4;21.6;69.7;5.9
OTL;19630530;-;0;73;972.8;42;14.4;13.3;17.7;78.3;0
OTL;19630531;-;0;40;970.3;588;15.2;10.5;22.2;69.7;14.2
OTL;19630601;-;0;37;966.6;714;16.3;11;23.9;69.7;0.1
OTL;19630602;-;0;100;968.5;0;14.4;12.1;16.2;80;4.3
OTL;19630603;-;0;80;969.2;168;14.9;12.4;19.4;81.7;10.6
OTL;19630604;-;0;100;968.3;0;12.2;11.3;14.8;90;32
OTL;19630605;-;0;93;969.5;102;13.3;10.9;16.4;82.7;2.8
OTL;19630606;-;0;100;971.6;0;13.1;11.9;15.1;89;3.4
OTL;19630607;-;0;100;973.3;0;12.5;11.9;13.7;92;12.3
OTL;19630608;-;0;100;974.1;0;14;11.7;15.4;89.7;2
OTL;19630609;-;0;77;970.3;354;15.7;12.3;21.1;71.3;0
OTL;19630610;-;0;70;967.3;600;16.5;11.2;21.7;70.3;1.2
OTL;19630611;-;0;60;966.5;432;17.6;13.4;22;73.7;0.2
OTL;19630612;-;0;83;971.8;450;18.4;15.6;22.5;69.7;0
OTL;19630613;-;0;77;973.5;336;16.9;14.4;21;81.3;41.4
OTL;19630614;-;0;93;964.9;90;13;11.4;16.6;79.7;19.1
OTL;19630615;-;0;60;960.8;402;15.1;9.3;20.2;57.7;0
OTL;19630616;-;0;60;966;696;18.1;12;22.8;53;0
OTL;19630617;-;0;17;971.6;804;19.7;13.5;24.2;54;0
OTL;19630618;-;0;90;971.5;132;19.2;16.4;23.5;71.7;0
OTL;19630619;-;0;80;966.2;768;20.9;13.9;25;59;0
OTL;19630620;-;0;70;966.6;528;20.5;17.2;24.7;53.7;0
OTL;19630621;-;0;10;972.1;816;23.7;15.9;29.6;48.3;0
OTL;19630622;-;0;33;974.9;720;23.4;17.6;27.9;67.7;15.6
OTL;19630623;-;0;83;972.9;198;19.2;17;23.8;86.3;39.6
OTL;19630624;-;0;87;970;420;19.2;16.4;23.6;71.7;11.2
OTL;19630625;-;0;63;967.3;156;16.1;15.1;19.1;89;12.1
OTL;19630626;-;0;3;971.1;822;21;13.4;25.5;61.7;0
OTL;19630627;-;0;67;974.3;450;22.6;16.7;26.2;65.3;3
OTL;19630628;-;0;90;972.8;0;18.6;17;23;85.3;88.8
OTL;19630629;-;0;37;973.9;594;20.5;16.4;25.5;66;0
OTL;19630630;-;0;73;973.9;252;18.8;16.8;23;73.3;1.4
OTL;19630701;-;0;13;971;816;21.3;14.3;26.4;63;0
OTL;19630702;-;0;50;971.2;660;22.4;17.3;26.4;59;0
OTL;19630703;-;0;50;974.1;522;20.2;16.2;26.4;64;19.3
OTL;19630704;-;0;43;973.2;708;21.5;14.9;26.2;64.7;7.2
OTL;19630705;-;0;67;975.2;300;16.5;15.3;22.2;81;8.1
OTL;19630706;-;0;17;975.2;810;20.6;13.5;26;55;0
OTL;19630707;-;0;43;974.3;738;22.3;15.5;27;61.7;2
OTL;19630708;-;0;30;969.8;780;22.7;16.9;27.2;50.7;0
OTL;19630709;-;0;60;970.4;534;20.6;15.6;24.4;62;0
OTL;19630710;-;0;70;969.4;210;18.5;17.1;22;75.3;3.1
OTL;19630711;-;0;63;968.4;588;20.3;15.7;24.3;70.7;0
OTL;19630712;-;0;33;970.1;468;19.5;15.3;23.2;64.7;5.9
OTL;19630713;-;0;97;970.3;0;16.2;15.4;18.9;94;23.3
OTL;19630714;-;0;7;972.6;804;21.5;14.6;27;42;0
OTL;19630715;-;0;7;979;780;21;14.7;25.9;62.3;0
OTL;19630716;-;0;7;974.6;792;23.1;17.1;27.5;68.7;0
OTL;19630717;-;0;43;970.4;732;24;18.8;28;68;37.8
OTL;19630718;-;0;83;970;240;20.2;16.7;24.2;75.7;1.2
OTL;19630719;-;0;80;972.1;516;22;17.4;27.3;66.3;4.1
OTL;19630720;-;0;40;975.7;690;23;17;29.5;61.3;0
OTL;19630721;-;0;57;976.5;660;24;20.4;28;62.7;0
OTL;19630722;-;0;67;974.7;384;22.9;19.6;28.9;70.7;0.2
OTL;19630723;-;0;70;973.2;408;21.5;19.2;28.4;74.3;7.8
OTL;19630724;-;0;7;972.1;792;23.1;16.4;28.3;63.7;0.4
OTL;19630725;-;0;27;973;594;23.5;19.3;29.5;67.7;0
OTL;19630726;-;0;77;973.3;468;24;20.7;28.5;57.3;0
OTL;19630727;-;0;70;975.1;456;22.4;19.6;27.8;69;4.7
OTL;19630728;-;0;63;975.8;726;21.2;16.4;25;70.7;0
OTL;19630729;-;0;67;976.1;516;22.3;19.6;25.3;63;0
OTL;19630730;-;0;63;975.4;522;22.7;20.4;25.8;55.7;0.1
OTL;19630731;-;0;77;973;510;21.6;19.9;25.1;64.7;0
OTL;19630801;-;0;53;973.8;492;22;18.4;26.8;63.7;0
OTL;19630802;-;0;10;973.4;780;22.7;17.1;28.6;61.3;0
OTL;19630803;-;0;63;972.5;654;23.1;17.9;28.1;60.7;6.6
OTL;19630804;-;0;90;969.2;228;20;18.6;25.2;81;4.3
OTL;19630805;-;0;63;970.8;474;22.2;17.4;27.5;64.7;1.8
OTL;19630806;-;0;77;972.1;456;20.9;17.8;26.6;71.7;11.7
OTL;19630807;-;0;73;969;366;19.3;16.4;25.2;69.7;4.8
OTL;19630808;-;0;70;966.2;396;19.7;15.2;24.8;66.3;0.4
OTL;19630809;-;0;30;966.3;690;19.6;15.8;25.7;59.7;0
OTL;19630810;-;0;10;971;780;19.8;14;25.2;44.3;0
OTL;19630811;-;0;20;970.8;732;20.8;14.2;25.5;64;0
OTL;19630812;-;0;93;967.8;144;19.4;18.4;23.7;86.3;6.8
OTL;19630813;-;0;70;969.9;498;20;16.3;24.5;73.7;31.2
OTL;19630814;-;0;80;969.8;444;20.5;16.4;25.4;76.3;44
OTL;19630815;-;0;67;967.7;150;19.2;15.7;24.2;78;28.1
OTL;19630816;-;0;40;970.9;552;20.1;15.9;25;50.7;46.5
OTL;19630817;-;0;100;964.2;0;14.8;13.5;18.6;92.7;87.6
OTL;19630818;-;0;30;962;660;16.7;11.1;22.6;44.3;0
OTL;19630819;-;0;20;967.6;726;17.3;11.3;22.7;52.3;0
OTL;19630820;-;0;100;970.2;0;14.5;13.3;17;88.3;29.2
OTL;19630821;-;0;67;966;396;15.2;13.5;21;60.3;0.1
OTL;19630822;-;0;10;970.8;750;16.2;9.4;22.3;55;0
OTL;19630823;-;0;37;971.2;672;18.5;12.8;23;68.7;0
OTL;19630824;-;0;87;973.6;732;20.3;14.2;24.3;71;0
OTL;19630825;-;0;60;974.4;672;21.2;17.2;25.5;75;0
OTL;19630826;-;0;53;974.2;384;21.2;15.9;26.2;73.7;0
OTL;19630827;-;0;97;968;6;17;15.1;20.9;88;114.1
OTL;19630828;-;0;50;965.6;366;15.4;12.1;21.6;67.7;0.1
OTL;19630829;-;0;90;963.9;228;15.1;10.4;19.3;57;0.2
OTL;19630830;-;0;20;963.3;648;17.2;12.1;22.8;53.7;0
OTL;19630831;-;0;63;965.4;594;17.6;10.6;22.1;59.3;5.2
OTL;19630901;-;0;100;970.5;0;14.4;13.7;18.4;93.3;112.8
OTL;19630902;-;0;97;973.1;6;14.4;13.4;15.2;92.3;96.6
OTL;19630903;-;0;87;973.9;198;17.4;14;21.8;80;0
OTL;19630904;-;0;97;971.1;72;15.9;12.7;19;78;30.8
OTL;19630905;-;0;87;966;192;16.6;13.9;20.5;74.3;14.5
OTL;19630906;-;0;57;968.4;408;14.4;11.4;21;73.3;41.4
OTL;19630907;-;0;63;970.2;246;14.6;9;17.6;63.3;0
OTL;19630908;-;0;63;968.6;288;16.7;12.6;21.6;58.3;0
OTL;19630909;-;0;47;968.3;684;17.6;11.4;22.3;65.7;0
OTL;19630910;-;0;67;971.6;552;17.5;14.2;21.8;68.7;0
OTL;19630911;-;0;47;971.3;528;18.2;13.6;22.5;73.7;0
OTL;19630912;-;0;57;973.2;222;17;14.1;21.1;71;0
OTL;19630913;-;0;33;976.9;660;17.5;12.1;23.4;70;0
OTL;19630914;-;0;53;979.1;504;17.7;13;24.2;69.7;0
OTL;19630915;-;0;60;977.5;522;18.9;13.7;24;70.7;0.8
OTL;19630916;-;0;40;978.7;360;19.4;16.6;24.7;73;0
OTL;19630917;-;0;13;975.9;642;19.8;14.9;25.6;67.3;0
OTL;19630918;-;0;90;971.1;162;17.9;15.3;22.5;80.3;2.5
OTL;19630919;-;0;93;969.2;0;17;15.9;18.7;91;14.8
OTL;19630920;-;0;97;973.6;12;16.3;15.3;19.3;90.7;8
OTL;19630921;-;0;73;978.1;288;18;15;21.7;78.3;0
OTL;19630922;-;0;47;980.2;390;18.8;15.9;23.2;76.3;0
OTL;19630923;-;0;37;979.8;474;19;15.7;23.6;73.7;0
OTL;19630924;-;0;100;975.5;0;15.7;15.1;18;91.3;39.7
OTL;19630925;-;0;50;967.5;420;16.1;13.8;20.5;63.7;4.1
OTL;19630926;-;0;7;975.5;648;15;10.9;20.7;47.7;0
OTL;19630927;-;0;23;973.2;636;15.7;9.8;20.7;64;0
OTL;19630928;-;0;33;973.2;612;16.7;13.5;20.1;48.3;0
OTL;19630929;-;0;83;978.3;630;14.9;11.4;18.3;57.7;0
OTL;19630930;-;0;27;972.9;564;14.1;11.2;18.9;74.7;0
OTL;19631001;-;0;80;969.7;306;14.9;12.5;19.1;74.3;11.3
OTL;19631002;-;0;100;963.2;0;12.3;10.4;14.5;89.7;78.9
OTL;19631003;-;0;100;968;0;12.9;9.1;14.7;81.7;0.1
OTL;19631004;-;0;53;964.7;498;15.5;11.6;21;73.3;0
OTL;19631005;-;0;13;965.6;612;14.6;11.3;21.4;36;0
OTL;19631006;-;0;87;969.5;324;11.3;7.9;16.7;73.7;6.9
OTL;19631007;-;0;63;965.8;228;11.1;9.6;13.3;80;20.4
OTL;19631008;-;0;3;973.8;600;14.1;10.4;20.7;39;0
OTL;19631009;-;0;20;980.2;594;11.6;6.2;18;60.3;0
OTL;19631010;-;0;17;980.7;528;12.5;7.6;18.8;64.3;0
OTL;19631011;-;0;37;983;534;14.5;10.8;19.5;56.3;0
OTL;19631012;-;0;27;982.9;564;13.5;8.9;19.2;70.3;0
OTL;19631013;-;0;0;977.8;588;14.3;10;21.5;56.3;0
OTL;19631014;-;0;60;971.8;522;15.4;10;19.9;48.7;0
OTL;19631015;-;0;40;976.5;558;13.6;8.3;17.4;71.3;0
OTL;19631016;-;0;97;978.8;0;12.2;10.4;14.5;73.3;0
OTL;19631017;-;0;37;977.1;324;12;10.2;17.7;78.3;0
OTL;19631018;-;0;53;978.9;348;11.3;7.8;15;79.7;0
OTL;19631019;-;0;23;982.2;546;12.3;7.9;18.3;69.7;0
OTL;19631020;-;0;7;983.4;552;12.1;8.4;18.2;71.3;0
OTL;19631021;-;0;37;982.9;342;12.1;8.7;16.9;74.3;0
OTL;19631022;-;0;10;982.2;564;13;8.5;19.5;62.3;0
OTL;19631023;-;0;7;981.5;558;14.1;9.8;20.7;60.7;0
OTL;19631024;-;0;93;980;276;14.1;10.4;18;66.3;0.2
OTL;19631025;-;0;100;980.7;0;10.6;9.7;14.2;80.3;0
OTL;19631026;-;0;67;978.4;366;11.3;8.1;15.5;70.3;0
OTL;19631027;-;0;53;975.9;426;10.2;6.1;14;74.7;0
OTL;19631028;-;0;97;976.1;48;9.5;8.4;11.8;69;0
OTL;19631029;-;0;43;973.2;180;7.6;5.4;12.3;71.7;0
OTL;19631030;-;0;10;970.9;528;7.3;3.3;13.4;66.3;0
OTL;19631031;-;0;100;969.4;0;6.8;4.9;7.7;85;32
OTL;19631101;-;0;100;964.8;0;6.2;5.2;6.8;97;33
OTL;19631102;-;0;100;966.6;0;8.7;6.4;9.4;91.7;23.5
OTL;19631103;-;0;100;964.2;0;8.7;7.4;9.4;95.7;69.7
OTL;19631104;-;0;100;964.5;0;10.1;8.6;10.7;95;151.6
OTL;19631105;-;0;100;965.8;0;9.9;9.2;10.9;90.7;78.8
OTL;19631106;-;0;100;956.7;0;9;7.7;12.3;88.7;52.6
OTL;19631107;-;0;17;960.3;408;9.9;6.9;14.6;71.3;0
OTL;19631108;-;0;40;971.3;426;9.8;6.3;15.4;58.3;0
OTL;19631109;-;0;100;974.8;0;9.9;7.6;11.5;71.7;0
OTL;19631110;-;0;100;973.7;0;9.1;8.4;10.1;91;13.1
OTL;19631111;-;0;90;971.9;36;10.5;8.5;12.3;88;0.5
OTL;19631112;-;0;67;965.9;0;9.8;8.5;10.9;89.7;5.3
OTL;19631113;-;0;63;966.4;0;7.8;6.1;10.8;66;0
OTL;19631114;-;0;7;967.9;468;7.6;3.9;13.2;63.3;2.5
OTL;19631115;-;0;100;966.4;0;6;4.9;6.8;94.3;9.5
OTL;19631116;-;0;83;959.6;0;7.6;6;8.3;92.3;33.1
OTL;19631117;-;0;30;970.8;36;9;5.9;14.3;35.3;0
OTL;19631118;-;0;30;974.9;462;7.5;4.8;13.3;50.3;0
OTL;19631119;-;0;57;976.5;126;9.1;4.4;12.2;56.3;0
OTL;19631120;-;0;57;968.8;204;12.2;6.9;13.5;56.3;0
OTL;19631121;-;0;3;981.4;450;8.4;4.8;14;25.3;0
OTL;19631122;-;0;13;980.6;450;6.4;2.4;11.6;38;0
OTL;19631123;-;0;30;977.6;444;7.8;3.9;12.8;52.7;0
OTL;19631124;-;0;40;977.7;420;7.3;3.1;11.3;66.3;1.9
OTL;19631125;-;0;100;974.2;0;6.3;5.5;7.8;93.3;26.3
OTL;19631126;-;0;80;963.8;0;4.9;4.1;6.7;90;16.4
OTL;19631127;-;0;100;964.2;0;6;3.7;6.6;70;1.1
OTL;19631128;-;0;87;966.7;216;8.6;5.9;11.6;60.3;0.2
OTL;19631129;-;0;87;971.6;36;8.1;6.8;9.5;73.3;0
OTL;19631130;-;0;97;974.2;42;7.6;6.8;8.8;76;0
OTL;19631201;-;0;87;976;288;7.7;4.9;10.6;71.3;0
OTL;19631202;-;0;97;977.3;0;7.4;6.4;8.3;70.3;0.4
OTL;19631203;-;0;100;975.2;0;6.5;5.9;6.9;93.3;24.4
OTL;19631204;-;0;100;964.9;0;5.7;4.9;6.6;94;9
OTL;19631205;-;0;87;961.3;6;6.4;4.3;8.3;87.7;0.3
OTL;19631206;-;0;93;969.2;6;6.8;5.7;7.7;82;0
OTL;19631207;-;0;60;971.9;240;4.8;3;8.3;72;0
OTL;19631208;-;0;37;975.5;414;3.5;0.4;7.2;74.7;0
OTL;19631209;-;0;40;979.3;372;1.6;0.2;5.2;78.7;0
OTL;19631210;-;0;40;978.2;360;1.4;-1.5;4.5;77.7;0
OTL;19631211;-;0;3;970.8;414;1.1;-1.1;4.6;69.7;0
OTL;19631212;-;0;3;957.5;420;1.9;-1.1;6.6;50.7;0
OTL;19631213;-;0;23;958.7;156;2.5;0;5.1;23.3;0
OTL;19631214;-;0;80;963.5;48;-1;-2.5;0.7;41.7;0
OTL;19631215;-;0;3;964.1;414;-1.1;-3.9;2.3;48.3;0
OTL;19631216;-;0;73;953.2;0;-0.2;-4.7;1.2;46.7;0
OTL;19631217;-;0;0;958.8;408;-0.6;-3;4.1;66.7;0
OTL;19631218;-;0;20;959.4;408;-2.1;-4.8;1.7;65.7;0
OTL;19631219;-;0;57;953.5;360;-1.1;-5.5;3.3;52.7;0
OTL;19631220;-;0;100;954.6;36;1.2;-1.6;2.9;60.7;0
OTL;19631221;-;0;37;963.7;360;2.6;0.4;6.9;71.7;0
OTL;19631222;-;0;97;978.8;0;2;-0.1;2.9;83.3;0.5
OTL;19631223;-;0;100;988.6;0;1.2;0.4;2.3;82.3;0
OTL;19631224;-;0;50;988.2;216;0.4;-2.1;2.8;70.3;2.6
OTL;19631225;-;5;67;985.1;12;0.4;-1.2;1.7;86;0
OTL;19631226;-;2;33;989.6;402;3;0.2;6.9;74.3;0
OTL;19631227;-;0;20;988.9;234;3.8;0.6;7.1;70;0
OTL;19631228;-;0;3;988.5;414;6.2;2.4;11;53;0
OTL;19631229;-;0;33;985.1;408;4.9;1.5;9.2;53;0
OTL;19631230;-;0;63;981.1;270;5.3;3.3;9.5;48.3;0
OTL;19631231;-;0;77;976.7;294;4.7;2.1;8.5;52;0
OTL;19640101;-;0;53;978.1;408;4.3;1.8;8.7;54.3;0
OTL;19640102;-;0;0;986.1;408;4.4;1.1;9.6;55.7;0
OTL;19640103;-;0;33;989.9;414;1.6;-0.3;5.9;70;0
OTL;19640104;-;0;30;991;408;1.4;-0.1;5.5;72.3;0
OTL;19640105;-;0;0;983.9;420;1.6;-2.1;5.9;53.7;0
OTL;19640106;-;0;3;980.4;420;2.7;0;7.5;40.3;0
OTL;19640107;-;0;0;981.5;426;2.9;-0.4;8.7;36.7;0
OTL;19640108;-;0;0;983.3;426;0.6;-1.3;5.2;47.7;0
OTL;19640109;-;0;13;982.6;420;-0.2;-3.1;4.1;57.7;0
OTL;19640110;-;0;73;981.6;12;-0.8;-3.1;0.5;80.3;5.7
OTL;19640111;-;7;100;984.6;0;0.4;-0.5;0.7;94.7;19.3
OTL;19640112;-;18;100;984.8;0;1.1;-0.1;1.5;95.7;17.3
OTL;19640113;-;10;100;982;0;2;0.9;3.2;96.7;6.8
OTL;19640114;-;8;53;977.7;366;4.2;1.9;8.2;80.3;0
OTL;19640115;-;5;37;978.5;426;3.2;0.9;7.5;78;0
OTL;19640116;-;4;100;983.4;0;2.3;1.1;4.2;77;0
OTL;19640117;-;3;100;993.6;12;1.3;0.7;3;78.3;0
OTL;19640118;-;3;0;989.5;438;-1;-3.6;3.9;61;0
OTL;19640119;-;2;7;988.1;438;-2;-4.4;2.8;65;0
OTL;19640120;-;0;10;987.9;444;-0.4;-3.8;3.4;58;0
OTL;19640121;-;0;0;990.4;444;1;-2.6;4.9;52;0
OTL;19640122;-;0;0;989.5;450;2.3;-1.3;6.6;47;0
OTL;19640123;-;0;0;987.2;450;3.8;1.4;9.1;41;0
OTL;19640124;-;0;0;984.8;450;1.2;-1.5;5.3;59.7;0
OTL;19640125;-;0;0;985.1;456;2.2;-1.1;6.9;57;0
OTL;19640126;-;0;3;983;456;2;-1;7.1;56;0
OTL;19640127;-;0;3;980.1;456;1.5;-1.6;6.1;64.3;0
OTL;19640128;-;0;90;978.7;24;1.9;-0.6;3.5;77.7;0
OTL;19640129;-;0;27;971.7;444;1.6;-1.6;5.8;69;0
OTL;19640130;-;0;27;966.4;450;3.9;-0.2;8.8;43;0
OTL;19640131;-;0;10;969.9;468;7.1;1.2;11.3;25;0
OTL;19640201;-;0;27;973.8;468;3.9;0.3;8.3;46.7;0
OTL;19640202;-;0;0;975.4;474;12.8;3.7;18.2;30.7;0
OTL;19640203;-;0;13;976.5;480;8.9;6.8;14.9;38.3;0
OTL;19640204;-;0;30;977.4;462;9.7;3.2;15.1;38;0
OTL;19640205;-;0;13;975.1;486;7.4;3.1;11.7;39.7;0
OTL;19640206;-;0;0;982.8;486;4;1.8;9.4;26.3;0
OTL;19640207;-;0;3;987.7;492;2.2;0;6.8;31.7;0
OTL;19640208;-;0;7;985.9;462;1.4;-3.2;5.9;52;0
OTL;19640209;-;0;7;975.5;510;10.6;0.8;16;32.7;0
OTL;19640210;-;0;30;976.3;192;8;6.1;11.7;32.7;0
OTL;19640211;-;0;33;971.8;294;5.7;1.4;9.7;41;0
OTL;19640212;-;0;17;965.9;510;7.9;2.3;13.9;37.7;0
OTL;19640213;-;0;13;963.4;528;6.4;3.4;13;44.3;0
OTL;19640214;-;0;97;967.5;0;3.7;1.9;5.2;75.3;2.5
OTL;19640215;-;0;100;967.5;0;2.8;1.5;4.1;93;5.9
OTL;19640216;-;0;100;964.1;0;4.5;3;5.5;89;8.8
OTL;19640217;-;0;70;960.8;0;3.2;2.1;4.8;93.3;5
OTL;19640218;-;0;47;961;276;4.9;0.9;10.3;69.3;0
OTL;19640219;-;0;97;960.4;0;5.6;1.9;8.2;71.7;0
OTL;19640220;-;0;40;967.4;480;7.4;3.8;13.2;60;0
OTL;19640221;-;0;77;976.4;264;4.1;2.7;8.2;53;0
OTL;19640222;-;0;37;978.2;282;2.4;1.3;6.3;53;0
OTL;19640223;-;0;10;975;492;2;-2.1;5.7;60.3;0
OTL;19640224;-;0;97;972.7;0;2.1;0;3.5;73.3;0.8
OTL;19640225;-;1;100;971.1;0;0.7;0.3;2.8;95.3;15.2
OTL;19640226;-;2;97;970;18;6.4;0.3;9.1;79.7;3.2
OTL;19640227;-;0;100;965.7;0;6.7;5.6;7.7;93.7;2.6
OTL;19640228;-;0;47;965;420;7.5;3.4;10.8;79;9.3
OTL;19640229;-;0;87;962.4;0;6.7;5.2;9.1;84.3;2.6
OTL;19640301;-;0;40;969;588;9.6;5.4;13.4;59.3;0
OTL;19640302;-;0;53;974.9;228;7.5;6.1;13;64.3;0
OTL;19640303;-;0;3;974;558;7.5;2.9;12.3;58.3;0
OTL;19640304;-;0;67;969.3;414;7.1;3.9;10.3;69;0.1
OTL;19640305;-;0;100;962.5;0;3.7;1.2;7.3;85.7;10.1
OTL;19640306;-;0;43;962.8;288;2;0.4;5.7;72.7;0
OTL;19640307;-;0;90;967.7;216;1.6;-0.6;4;54.3;0
OTL;19640308;-;0;93;970.5;36;1.4;-1.1;5;72.7;3.2
OTL;19640309;-;1;100;971.2;0;1.7;0.3;2.2;93.3;3.5
OTL;19640310;-;0;27;969.2;486;4.7;0.6;9.6;69.7;0
OTL;19640311;-;0;57;969;534;6;0.9;11.1;51.3;0
OTL;19640312;-;0;100;968.5;0;4;2.8;6.2;70;5.6
OTL;19640313;-;0;80;967.9;252;7.5;2.8;11.6;73.7;0
OTL;19640314;-;0;40;968.6;456;9.1;4.2;14.1;65.7;2.7
OTL;19640315;-;0;70;959.3;102;6.8;6.1;10.1;88;0.7
OTL;19640316;-;0;33;961.2;354;7.2;4.2;18.4;70.7;0
OTL;19640317;-;0;97;965.9;36;5.1;3.9;8.4;75.3;0.1
OTL;19640318;-;0;100;966.2;156;4.4;2.4;7.2;83.7;0
OTL;19640319;-;0;100;970.6;0;5.3;3.9;6.9;81;0.3
OTL;19640320;-;0;100;966.6;0;4.3;3.9;5.5;94;16.9
OTL;19640321;-;0;60;959.5;60;6.7;3;10.9;78.3;0
OTL;19640322;-;0;43;961.4;234;10.2;5.6;14.9;35.3;0
OTL;19640323;-;0;37;966;564;11.8;6.4;17.2;29;0
OTL;19640324;-;0;47;966.7;492;12.3;5.9;18.2;35.7;0
OTL;19640325;-;0;100;967.6;0;9.4;8.4;12.8;72;11.5
OTL;19640326;-;0;100;969.1;0;6.9;6.3;9;91.7;12.3
OTL;19640327;-;0;100;968.4;0;6.5;5.2;7.8;73.7;34.5
OTL;19640328;-;0;100;958.6;0;6.1;3.6;7.9;92.3;12.6
OTL;19640329;-;0;97;960.2;0;8.1;5.9;9.8;85.3;4.4
OTL;19640330;-;0;100;965.1;0;7.1;6.3;8.3;92.7;20.9
OTL;19640331;-;0;97;960.3;0;8.2;5.4;9.3;91;3.7
OTL;19640401;-;0;97;963.2;0;9.8;7.9;11.5;81;1.4
OTL;19640402;-;0;100;961.4;0;6.5;4.4;9.9;90;52.1
OTL;19640403;-;0;60;953.6;156;7.7;2.8;12.1;80.3;0
OTL;19640404;-;0;93;944.3;156;11.7;6.4;14.7;56.7;0
OTL;19640405;-;0;100;951.9;0;9.4;8.5;12.7;79.3;0.4
OTL;19640406;-;0;100;959.4;0;7.4;6.6;9.2;90;6.7
OTL;19640407;-;0;67;967;30;8.7;6.4;12.6;70.3;0.2
OTL;19640408;-;0;3;973.8;720;11.7;5.9;16;21;0
OTL;19640409;-;0;23;977.9;654;10.9;4.2;15.8;53.3;0
OTL;19640410;-;0;53;977.2;642;12.9;6.5;17.3;61.7;0
OTL;19640411;-;0;40;972.8;444;12.7;7.8;17.3;62;0
OTL;19640412;-;0;27;969.6;624;15;8.4;21.7;49.3;0
OTL;19640413;-;0;93;968.2;48;13.5;11.6;16.6;61.3;0
OTL;19640414;-;0;43;970.7;438;13.1;9.4;19.5;54.3;0
OTL;19640415;-;0;47;979.6;510;12.9;8.4;17.7;48.7;0.1
OTL;19640416;-;0;100;977.8;0;10.2;9.4;12.2;84.3;1.5
OTL;19640417;-;0;60;974.1;420;14.9;8.4;19.3;52;0
OTL;19640418;-;0;100;974;12;14.6;12.4;17.5;56.3;8.3
OTL;19640419;-;0;100;972.9;0;9.2;7.9;14.8;89.3;80.5
OTL;19640420;-;0;100;972.1;0;7.2;6.3;9.2;90.7;38.2
OTL;19640421;-;0;83;971.1;156;8.7;6.6;14.6;85;1.2
OTL;19640422;-;0;60;973.3;666;12.1;5.7;17.9;57;0
OTL;19640423;-;0;80;973.1;372;12.4;8;16.6;58.7;0
OTL;19640424;-;0;47;968.4;648;12.4;9.4;18.2;43.7;0
OTL;19640425;-;0;7;975.5;756;15.1;8.9;18.9;27.7;0
OTL;19640426;-;0;7;979;762;14.5;8.1;20.6;35;0
OTL;19640427;-;0;7;980.1;720;15.1;9.1;20.6;42.3;0
OTL;19640428;-;0;40;979.4;624;15.6;8.9;20.4;57;0
OTL;19640429;-;0;80;977;480;16.2;12.6;20.5;64.7;0.5
OTL;19640430;-;0;60;975.6;582;15.6;11.8;21.8;53.7;0
OTL;19640501;-;0;10;974.5;678;14.9;9.5;19.4;56.3;0
OTL;19640502;-;0;43;971.7;738;14.9;8.2;19.1;55.7;0
OTL;19640503;-;0;80;971.7;360;15.7;10.2;20;68.3;0
OTL;19640504;-;0;47;969.2;612;16.8;10.9;22;64.7;0
OTL;19640505;-;0;13;967.7;696;17.7;12.6;23.1;42.3;0
OTL;19640506;-;0;57;975;678;17.7;10.9;22.1;37.7;0
OTL;19640507;-;0;30;975.3;660;17.3;12.4;22.3;58;0
OTL;19640508;-;0;67;974.3;372;18.6;12.8;22.1;62.3;0
OTL;19640509;-;0;100;974;18;15.3;13.6;19.7;85.3;9.1
OTL;19640510;-;0;40;976.1;612;17.6;12.4;22.2;60.7;0
OTL;19640511;-;0;23;981.9;744;17.7;11.4;22.2;57;0
OTL;19640512;-;0;43;980.3;678;19.5;15.3;24;59.3;0
OTL;19640513;-;0;23;976.8;666;20.6;14.4;25.3;64.3;0
OTL;19640514;-;0;70;974.1;120;19;16.7;23;66.3;0
OTL;19640515;-;0;10;976.9;792;20.7;16;25.3;28.3;0
OTL;19640516;-;0;10;979.7;774;17.2;11.8;21.7;49.3;0
OTL;19640517;-;0;37;981.3;516;16.9;14.4;20.4;57.7;0
OTL;19640518;-;0;67;978.7;624;18.6;12.4;22.9;61.3;0.1
OTL;19640519;-;0;80;974.3;330;18.8;14.9;22.5;72;2.1
OTL;19640520;-;0;40;969.8;660;19;15.5;25;55;0
