stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Relative Luftfeuchtigkeit (%);Niederschlag (mm);Durchschnittstemperatur (¡C);Sonnenscheindauer (min);Tiefsttemperatur (¡C);Maximaltemperatur (¡C)
NEU;20160829;130;0;-;964.1;57.3;0;21.6;102;19.3;24.6
NEU;20160830;247;0;-;964.3;56;0;21.7;654;17.3;25.8
NEU;20160831;212;0;-;964.6;70.8;0;20.8;540;15.8;27
NEU;20160901;250;0;-;966.4;66.2;0;21.3;605;15.9;27.2
NEU;20160902;242;0;-;965;57.4;0;21.4;724;16.2;27.2
NEU;20160903;217;0;-;963.8;57.3;0;21.2;548;15.9;27.8
NEU;20160904;99;0;-;963.1;71.1;17.5;18.6;96;15;25.3
NEU;20160905;73;0;-;965.7;86.4;3.5;17.1;0;15.1;19.6
NEU;20160906;254;0;-;966.9;62.7;0;18.3;736;13.4;22.9
NEU;20160907;244;0;-;961.8;63.3;0;18.9;737;13.2;23.8
NEU;20160908;238;0;-;959.9;63;0;21.3;715;14.7;28
NEU;20160909;234;0;-;960.7;64.4;0;21.6;664;17.1;28.1
NEU;20160910;227;0;-;960.8;66.6;0;21.1;690;15.5;26.5
NEU;20160911;203;0;-;961.7;67.2;0;21.7;585;16.8;27.1
NEU;20160912;155;0;-;961.8;72.5;0;21.1;335;16.8;26
NEU;20160913;221;0;-;959;66.9;0;21.8;703;16.6;27.2
NEU;20160914;193;0;-;956.1;66.6;0;22.3;545;17.5;28.5
NEU;20160915;51;0;-;956.5;78;10.4;17.8;1;14.9;20.2
NEU;20160916;59;0;-;959.9;80.9;1.4;14.6;10;12.1;16.5
NEU;20160917;48;0;-;959.6;77;1.5;14;0;12.5;15.6
NEU;20160918;47;0;-;958.2;91.9;11.5;13.4;0;11.5;15.2
NEU;20160919;104;0;-;961.1;82.6;0;14.9;93;12.6;18.4
NEU;20160920;152;0;-;959.9;72.3;0;14.9;221;12.5;18.4
NEU;20160921;183;0;-;960.9;69.6;0;14.2;475;10.5;18.4
NEU;20160922;186;0;-;964.5;80.4;0;13.4;503;9.2;17.9
NEU;20160923;160;0;-;968.2;75.8;0;15;343;11.2;20
NEU;20160924;200;0;-;967.4;74;0;14.9;663;10.1;19.7
NEU;20160925;180;0;-;964.7;76.9;0.8;16.4;462;11.5;22
NEU;20160926;162;0;-;964.6;74;0;17.1;355;13.4;22
NEU;20160927;175;0;-;968.6;74.6;0;17;440;13.9;22
NEU;20160928;164;0;-;972.8;81.1;0;15.6;437;11.2;21.5
NEU;20160929;186;0;-;967.4;68.1;0;17.6;594;12;24.1
NEU;20160930;185;0;-;960.9;57.4;0;18.3;605;13.4;23.5
NEU;20161001;42;0;-;957.5;86.6;7.2;14.6;1;13.3;17
NEU;20161002;154;0;-;960.9;65.9;0;13.6;394;9.1;17.1
NEU;20161003;191;0;-;968.4;65.6;0;11.9;628;7;17.7
NEU;20161004;186;0;-;968.6;65.6;0;12.5;652;8.7;17.1
NEU;20161005;112;0;-;965.9;61.3;0;10.3;229;6.7;13.1
NEU;20161006;174;0;-;959.7;62.8;0;8.8;613;5.4;12.8
NEU;20161007;126;0;-;959.7;72.7;0;9.6;259;6.5;13.5
NEU;20161008;37;0;-;962.8;80;0.5;9.2;0;6.3;11.1
NEU;20161009;87;0;-;965.1;83.3;0.9;6.9;134;4.2;10.8
NEU;20161010;142;0;-;963.5;76;0;7.2;395;3.2;10.2
NEU;20161011;85;0;-;959.6;67.7;0;7.8;132;5.4;11.5
NEU;20161012;162;0;-;958.3;68.8;0;7.4;497;3.8;10.7
NEU;20161013;31;0;-;954.4;87.6;7.9;6.5;0;5.3;7.2
NEU;20161014;33;0;-;950.4;94.8;0.9;8.4;0;6.9;9.6
NEU;20161015;139;0;-;958.5;87.4;0;11.5;398;8.8;15.9
NEU;20161016;53;0;-;965.1;98.7;0;9;0;7.7;10.2
NEU;20161017;21;0;-;967.1;97.9;12.7;11;0;9.1;12.3
NEU;20161018;102;0;-;966.9;81.7;0;12.2;248;9.9;15.1
NEU;20161019;60;0;-;963.3;65.4;0;10.1;41;8.4;11.7
NEU;20161020;108;0;-;959.5;63.2;0;9.1;299;6.3;12.9
NEU;20161021;87;0;-;958.8;65.6;0.2;8.4;225;3.7;12.1
NEU;20161022;136;0;-;957.6;73.7;0;6.3;514;2.8;10.7
NEU;20161023;23;0;-;955.6;93;3.4;6.9;0;5.5;7.9
NEU;20161024;77;0;-;958.3;90.9;21.2;10.1;144;6.7;14.2
NEU;20161025;15;0;-;965.2;98.7;25;12.6;0;11.5;13.5
NEU;20161026;80;0;-;969;91.5;4.6;13;188;11.6;15.3
NEU;20161027;128;0;-;974.5;75.8;0;11.1;529;7.4;15.1
NEU;20161028;66;0;-;976.4;94.7;0;6.8;156;4.8;9.8
NEU;20161029;95;0;-;974.3;87;0;8.6;336;5.1;12.8
NEU;20161030;122;0;-;969.8;71.1;0;10.9;454;8.2;14.2
NEU;20161031;24;0;-;969.3;86.1;0;7.7;0;6.6;9.6
NEU;20161101;81;0;-;966;88.1;0;7.8;264;6.4;9.5
NEU;20161102;101;0;-;962.4;72.6;0;10.9;436;8.1;15
NEU;20161103;112;0;-;963.1;62.1;0;8;498;3.6;11
NEU;20161104;94;0;-;958.5;82.3;1.3;6.9;325;1.5;12.1
NEU;20161105;5;0;-;947.5;92.3;27.6;10;0;6.3;11.8
NEU;20161106;30;0;-;947.1;83.6;4.7;4.8;25;3.2;7
NEU;20161107;56;0;-;951.4;77.2;1.9;2.9;106;-0.4;6.9
NEU;20161108;16;0;-;954.1;88.3;0.7;0.8;0;-1.4;3.3
NEU;20161109;17;0;-;951.3;83.7;10.7;3;0;0.3;5.5
NEU;20161110;17;0;-;954.9;89.4;13.9;5.3;1;3.6;6.7
NEU;20161111;44;0;-;959.3;85.6;7;4.6;43;3.1;6.7
NEU;20161112;99;0;-;964.7;80.7;0;3.5;337;1.1;6.3
NEU;20161113;45;0;-;965.8;88.6;5.4;3.3;15;1.8;5.5
NEU;20161114;42;0;-;971.7;81.8;0;2.5;3;1.1;3.6
NEU;20161115;80;0;-;973.1;78.8;0;4.2;318;1.4;6.3
NEU;20161116;39;0;-;967.2;83;0.5;6.8;0;4.3;8.4
NEU;20161117;54;0;-;958.9;81.6;4.1;9.6;166;7.4;12.1
NEU;20161118;14;0;-;952.3;83.4;23.6;9.9;0;7.2;11.5
NEU;20161119;46;0;-;954.5;81;2.1;6.1;169;3.3;8.2
NEU;20161120;83;0;-;951;78;0;6.2;427;1.8;12.3
NEU;20161121;23;0;-;947.8;87.4;0;6.2;0;4;8.6
NEU;20161122;39;0;-;954.4;84.6;0;8.7;38;6.1;11.6
NEU;20161123;36;0;-;958;92.2;0;8.1;11;6.7;9.9
NEU;20161124;24;0;-;956;93.6;0;6.9;0;5.8;8.8
NEU;20161125;14;0;-;956.9;84.8;0;6.9;0;6.3;7.6
NEU;20161126;16;0;-;960.6;91.3;0;6.2;0;5.4;7
NEU;20161127;22;0;-;959.5;86.7;0;6.2;0;5.3;7.6
NEU;20161128;80;0;-;961.1;60.6;0;3.5;469;-0.4;6.2
NEU;20161129;58;0;-;971;69.2;0;-0.4;253;-2.1;1.9
NEU;20161130;66;0;-;975.7;87.4;0;-0.3;247;-2.7;2.5
NEU;20161201;26;0;-;970.7;98.5;0;-0.4;0;-1.5;0.7
NEU;20161202;78;0;-;963.8;80.2;0;2.3;433;-2.8;6.2
NEU;20161203;8;0;-;962.5;75.3;0;3.4;0;2.1;4.3
NEU;20161204;24;0;-;967;84.5;0;1.2;3;-0.4;2.4
NEU;20161205;13;0;-;970.1;98.8;0;0;0;-1;1
NEU;20161206;22;0;-;972.6;99.9;0;0;0;-0.7;0.8
NEU;20161207;15;0;-;976.2;98.5;0;-0.2;0;-1.2;0.9
NEU;20161208;30;0;-;977.6;92.9;0;0.8;4;-0.2;1.5
NEU;20161209;27;0;-;975.4;95.6;0;1;0;0.1;2
NEU;20161210;30;0;-;970.8;94.2;0;0.5;4;-0.8;1.3
NEU;20161211;19;0;-;968.1;97.5;0;0.2;0;-1.4;2.2
NEU;20161212;62;0;-;968.3;89.2;0;2;301;-1.5;6.5
NEU;20161213;34;0;-;969.4;93.6;0;1.6;61;-0.9;3.2
NEU;20161214;23;0;-;967.9;94.3;0;1.5;0;0.7;2.2
NEU;20161215;19;0;-;968.7;95.9;0;0.3;0;-0.7;0.9
NEU;20161216;13;0;-;971.9;96.8;0;-1.2;0;-1.9;-0.7
NEU;20161217;14;0;-;979.1;98.8;0;-1.2;0;-1.9;-0.7
NEU;20161218;13;0;-;975.7;98.9;0;-0.6;0;-1.7;1.8
NEU;20161219;23;0;-;965.7;86.5;0;1.9;2;0.7;3.2
NEU;20161220;23;0;-;964.3;88.8;0;0.6;0;-0.5;1.6
NEU;20161221;15;0;-;971.2;96.6;0;-0.1;0;-0.9;0.9
NEU;20161222;26;0;-;974.9;94.9;0;0.9;4;-0.6;2.3
NEU;20161223;22;0;-;976.5;95.8;0;2.9;0;0.6;4.7
NEU;20161224;28;0;-;976;88.2;0;5.1;0;2.6;7.3
NEU;20161225;49;0;-;974.7;68.9;0;7.7;145;4.7;10.5
NEU;20161226;70;0;-;975.1;80.9;0;6.2;410;2.5;11.5
NEU;20161227;74;0;-;981.6;72.8;0;4.6;477;1.3;7.5
NEU;20161228;75;0;-;982.1;65.3;0;3.4;476;0.7;7.1
NEU;20161229;51;0;-;978.8;84.7;0;0.2;215;-1.8;2.4
NEU;20161230;12;0;-;979.2;95.6;0;-1.2;0;-1.9;-0.4
NEU;20161231;19;0;-;975.6;95.7;0;-1.5;0;-2.2;-0.3
NEU;20170101;26;0;-;966.2;90;0;-1.3;1;-2.5;0
NEU;20170102;20;0;-;964.7;93.4;0;0.3;0;-0.9;1.8
NEU;20170103;76;0;-;968.3;77.5;0;-0.7;472;-3.3;1.9
NEU;20170104;16;0;-;964.6;72.6;0.4;0.9;0;-2.8;2.9
NEU;20170105;37;1;-;968.6;69.5;1.3;0;78;-4.2;2.6
NEU;20170106;78;1;-;976.2;66.6;0;-5;378;-7.3;-3.2
NEU;20170107;35;1;-;975;83.4;0.8;-6.7;8;-10;-3.7
NEU;20170108;36;2;-;971.3;87.7;0.2;-1;4;-3.9;1.5
NEU;20170109;23;1;-;968.3;80.4;0.9;-1.1;0;-3.2;0.1
NEU;20170110;15;2;-;955.4;86.8;3.8;-0.1;0;-1.9;2.1
NEU;20170111;35;6;-;959.7;81.3;2;1.8;8;-1.6;3.7
NEU;20170112;20;0;-;955.9;86.1;6.2;4.9;0;3.6;6.3
NEU;20170113;27;1;-;950.7;79.4;9.9;0.8;60;-1.4;5.5
NEU;20170114;31;13;-;958.6;77.9;0.9;-0.1;5;-2;1.5
NEU;20170115;38;11;-;963.5;81.6;0.4;-2;29;-4.8;0.1
NEU;20170116;81;9;-;963.6;72.7;0;-3;265;-5.1;-0.5
NEU;20170117;77;6;-;966.6;65;0;-3.1;260;-4;-1.7
NEU;20170118;36;4;-;969.3;68.4;0;-4;37;-4.8;-3.1
NEU;20170119;19;4;-;971.6;75.5;0;-4.4;0;-5;-3.9
NEU;20170120;23;3;-;972;84.3;0;-5;0;-5.7;-4
NEU;20170121;23;3;-;970.1;93.9;0;-5.5;0;-6.3;-4.6
NEU;20170122;25;3;-;966.6;93.5;0;-5.8;0;-6.9;-4.6
NEU;20170123;41;3;-;965.1;93.7;0;-5.8;0;-7.1;-5
NEU;20170124;25;2;-;966.5;88;0;-6.4;0;-7.7;-5.1
NEU;20170125;19;2;-;967.3;79.4;0;-5.9;0;-6.6;-5.1
NEU;20170126;25;2;-;965.6;85.6;0;-6.3;0;-7.4;-5.2
NEU;20170127;40;2;-;962.9;90.8;0;-4.4;1;-6.6;-2.2
NEU;20170128;69;2;-;962.4;85.5;0;-0.5;132;-3.4;3.8
NEU;20170129;61;1;-;965.3;87.6;0;1;183;-1.9;4.3
NEU;20170130;26;1;-;961.6;91.8;4.5;3;0;0.3;5.4
NEU;20170131;11;0;-;959.6;93.8;3.6;6.1;0;4.7;7.5
NEU;20170201;94;0;-;959.1;90.6;0;7;359;4.6;10.7
NEU;20170202;72;0;-;955.1;92.9;1.8;5.3;146;3.9;8
NEU;20170203;100;0;-;952.2;83.5;1.1;6.5;360;4.3;9.9
NEU;20170204;9;0;-;948.6;82.3;16.9;4.1;0;0.9;6.5
NEU;20170205;12;0;-;947.5;92.9;12.9;1.2;0;0.4;2.8
NEU;20170206;34;1;-;957.5;94.6;0.3;3;0;1.4;4.3
NEU;20170207;21;0;-;959.8;97.6;2.5;1.4;0;0;2.8
NEU;20170208;26;0;-;961.1;93.6;0.5;3;0;1.7;4.4
NEU;20170209;108;0;-;962.2;76.1;0;1.6;356;0.1;4.8
NEU;20170210;53;0;-;961.1;85.8;0;1.3;1;-0.2;3.2
NEU;20170211;68;0;-;961.5;81.9;0;3;11;1.5;4.8
NEU;20170212;93;0;-;964;78.3;0;3.9;315;1;8
NEU;20170213;28;0;-;966.3;84.6;0;0.9;0;0;1.7
NEU;20170214;103;0;-;971.2;81.5;0;2.3;305;0.2;5.8
NEU;20170215;104;0;-;976.9;83.3;0;3.5;259;-0.3;8.7
NEU;20170216;130;0;-;974.3;77.9;0.6;5.4;513;1.2;9.7
NEU;20170217;43;0;-;969.6;73.9;0.2;6.6;29;2.4;10.1
NEU;20170218;117;0;-;967.6;83.4;0;3.1;362;-0.7;8.3
NEU;20170219;97;0;-;967.4;79.2;0;3.7;248;-0.2;9.1
NEU;20170220;129;0;-;967;68.5;0;6.6;348;1.7;11.6
NEU;20170221;48;0;-;964.8;71.6;0;9.5;5;7.5;11.8
NEU;20170222;133;0;-;961.4;59.8;0;10.7;408;7.7;13.4
NEU;20170223;141;0;-;953.3;49.3;0.2;11.7;484;6.5;16.8
NEU;20170224;95;0;-;957.4;58.2;0.7;5.9;184;2.6;9.6
NEU;20170225;162;0;-;963.2;60.2;0;4.5;603;0.7;9
NEU;20170226;109;0;-;960.9;61.4;0;5.6;203;0.9;11.9
NEU;20170227;156;0;-;951.1;60.6;9.4;8;477;1.3;14.8
NEU;20170228;15;0;-;944.7;80.6;11.7;5;0;3.1;11.5
NEU;20170301;50;0;-;954.6;83;6.8;4.5;6;1.8;6.8
NEU;20170302;136;0;-;959.7;70.6;1.4;7.3;374;3.4;10.5
NEU;20170303;115;0;-;953.1;80.1;0;5;268;1.5;8.8
NEU;20170304;100;0;-;941.3;81.1;1.5;5.9;199;3;11.4
NEU;20170305;110;0;-;950.2;81;12.3;5.3;242;3.6;9.6
NEU;20170306;21;0;-;949.8;87.2;16.6;4.6;0;3.2;5.9
NEU;20170307;89;0;-;960.6;83.7;0.7;4;100;1.2;7.7
NEU;20170308;46;0;-;966.9;91.1;6.2;4.1;0;1.4;6.4
NEU;20170309;43;0;-;967;86.1;0.7;9;0;6.4;11.7
NEU;20170310;194;0;-;967.6;61;0;10.7;635;7.1;15
NEU;20170311;190;0;-;963.2;58;0;7.4;624;2.7;12.4
NEU;20170312;150;0;-;957.4;64.1;0;8;440;4.2;12.4
NEU;20170313;186;0;-;965.5;56.9;0;9.7;643;4.7;15.8
NEU;20170314;196;0;-;973.2;54.1;0;10;649;3.9;16.1
NEU;20170315;194;0;-;971.8;57.8;0;10.8;669;4.3;17.4
NEU;20170316;198;0;-;966.6;64.8;0;10.3;638;5.5;15.7
NEU;20170317;202;0;-;961.8;60.5;0;12.5;625;5.3;20.5
NEU;20170318;17;0;-;960.9;76.3;2.8;9;0;7.8;11.4
NEU;20170319;126;0;-;959.8;75;0;11.8;154;8.4;16.2
NEU;20170320;178;0;-;956.7;67;0;11.9;414;8.5;16.7
NEU;20170321;149;0;-;955.1;60.1;4.9;10.8;225;8.4;13.6
NEU;20170322;165;0;-;955;81.7;8.2;7.6;305;5.2;10.8
NEU;20170323;186;0;-;955.2;69.7;0;10.4;381;5.7;15.9
NEU;20170324;111;0;-;963.1;74.8;0;10.7;56;8.8;13.7
NEU;20170325;203;0;-;961.8;69.7;0;10.7;489;8.1;15.2
NEU;20170326;67;0;-;963.3;77.8;0;8.1;0;5.9;10.8
NEU;20170327;232;0;-;964.3;66.1;0;9.7;692;4.2;15.8
NEU;20170328;220;0;-;967.5;59.7;0;12.6;627;6.4;18.4
NEU;20170329;232;0;-;969.6;58.5;0;13.1;705;7.2;18.4
NEU;20170330;237;0;-;967.9;60.9;0;12.7;719;7.3;19
NEU;20170331;199;0;-;961.9;58.3;0;13.4;591;7.7;19.2
NEU;20170401;169;0;-;957.1;66.1;0.2;10.7;314;8.1;16.7
NEU;20170402;100;0;-;960.7;71.6;0;10.9;47;8;13.6
NEU;20170403;213;0;-;964.7;64;0;14;485;8.9;18.8
NEU;20170404;134;0;-;964.3;62.5;0.1;12.1;294;8.6;16
NEU;20170405;207;0;-;964.7;58;0;11.2;429;7.5;16
NEU;20170406;238;0;-;965.7;56.3;0;10.1;547;5.7;14.1
NEU;20170407;258;0;-;965.9;50.1;0;11.8;733;5;18.5
NEU;20170408;263;0;-;965.3;54.4;0;13.3;735;7.4;19.2
NEU;20170409;261;0;-;966.3;54.7;0;14.8;699;7.6;22.3
NEU;20170410;241;0;-;964.3;51.7;0;15.9;591;9.6;23.7
NEU;20170411;246;0;-;965.4;52.1;0;12.6;529;8.7;17
NEU;20170412;269;0;-;962.6;50.8;0;12.7;744;5.8;19.5
NEU;20170413;278;0;-;959.1;48;0;14.5;744;10.1;20.7
NEU;20170414;280;0;-;959.5;55.4;0;12.7;750;6.8;19.3
NEU;20170415;122;0;-;961.3;61.5;0.4;11.7;102;8.3;15.5
NEU;20170416;100;0;-;964;66.1;0.2;9.9;31;8.5;12.3
NEU;20170417;171;0;-;961.9;63;0.8;9.3;228;4.5;14.7
NEU;20170418;266;0;-;965;51.2;0;6.3;591;2.5;11.3
NEU;20170419;157;0;-;969.8;62.7;0;4;223;1.6;8.1
NEU;20170420;299;0;-;973.2;48;0;4.5;769;-0.2;9
NEU;20170421;300;0;-;971.9;37;0;8.3;779;0.9;14.7
NEU;20170422;296;0;-;966.6;50.1;0;10.1;777;3.5;18.5
NEU;20170423;300;0;-;964;50.9;0;11.2;773;5.6;16.4
NEU;20170424;290;0;-;958.3;48.7;3.5;12.4;736;4.2;20.4
NEU;20170425;64;0;-;951.5;80.1;28.9;10.7;10;7.8;15.2
NEU;20170426;41;0;-;952.4;91.7;5.9;5.3;0;4.1;8.1
NEU;20170427;74;0;-;956.5;84.8;4.4;4.2;0;3;5.6
NEU;20170428;225;0;-;958.3;70;0;5.9;363;2.5;10.5
NEU;20170429;317;0;-;959.6;59.5;0;8;740;0.8;13.8
NEU;20170430;296;0;-;953;55;0.5;10.9;741;3.6;17.4
NEU;20170501;99;0;-;957.4;79.4;3.8;7.1;76;4.3;11.5
NEU;20170502;131;0;-;959.7;82.2;4;7.3;27;3.2;11.2
NEU;20170503;221;0;-;960.4;77.2;0;9.4;369;6.6;13.4
NEU;20170504;114;0;-;959.1;85.2;4.7;8.4;56;6;10.8
NEU;20170505;311;0;-;959.3;66.9;1.2;11.7;662;5.3;17.5
NEU;20170506;75;0;-;955.4;86.1;15.9;10.9;33;9.3;14.6
NEU;20170507;42;0;-;960.6;92;34.9;9.8;0;8.9;11
NEU;20170508;119;0;-;961.7;79;0.1;9.3;45;7.7;12.1
NEU;20170509;254;0;-;958.6;60.2;0;10.3;424;7.2;14.4
NEU;20170510;320;0;-;951.5;65.4;0.1;12.2;735;4.4;18.8
NEU;20170511;105;0;-;945.4;78.9;0.5;13.7;25;11.3;17.9
NEU;20170512;172;0;-;949.9;77.4;0.4;13.3;197;10.9;17.2
NEU;20170513;187;0;-;957.9;75.6;0.2;14.2;166;10.4;19
NEU;20170514;225;0;-;966.4;74.2;0.7;15;388;12.1;19.3
NEU;20170515;335;0;-;971.6;61.8;0;16.4;762;11.3;21.8
NEU;20170516;337;0;-;970.2;49.8;0;18.1;834;11.2;24
NEU;20170517;329;0;-;963.4;56.5;1.4;19;823;12.5;25.7
NEU;20170518;188;0;-;957.2;65.7;0.6;18.7;228;14.8;22.8
NEU;20170519;76;0;-;959.3;81.7;7.7;10;7;6.1;17.2
NEU;20170520;234;0;-;966.1;73.6;0;11.1;279;7.2;16.1
NEU;20170521;338;0;-;966.1;55.5;0;15;825;7.6;20.4
NEU;20170522;332;0;-;961.6;58.2;0;17.3;815;9.6;24.2
NEU;20170523;318;0;-;963.9;56.5;0;19.6;685;13.4;26.3
NEU;20170524;331;0;-;965.6;58.1;0;19.8;778;14.9;24.9
NEU;20170525;331;0;-;963.1;49.7;0;20.2;834;16.8;24.1
NEU;20170526;351;0;-;961.4;44.1;0;21;853;15.8;25.8
NEU;20170527;319;0;-;962.8;55.9;0;21.3;707;14.7;26.8
NEU;20170528;245;0;-;963.1;66.4;0;21.3;568;16.8;27.3
NEU;20170529;327;0;-;960.3;62.4;0.1;21.9;730;15.9;28.6
NEU;20170530;267;0;-;960.7;63.7;0;21.8;421;17.4;27.1
NEU;20170531;239;0;-;963.4;69;11.9;21.3;316;16;27.2
NEU;20170601;308;0;-;964.2;72.5;0;19.4;617;14.9;24.2
NEU;20170602;313;0;-;961.7;67;0;20.1;661;15.5;25.5
NEU;20170603;275;0;-;958.3;75.3;9.9;19.7;492;15.6;25.5
NEU;20170604;211;0;-;959.9;68.1;0;16.8;219;14.5;22
NEU;20170605;168;0;-;957.5;66.1;0;15.8;132;13.8;19.4
NEU;20170606;124;0;-;954.8;76.2;13.4;13.7;146;9.8;17
NEU;20170607;288;0;-;963.6;55.1;0;13.5;498;9.8;17.6
NEU;20170608;351;0;-;962.7;59.3;0;15.3;809;8.2;21.7
NEU;20170609;196;0;-;960.4;58.4;0;18.9;256;12.9;23.6
NEU;20170610;344;0;-;963.7;58.7;0;20.9;746;16.9;25.2
NEU;20170611;349;0;-;962.1;60.7;0;22.2;837;15.3;28.6
NEU;20170612;243;0;-;961.2;60.9;0;23.8;387;20.3;29.5
NEU;20170613;333;0;-;960.6;59.8;0;23.1;804;18.6;27.9
NEU;20170614;253;0;-;960.3;66.7;13.5;21.7;428;18.6;27.7
NEU;20170615;305;0;-;961.7;73.5;0;22.8;581;17.5;27.3
NEU;20170616;342;0;-;965.5;51.3;0;22.2;798;16.9;25.8
NEU;20170617;359;0;-;967.4;51.9;0;20.1;869;13.3;25.9
NEU;20170618;362;0;-;964.7;50.4;0;21.7;876;16.7;26.4
NEU;20170619;336;0;-;963.8;56.1;0;22.9;762;16;30.2
NEU;20170620;330;0;-;961.9;52.3;0;25.8;783;19.1;32.5
NEU;20170621;316;0;-;960.4;54.5;0;26.2;732;20.7;31.6
NEU;20170622;324;0;-;960.9;50.2;0;26.4;797;19.6;33
NEU;20170623;300;0;-;961.9;51.7;0;27.7;670;24;33.6
NEU;20170624;259;0;-;961.7;55.2;0;24.7;440;21.7;28.2
NEU;20170625;248;0;-;960.5;50.1;0;22.7;414;19.1;27.7
NEU;20170626;289;0;-;957.5;63.1;1.1;21.4;592;16;30.3
NEU;20170627;282;0;-;952.1;70.3;12.7;21.7;464;17.3;28.1
NEU;20170628;294;0;-;946.1;71.4;6.2;19.3;492;16;26.5
NEU;20170629;158;0;-;948.2;76.6;3.1;15.4;187;12.3;18
NEU;20170630;323;0;-;953.2;61.6;0.1;16.9;650;12.2;22.8
NEU;20170701;143;0;-;960;68.3;0.4;15.6;60;12.6;18.9
NEU;20170702;64;0;-;965.8;74.7;0;15.9;0;13.4;18
NEU;20170703;324;0;-;966.9;58.1;0;19.2;619;15.2;23.8
NEU;20170704;320;0;-;964.6;58.1;0;20.4;804;13.7;27.2
NEU;20170705;300;0;-;962.6;56.7;0.1;22.3;704;15.4;30.5
NEU;20170706;343;0;-;962.8;49.8;0;24.6;811;17.2;32.1
NEU;20170707;290;0;-;963;42.2;0;26.6;524;20.1;33.2
NEU;20170708;213;0;-;961.8;68.9;32.5;22.7;446;18.8;32.3
NEU;20170709;114;0;-;958.3;83.6;4.9;20;92;17.2;24.5
NEU;20170710;152;0;-;957.1;83.3;6.7;19.3;127;16.5;23.8
NEU;20170711;189;0;-;959.6;80;7.9;19;209;16.3;22.9
NEU;20170712;213;0;-;960.2;66;0;21.2;257;16.8;26.3
NEU;20170713;249;0;-;962.8;63.7;0;20.7;333;16.4;25
NEU;20170714;274;0;-;962.1;51.9;0;21.2;469;18.4;25.6
NEU;20170715;295;0;-;965.6;53.6;0;19;686;14.4;23.8
NEU;20170716;314;0;-;967.1;54.3;0;20.1;619;13.5;26.2
NEU;20170717;329;0;-;964.1;56.8;0;22.3;832;15.9;27.6
NEU;20170718;327;0;-;960.6;57.7;0;23.9;805;17.8;30.5
NEU;20170719;261;0;-;958.5;53.2;0.1;24.5;528;19.3;31.7
NEU;20170720;249;0;-;958.6;58.5;0.5;22.3;449;16.4;26.6
NEU;20170721;215;0;-;957.5;72.4;8.5;21.1;461;16.8;26.8
NEU;20170722;221;0;-;959;76.8;2.7;20.2;318;16;26.3
NEU;20170723;213;0;-;961;60.1;0.4;19.9;286;16.9;24.9
NEU;20170724;140;0;-;956.8;71;5.7;16.9;110;14.7;20.5
NEU;20170725;170;0;-;957.1;77;4.8;15.7;168;13;19.6
NEU;20170726;188;0;-;957.6;64.4;0.1;17.4;222;13.8;21.2
NEU;20170727;136;0;-;956.8;66.9;1.5;19.8;44;15.1;23.6
NEU;20170728;266;0;-;959.5;60.5;0;20.8;460;17.1;25.2
NEU;20170729;319;0;-;960.7;63.3;0;21.4;745;14.9;28.3
NEU;20170730;252;0;-;958.4;65.3;0.4;23.2;604;18.3;28.9
NEU;20170731;216;0;-;959.5;71.8;0.1;22;396;17.7;26.8
NEU;20170801;217;0;-;959.9;69.9;0;23.8;428;18.6;31.2
NEU;20170802;291;0;-;962.9;62.9;0;25.1;716;19.7;32.8
NEU;20170803;259;0;-;959.9;55.8;0;27.4;531;21.8;33.9
NEU;20170804;182;0;-;960.1;51.5;0;25.8;220;23;31.2
NEU;20170805;258;0;-;960.9;58.2;0;24;510;19;31.7
NEU;20170806;209;0;-;964.7;54.6;0;20.4;326;18.2;24.1
NEU;20170807;311;0;-;960.3;55.7;5;21;800;15.2;27.3
NEU;20170808;45;0;-;958.3;85.1;28.4;17;11;15.3;19.2
NEU;20170809;208;0;-;960.5;77.1;9.8;17.2;355;13.5;22.3
NEU;20170810;106;0;-;963.1;85.1;4.3;13.1;200;10.8;16
NEU;20170811;67;0;-;962.5;85.6;4.2;12.7;0;11.2;15
NEU;20170812;189;0;-;965;68.7;0;16.5;208;12.3;21.4
NEU;20170813;269;0;-;964.2;68.7;0;18.5;506;13.3;23.8
NEU;20170814;285;0;-;962.8;71;0;20.6;732;14.9;26.7
NEU;20170815;225;0;-;963.5;69.5;1.9;21.6;468;17.4;27.6
NEU;20170816;223;0;-;964.6;73.3;6.8;20.9;391;16.7;26.1
NEU;20170817;270;0;-;963.3;72.5;0;22.1;582;17.1;27.7
NEU;20170818;229;0;-;961;74.6;5.5;20.8;493;16.8;30.1
NEU;20170819;262;0;-;963.9;56.3;0;18.8;620;15.3;22.9
NEU;20170820;271;0;-;967.2;50.1;0;17.9;620;14.1;22.7
NEU;20170821;239;0;-;966.5;60.6;0;17.5;561;12.4;22.2
NEU;20170822;281;0;-;963;63;0;19.9;768;13.4;25.9
NEU;20170823;270;0;-;960.7;61.5;0;23;753;16.2;30.3
NEU;20170824;161;0;-;962.7;80;11.9;19.5;379;16;26.8
NEU;20170825;217;0;-;962.7;80.4;0;20.1;444;15.4;26.3
NEU;20170826;246;0;-;961.6;64.7;0;22.7;636;17.6;28.9
NEU;20170827;134;0;-;962.1;70.1;0;21.2;166;18;25.9
