stn;time;" Globalstrahlung (W/m); Tagesmittel";Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Luftdruck auf Stationshoehe (hpa);Niederschlag (mm);Durchschnittstemperatur;Sonnenscheindauer (min);Tiefsttemperatur;Maximaltemperatur;Relative Luftfeuchtigkeit (%)
ENG;18650226;-;-;-;900.3;0.1;-0.1;-;-;-;-
ENG;18650227;-;-;-;901.6;0;-0.5;-;-;-;-
ENG;18650228;-;-;-;894.7;0;1.3;-;-;-;-
ENG;18650301;-;-;-;890.2;8;0;-;-;-;-
ENG;18650302;-;-;-;893.1;7.6;0.9;-;-;-;-
ENG;18650303;-;-;-;901.7;15.8;-2.3;-;-;-;-
ENG;18650304;-;-;-;904.6;8.1;-5.8;-;-;-;-
ENG;18650305;-;-;-;889.9;0;-2.3;-;-;-;-
ENG;18650306;-;-;-;882.5;2.6;-1.1;-;-;-;-
ENG;18650307;-;-;-;882.3;11.9;-2.4;-;-;-;-
ENG;18650308;-;-;-;879.5;6.3;-4.1;-;-;-;-
ENG;18650309;-;-;-;886.9;5.1;-4.7;-;-;-;-
ENG;18650310;-;-;-;890.9;0.5;-5.4;-;-;-;-
ENG;18650311;-;-;-;882.7;0;-4.1;-;-;-;-
ENG;18650312;-;-;-;888.9;0.5;-2.8;-;-;-;-
ENG;18650313;-;-;-;889.5;0;-2.8;-;-;-;-
ENG;18650314;-;-;-;885.1;0;-2.9;-;-;-;-
ENG;18650315;-;-;-;891;0;-1.9;-;-;-;-
ENG;18650316;-;-;-;892.1;1.6;-4.7;-;-;-;-
ENG;18650317;-;-;-;892.5;2.7;-4.9;-;-;-;-
ENG;18650318;-;-;-;894.4;0;-5.3;-;-;-;-
ENG;18650319;-;-;-;887.8;0;-3.8;-;-;-;-
ENG;18650320;-;-;-;884.3;0;-8.2;-;-;-;-
ENG;18650321;-;-;-;889.5;5.2;-4;-;-;-;-
ENG;18650322;-;-;-;884.4;0;-2.4;-;-;-;-
ENG;18650323;-;-;-;884.3;9.4;-8.3;-;-;-;-
ENG;18650324;-;-;-;886.3;0.7;-6.2;-;-;-;-
ENG;18650325;-;-;-;890.8;2;-6.7;-;-;-;-
ENG;18650326;-;-;-;885.1;0;-1.7;-;-;-;-
ENG;18650327;-;-;-;887.6;1.5;-3.6;-;-;-;-
ENG;18650328;-;-;-;891.4;14;-7.7;-;-;-;-
ENG;18650329;-;-;-;892.6;5.1;-10.7;-;-;-;-
ENG;18650330;-;-;-;894.8;2;-9.3;-;-;-;-
ENG;18650331;-;-;-;898.7;0.6;-4.7;-;-;-;-
ENG;18650401;-;-;-;900.2;1.9;-4.8;-;-;-;-
ENG;18650402;-;-;-;897.7;0;-1.8;-;-;-;-
ENG;18650403;-;-;-;895.8;0;0.3;-;-;-;-
ENG;18650404;-;-;-;903.6;0;4.6;-;-;-;-
ENG;18650405;-;-;-;911.3;0;4.6;-;-;-;-
ENG;18650406;-;-;-;910.7;0;5.7;-;-;-;-
ENG;18650407;-;-;-;905.9;0;5.2;-;-;-;-
ENG;18650408;-;-;-;903.6;0;6;-;-;-;-
ENG;18650409;-;-;-;906.2;0;7.5;-;-;-;-
ENG;18650410;-;-;-;908.3;0;7.3;-;-;-;-
ENG;18650411;-;-;-;905.8;0;7.6;-;-;-;-
ENG;18650412;-;-;-;903;0;7.7;-;-;-;-
ENG;18650413;-;-;-;902.9;0;8.7;-;-;-;-
ENG;18650414;-;-;-;902;0;8.1;-;-;-;-
ENG;18650415;-;-;-;903.8;0;7.9;-;-;-;-
ENG;18650416;-;-;-;904.4;0;9.5;-;-;-;-
ENG;18650417;-;-;-;900.9;0;10.7;-;-;-;-
ENG;18650418;-;-;-;898.6;0;13.4;-;-;-;-
ENG;18650419;-;-;-;901.7;0;12.2;-;-;-;-
ENG;18650420;-;-;-;903.5;0;12.4;-;-;-;-
ENG;18650421;-;-;-;901.5;0;11.1;-;-;-;-
ENG;18650422;-;-;-;902.6;0;11.7;-;-;-;-
ENG;18650423;-;-;-;904.5;0;11.7;-;-;-;-
ENG;18650424;-;-;-;905.6;0;11.4;-;-;-;-
ENG;18650425;-;-;-;904.4;0;14.1;-;-;-;-
ENG;18650426;-;-;-;904.9;0.7;13.2;-;-;-;-
ENG;18650427;-;-;-;904;0;12.4;-;-;-;-
ENG;18650428;-;-;-;898.7;0;12.9;-;-;-;-
ENG;18650429;-;-;-;894.5;0;11.1;-;-;-;-
ENG;18650430;-;-;-;892.8;0;6.7;-;-;-;-
ENG;18650501;-;-;-;898.8;0;8.3;-;-;-;-
ENG;18650502;-;-;-;905.3;0;11.1;-;-;-;-
ENG;18650503;-;-;-;904.4;0;12.1;-;-;-;-
ENG;18650504;-;-;-;902.9;0;13.5;-;-;-;-
ENG;18650505;-;-;-;901.8;0;15.6;-;-;-;-
ENG;18650506;-;-;-;903.2;0;14.3;-;-;-;-
ENG;18650507;-;-;-;902.6;0.1;14.5;-;-;-;-
ENG;18650508;-;-;-;899.5;4.5;14.9;-;-;-;-
ENG;18650509;-;-;-;892.6;0;14.5;-;-;-;-
ENG;18650510;-;-;-;889.1;4.4;11;-;-;-;-
ENG;18650511;-;-;-;895.6;0;6.4;-;-;-;-
ENG;18650512;-;-;-;900.9;8;9.5;-;-;-;-
ENG;18650513;-;-;-;901.2;0;10.1;-;-;-;-
ENG;18650514;-;-;-;899.1;0;14.2;-;-;-;-
ENG;18650515;-;-;-;895.9;0;14.9;-;-;-;-
ENG;18650516;-;-;-;897.7;19.5;7.2;-;-;-;-
ENG;18650517;-;-;-;901.7;0;10.4;-;-;-;-
ENG;18650518;-;-;-;899.5;0;12.1;-;-;-;-
ENG;18650519;-;-;-;904.4;41.5;8.3;-;-;-;-
ENG;18650520;-;-;-;903.3;0;12.8;-;-;-;-
ENG;18650521;-;-;-;903.6;0;16.4;-;-;-;-
ENG;18650522;-;-;-;904.4;0;13.5;-;-;-;-
ENG;18650523;-;-;-;904.2;0;14;-;-;-;-
ENG;18650524;-;-;-;905.2;0.3;10.8;-;-;-;-
ENG;18650525;-;-;-;904;35.1;7.4;-;-;-;-
ENG;18650526;-;-;-;901.5;2.2;11.6;-;-;-;-
ENG;18650527;-;-;-;901;0;13.9;-;-;-;-
ENG;18650528;-;-;-;904.2;0;15.9;-;-;-;-
ENG;18650529;-;-;-;904.7;0;16.9;-;-;-;-
ENG;18650530;-;-;-;902.8;6.2;17.8;-;-;-;-
ENG;18650531;-;-;-;899;0;17.3;-;-;-;-
ENG;18650601;-;-;-;895.8;6.6;16.6;-;-;-;-
ENG;18650602;-;-;-;900.6;0;12.7;-;-;-;-
ENG;18650603;-;-;-;904.7;30;13.2;-;-;-;-
ENG;18650604;-;-;-;905;6.3;12.6;-;-;-;-
ENG;18650605;-;-;-;906.8;22.2;11.5;-;-;-;-
ENG;18650606;-;-;-;906.7;1;13.5;-;-;-;-
ENG;18650607;-;-;-;907;0;12.3;-;-;-;-
ENG;18650608;-;-;-;909.7;0;14.6;-;-;-;-
ENG;18650609;-;-;-;909.9;0;13.7;-;-;-;-
ENG;18650610;-;-;-;905.1;0;15.6;-;-;-;-
ENG;18650611;-;-;-;899.9;8.2;14.3;-;-;-;-
ENG;18650612;-;-;-;904.9;0.2;8.5;-;-;-;-
ENG;18650613;-;-;-;907.6;0;8.4;-;-;-;-
ENG;18650614;-;-;-;906.1;0;12.9;-;-;-;-
ENG;18650615;-;-;-;905.9;0;11.9;-;-;-;-
ENG;18650616;-;-;-;904.6;0;10;-;-;-;-
ENG;18650617;-;-;-;903.8;0;11.7;-;-;-;-
ENG;18650618;-;-;-;900.6;0;9.6;-;-;-;-
ENG;18650619;-;-;-;903.6;0;10.2;-;-;-;-
ENG;18650620;-;-;-;906.4;0;13.1;-;-;-;-
ENG;18650621;-;-;-;906.7;0;14.8;-;-;-;-
ENG;18650622;-;-;-;905.1;0;16.1;-;-;-;-
ENG;18650623;-;-;-;903.8;0;14.8;-;-;-;-
ENG;18650624;-;-;-;902.5;0;14.8;-;-;-;-
ENG;18650625;-;-;-;903;11.4;10.6;-;-;-;-
ENG;18650626;-;-;-;903.2;0;14.8;-;-;-;-
ENG;18650627;-;-;-;903.6;0;13;-;-;-;-
ENG;18650628;-;-;-;900;0;14.1;-;-;-;-
ENG;18650629;-;-;-;891.6;0;15.8;-;-;-;-
ENG;18650630;-;-;-;886.4;66.3;8.2;-;-;-;-
ENG;18650701;-;-;-;892.3;3.6;11.5;-;-;-;-
ENG;18650702;-;-;-;904.3;25.7;10.1;-;-;-;-
ENG;18650703;-;-;-;903.8;0;13.2;-;-;-;-
ENG;18650704;-;-;-;904.3;0;15.6;-;-;-;-
ENG;18650705;-;-;-;906.7;0;17.3;-;-;-;-
ENG;18650706;-;-;-;903.2;0;19.5;-;-;-;-
ENG;18650707;-;-;-;902.9;0;19.5;-;-;-;-
ENG;18650708;-;-;-;904.5;8.7;19.1;-;-;-;-
ENG;18650709;-;-;-;903.2;14.4;16.7;-;-;-;-
ENG;18650710;-;-;-;900.2;40.8;11.1;-;-;-;-
ENG;18650711;-;-;-;899.2;2.8;13;-;-;-;-
ENG;18650712;-;-;-;901.8;10.2;10.3;-;-;-;-
ENG;18650713;-;-;-;905.6;0;11.4;-;-;-;-
ENG;18650714;-;-;-;904.5;0;16.7;-;-;-;-
ENG;18650715;-;-;-;905.2;0;19.5;-;-;-;-
ENG;18650716;-;-;-;904.7;0;20.4;-;-;-;-
ENG;18650717;-;-;-;902.5;0;20.5;-;-;-;-
ENG;18650718;-;-;-;902;15.5;16.5;-;-;-;-
ENG;18650719;-;-;-;897.2;0;21.7;-;-;-;-
ENG;18650720;-;-;-;897.5;0;22.5;-;-;-;-
ENG;18650721;-;-;-;895.9;0;19.5;-;-;-;-
ENG;18650722;-;-;-;900.3;3.7;12.8;-;-;-;-
ENG;18650723;-;-;-;902.4;0;15.6;-;-;-;-
ENG;18650724;-;-;-;905.1;31.4;13;-;-;-;-
ENG;18650725;-;-;-;905.8;0;14;-;-;-;-
ENG;18650726;-;-;-;904.4;79;13.9;-;-;-;-
ENG;18650727;-;-;-;903.6;11.7;16.6;-;-;-;-
ENG;18650728;-;-;-;903.8;19.5;15.7;-;-;-;-
ENG;18650729;-;-;-;904.8;0;16;-;-;-;-
ENG;18650730;-;-;-;903.5;7.2;15.8;-;-;-;-
ENG;18650731;-;-;-;898.3;0;15.9;-;-;-;-
ENG;18650801;-;-;-;895.8;11.1;13.3;-;-;-;-
ENG;18650802;-;-;-;898.1;8.5;11.8;-;-;-;-
ENG;18650803;-;-;-;896.1;13.4;10.1;-;-;-;-
ENG;18650804;-;-;-;899.9;14;7.5;-;-;-;-
ENG;18650805;-;-;-;903.6;10.5;9.6;-;-;-;-
ENG;18650806;-;-;-;902.5;0.7;10.7;-;-;-;-
ENG;18650807;-;-;-;901.5;0;10.1;-;-;-;-
ENG;18650808;-;-;-;899.4;12.5;10.7;-;-;-;-
ENG;18650809;-;-;-;897;0;11.4;-;-;-;-
ENG;18650810;-;-;-;898.1;2.4;13.6;-;-;-;-
ENG;18650811;-;-;-;897.7;0.2;15.7;-;-;-;-
ENG;18650812;-;-;-;901.6;0;16.4;-;-;-;-
ENG;18650813;-;-;-;901.7;0;14.3;-;-;-;-
ENG;18650814;-;-;-;900.9;21.2;11;-;-;-;-
ENG;18650815;-;-;-;900.4;18.4;13;-;-;-;-
ENG;18650816;-;-;-;898.5;4.3;13.3;-;-;-;-
ENG;18650817;-;-;-;902.1;16.6;10.8;-;-;-;-
ENG;18650818;-;-;-;900;0;13.2;-;-;-;-
ENG;18650819;-;-;-;899.3;56.4;10.1;-;-;-;-
ENG;18650820;-;-;-;898.4;0;13;-;-;-;-
ENG;18650821;-;-;-;897.7;2.5;14.8;-;-;-;-
ENG;18650822;-;-;-;894.6;6.4;14.1;-;-;-;-
ENG;18650823;-;-;-;892.9;7.1;15.3;-;-;-;-
ENG;18650824;-;-;-;898.6;12.1;13.7;-;-;-;-
ENG;18650825;-;-;-;900.8;0;14.8;-;-;-;-
ENG;18650826;-;-;-;907.4;34.7;14.8;-;-;-;-
ENG;18650827;-;-;-;908.8;0;18;-;-;-;-
ENG;18650828;-;-;-;905.1;0;19.4;-;-;-;-
ENG;18650829;-;-;-;901.2;0;16.4;-;-;-;-
ENG;18650830;-;-;-;903.1;28.8;11.8;-;-;-;-
ENG;18650831;-;-;-;904.7;6.3;9.5;-;-;-;-
ENG;18650901;-;-;-;905.8;0;11.3;-;-;-;-
ENG;18650902;-;-;-;908.5;0;13.5;-;-;-;-
ENG;18650903;-;-;-;908.3;0;13.3;-;-;-;-
ENG;18650904;-;-;-;907.7;0;14.2;-;-;-;-
ENG;18650905;-;-;-;908.8;0;14.6;-;-;-;-
ENG;18650906;-;-;-;907.4;0;15.4;-;-;-;-
ENG;18650907;-;-;-;906.2;0;15.1;-;-;-;-
ENG;18650908;-;-;-;907;0;14.8;-;-;-;-
ENG;18650909;-;-;-;909.2;4;15.1;-;-;-;-
ENG;18650910;-;-;-;911.1;0;16;-;-;-;-
ENG;18650911;-;-;-;911.9;0;16.9;-;-;-;-
ENG;18650912;-;-;-;910.6;0;12.5;-;-;-;-
ENG;18650913;-;-;-;908.6;0;10;-;-;-;-
ENG;18650914;-;-;-;908.7;0;11.3;-;-;-;-
ENG;18650915;-;-;-;908.2;0;12.4;-;-;-;-
ENG;18650916;-;-;-;906.7;0;12.1;-;-;-;-
ENG;18650917;-;-;-;907;0;14;-;-;-;-
ENG;18650918;-;-;-;909.6;0;12.6;-;-;-;-
ENG;18650919;-;-;-;909.4;0;13;-;-;-;-
ENG;18650920;-;-;-;907.8;0;13.4;-;-;-;-
ENG;18650921;-;-;-;904.9;0;13.9;-;-;-;-
ENG;18650922;-;-;-;905.6;0;13.9;-;-;-;-
ENG;18650923;-;-;-;908.1;0;11.8;-;-;-;-
ENG;18650924;-;-;-;910.6;0;11.1;-;-;-;-
ENG;18650925;-;-;-;910.5;0;10.2;-;-;-;-
ENG;18650926;-;-;-;909.6;0;10.3;-;-;-;-
ENG;18650927;-;-;-;907.1;0;10.9;-;-;-;-
ENG;18650928;-;-;-;906.7;0;9.9;-;-;-;-
ENG;18650929;-;-;-;904.7;0;9.1;-;-;-;-
ENG;18650930;-;-;-;901.3;0;10;-;-;-;-
ENG;18651001;-;-;-;898.8;0.2;10.6;-;-;-;-
ENG;18651002;-;-;-;899.4;0;9.5;-;-;-;-
ENG;18651003;-;-;-;903.3;0;9.4;-;-;-;-
ENG;18651004;-;-;-;903.5;0;9.1;-;-;-;-
ENG;18651005;-;-;-;898.4;0;5.1;-;-;-;-
ENG;18651006;-;-;-;897.8;0;4.9;-;-;-;-
ENG;18651007;-;-;-;898.2;0;6.1;-;-;-;-
ENG;18651008;-;-;-;891.9;0;10;-;-;-;-
ENG;18651009;-;-;-;885.5;0;12.6;-;-;-;-
ENG;18651010;-;-;-;888.3;6.5;8.6;-;-;-;-
ENG;18651011;-;-;-;892.1;16.4;8.5;-;-;-;-
ENG;18651012;-;-;-;894.7;5.3;7.4;-;-;-;-
ENG;18651013;-;-;-;890.2;3.1;7.6;-;-;-;-
ENG;18651014;-;-;-;894.7;2.7;5.5;-;-;-;-
ENG;18651015;-;-;-;898.4;13.7;6.7;-;-;-;-
ENG;18651016;-;-;-;898.6;0;4.1;-;-;-;-
ENG;18651017;-;-;-;890.2;0;4.5;-;-;-;-
ENG;18651018;-;-;-;879.2;0;12.1;-;-;-;-
ENG;18651019;-;-;-;879.8;19.8;6.8;-;-;-;-
ENG;18651020;-;-;-;888.7;0;4.8;-;-;-;-
ENG;18651021;-;-;-;895.7;1.2;5.8;-;-;-;-
ENG;18651022;-;-;-;889.9;0;10;-;-;-;-
ENG;18651023;-;-;-;890.8;12.2;5.8;-;-;-;-
ENG;18651024;-;-;-;895.5;7.9;5.7;-;-;-;-
ENG;18651025;-;-;-;893;0;8.8;-;-;-;-
ENG;18651026;-;-;-;897.2;31.1;4.8;-;-;-;-
ENG;18651027;-;-;-;885.3;9.6;6.8;-;-;-;-
ENG;18651028;-;-;-;884.8;4.9;2.2;-;-;-;-
ENG;18651029;-;-;-;894.9;11;2.6;-;-;-;-
ENG;18651030;-;-;-;891.5;0;7.9;-;-;-;-
ENG;18651031;-;-;-;893.5;0;5;-;-;-;-
ENG;18651101;-;-;-;895.5;2.5;2.5;-;-;-;-
ENG;18651102;-;-;-;896.6;27.4;1.3;-;-;-;-
ENG;18651103;-;-;-;893.1;5.5;1.8;-;-;-;-
ENG;18651104;-;-;-;895.1;0;0.9;-;-;-;-
ENG;18651105;-;-;-;896.4;0;0.4;-;-;-;-
ENG;18651106;-;-;-;896.1;8.5;0.6;-;-;-;-
ENG;18651107;-;-;-;896.7;0;0.4;-;-;-;-
ENG;18651108;-;-;-;889.1;0;4.9;-;-;-;-
ENG;18651109;-;-;-;891.4;11.7;2.5;-;-;-;-
ENG;18651110;-;-;-;896.6;0.9;0.9;-;-;-;-
ENG;18651111;-;-;-;904.8;1.8;-0.9;-;-;-;-
ENG;18651112;-;-;-;907.2;0;-2.5;-;-;-;-
ENG;18651113;-;-;-;907.9;0;-4;-;-;-;-
ENG;18651114;-;-;-;910.2;0;-0.8;-;-;-;-
ENG;18651115;-;-;-;911;0;0.2;-;-;-;-
ENG;18651116;-;-;-;908.7;0;0.7;-;-;-;-
ENG;18651117;-;-;-;904.3;0;4.1;-;-;-;-
ENG;18651118;-;-;-;904.2;10.6;3;-;-;-;-
ENG;18651119;-;-;-;903;1;-0.6;-;-;-;-
ENG;18651120;-;-;-;899.2;0;2.2;-;-;-;-
ENG;18651121;-;-;-;894;0;3.9;-;-;-;-
ENG;18651122;-;-;-;892.8;2.6;6.9;-;-;-;-
ENG;18651123;-;-;-;895.2;0.1;7.5;-;-;-;-
ENG;18651124;-;-;-;896.6;0;5.4;-;-;-;-
ENG;18651125;-;-;-;892.9;0;11.4;-;-;-;-
ENG;18651126;-;-;-;889.5;0;11.5;-;-;-;-
ENG;18651127;-;-;-;896.4;4.8;3.8;-;-;-;-
ENG;18651128;-;-;-;891.6;0.5;4.9;-;-;-;-
ENG;18651129;-;-;-;894.7;0.3;1.3;-;-;-;-
ENG;18651130;-;-;-;897.5;0;2.8;-;-;-;-
ENG;18651201;-;-;-;897;8.7;1.1;-;-;-;-
ENG;18651202;-;-;-;893.5;1.7;0.7;-;-;-;-
ENG;18651203;-;-;-;890.9;0;8.8;-;-;-;-
ENG;18651204;-;-;-;886.5;0;7.5;-;-;-;-
ENG;18651205;-;-;-;894.6;3.1;1.6;-;-;-;-
ENG;18651206;-;-;-;902.6;0;0.3;-;-;-;-
ENG;18651207;-;-;-;907.3;0;-3.8;-;-;-;-
ENG;18651208;-;-;-;912.1;0;-3.5;-;-;-;-
ENG;18651209;-;-;-;911.4;0;-5.3;-;-;-;-
ENG;18651210;-;-;-;913.5;0;-1.9;-;-;-;-
ENG;18651211;-;-;-;910.1;0;-4.5;-;-;-;-
ENG;18651212;-;-;-;906.8;0;-6;-;-;-;-
ENG;18651213;-;-;-;899.7;0;-8.3;-;-;-;-
ENG;18651214;-;-;-;904.2;0;-8.5;-;-;-;-
ENG;18651215;-;-;-;907.9;4.3;-5.8;-;-;-;-
ENG;18651216;-;-;-;911.8;0;-11.3;-;-;-;-
ENG;18651217;-;-;-;910;0;-7.5;-;-;-;-
ENG;18651218;-;-;-;905.6;0;-8.4;-;-;-;-
ENG;18651219;-;-;-;904;0;-7.2;-;-;-;-
ENG;18651220;-;-;-;907.6;0;-6.9;-;-;-;-
ENG;18651221;-;-;-;909.4;0;-5.7;-;-;-;-
ENG;18651222;-;-;-;908;0;-1;-;-;-;-
ENG;18651223;-;-;-;909.5;0;-0.5;-;-;-;-
ENG;18651224;-;-;-;910.5;0;-0.9;-;-;-;-
ENG;18651225;-;-;-;911.7;0;0.9;-;-;-;-
ENG;18651226;-;-;-;906.2;0;0.1;-;-;-;-
ENG;18651227;-;-;-;909.9;0;-1.7;-;-;-;-
ENG;18651228;-;-;-;907.3;0;-3.1;-;-;-;-
ENG;18651229;-;-;-;905.1;0;-3.7;-;-;-;-
ENG;18651230;-;-;-;897.4;0;1;-;-;-;-
ENG;18651231;-;-;-;903.6;0;-2;-;-;-;-
ENG;18660101;-;-;-;896.3;0;0.7;-;-;-;-
ENG;18660102;-;-;-;906;6.7;-4.7;-;-;-;-
ENG;18660103;-;-;-;905.1;0;-0.1;-;-;-;-
ENG;18660104;-;-;-;902.2;0;-0.9;-;-;-;-
ENG;18660105;-;-;-;900.5;0;-1.8;-;-;-;-
ENG;18660106;-;-;-;900.4;0;-0.3;-;-;-;-
ENG;18660107;-;-;-;898;0;-0.8;-;-;-;-
ENG;18660108;-;-;-;890.1;12.5;3.5;-;-;-;-
ENG;18660109;-;-;-;880.3;7.1;0.8;-;-;-;-
ENG;18660110;-;-;-;882.6;4.7;-1.6;-;-;-;-
ENG;18660111;-;-;-;878.3;0;1.6;-;-;-;-
ENG;18660112;-;-;-;891.2;0;-3.2;-;-;-;-
ENG;18660113;-;-;-;901.6;1.2;-2.1;-;-;-;-
ENG;18660114;-;-;-;906.6;10.3;1.9;-;-;-;-
ENG;18660115;-;-;-;906.6;0;0.1;-;-;-;-
ENG;18660116;-;-;-;905.8;0;1.6;-;-;-;-
ENG;18660117;-;-;-;908.7;5.1;1.7;-;-;-;-
ENG;18660118;-;-;-;908.5;0.9;1.1;-;-;-;-
ENG;18660119;-;-;-;903.7;0;0.1;-;-;-;-
ENG;18660120;-;-;-;901.6;0;-1.5;-;-;-;-
ENG;18660121;-;-;-;905.6;0;-0.9;-;-;-;-
ENG;18660122;-;-;-;907.4;0;0.3;-;-;-;-
ENG;18660123;-;-;-;902.2;9.7;0;-;-;-;-
ENG;18660124;-;-;-;911.6;7.6;-4;-;-;-;-
ENG;18660125;-;-;-;915.4;0;-3.8;-;-;-;-
ENG;18660126;-;-;-;913.2;0;-0.6;-;-;-;-
ENG;18660127;-;-;-;911.7;0;0.2;-;-;-;-
ENG;18660128;-;-;-;906.4;0;0.6;-;-;-;-
ENG;18660129;-;-;-;901;0;2;-;-;-;-
ENG;18660130;-;-;-;903.1;0;-0.3;-;-;-;-
ENG;18660131;-;-;-;899;0;1.3;-;-;-;-
ENG;18660201;-;-;-;896.8;0;3.7;-;-;-;-
ENG;18660202;-;-;-;896.8;31.7;7.3;-;-;-;-
ENG;18660203;-;-;-;901.3;11.5;0.3;-;-;-;-
ENG;18660204;-;-;-;905.1;0;-0.5;-;-;-;-
ENG;18660205;-;-;-;900.9;8;1.9;-;-;-;-
ENG;18660206;-;-;-;903.9;12;3.2;-;-;-;-
ENG;18660207;-;-;-;901;4.1;6.3;-;-;-;-
ENG;18660208;-;-;-;902.5;14.9;2.3;-;-;-;-
ENG;18660209;-;-;-;902.9;1.9;0.8;-;-;-;-
ENG;18660210;-;-;-;896.6;0;1.6;-;-;-;-
ENG;18660211;-;-;-;890.6;2.8;2.5;-;-;-;-
ENG;18660212;-;-;-;887.4;3.4;0.7;-;-;-;-
ENG;18660213;-;-;-;891.4;34.1;-1.1;-;-;-;-
ENG;18660214;-;-;-;894.8;1.8;-4.3;-;-;-;-
ENG;18660215;-;-;-;889.6;0;-2.7;-;-;-;-
ENG;18660216;-;-;-;896.5;3.2;-0.4;-;-;-;-
ENG;18660217;-;-;-;898.3;0;0;-;-;-;-
ENG;18660218;-;-;-;894.8;0;2.5;-;-;-;-
ENG;18660219;-;-;-;894.1;0;1.8;-;-;-;-
ENG;18660220;-;-;-;892.7;3.5;-0.6;-;-;-;-
ENG;18660221;-;-;-;895.1;0;1.4;-;-;-;-
ENG;18660222;-;-;-;900.7;0;0.8;-;-;-;-
ENG;18660223;-;-;-;899.2;0;0.4;-;-;-;-
ENG;18660224;-;-;-;894.7;2.3;-0.3;-;-;-;-
ENG;18660225;-;-;-;893.5;4.5;-4.3;-;-;-;-
ENG;18660226;-;-;-;885.3;0;-3.8;-;-;-;-
ENG;18660227;-;-;-;883.1;0;4.5;-;-;-;-
ENG;18660228;-;-;-;874.6;0;4;-;-;-;-
ENG;18660301;-;-;-;882.5;0;2.3;-;-;-;-
ENG;18660302;-;-;-;884.9;0;3.7;-;-;-;-
ENG;18660303;-;-;-;881.7;0;0.5;-;-;-;-
ENG;18660304;-;-;-;887.7;0;2.3;-;-;-;-
ENG;18660305;-;-;-;886.5;0;2.4;-;-;-;-
ENG;18660306;-;-;-;884.1;14;0.6;-;-;-;-
ENG;18660307;-;-;-;883;0;1.2;-;-;-;-
ENG;18660308;-;-;-;881.3;8.1;0.3;-;-;-;-
ENG;18660309;-;-;-;884.1;13.5;-1.9;-;-;-;-
ENG;18660310;-;-;-;892.1;16.7;-1.5;-;-;-;-
ENG;18660311;-;-;-;901.5;0;-2;-;-;-;-
ENG;18660312;-;-;-;898.3;0;-3.2;-;-;-;-
ENG;18660313;-;-;-;883.5;0;-0.8;-;-;-;-
ENG;18660314;-;-;-;878.4;9.7;-2.9;-;-;-;-
ENG;18660315;-;-;-;882.1;1.6;-6.2;-;-;-;-
ENG;18660316;-;-;-;883.7;0;3.6;-;-;-;-
ENG;18660317;-;-;-;882.8;0;3.6;-;-;-;-
ENG;18660318;-;-;-;881.4;0.6;2.2;-;-;-;-
ENG;18660319;-;-;-;873;0;4.5;-;-;-;-
ENG;18660320;-;-;-;877.5;0;2.5;-;-;-;-
ENG;18660321;-;-;-;877.8;0;1.8;-;-;-;-
ENG;18660322;-;-;-;886.2;0;0.6;-;-;-;-
ENG;18660323;-;-;-;897;7.8;-2.4;-;-;-;-
ENG;18660324;-;-;-;887.5;0;3.8;-;-;-;-
ENG;18660325;-;-;-;892.6;11.2;1.6;-;-;-;-
ENG;18660326;-;-;-;905.6;17.3;1.6;-;-;-;-
ENG;18660327;-;-;-;905.4;0;2.3;-;-;-;-
ENG;18660328;-;-;-;905.2;3;2.7;-;-;-;-
ENG;18660329;-;-;-;905;2.1;2.4;-;-;-;-
ENG;18660330;-;-;-;905.1;0;4.6;-;-;-;-
ENG;18660331;-;-;-;897.2;3.8;4;-;-;-;-
ENG;18660401;-;-;-;887.7;9.2;1.9;-;-;-;-
ENG;18660402;-;-;-;884.1;9.9;0.2;-;-;-;-
ENG;18660403;-;-;-;887.8;15.2;1.4;-;-;-;-
ENG;18660404;-;-;-;891.8;0;2.2;-;-;-;-
ENG;18660405;-;-;-;894.3;0;3.7;-;-;-;-
ENG;18660406;-;-;-;892.7;2.2;4.1;-;-;-;-
ENG;18660407;-;-;-;897.3;0;9.4;-;-;-;-
ENG;18660408;-;-;-;897.2;0;9.1;-;-;-;-
ENG;18660409;-;-;-;897.6;0;5.4;-;-;-;-
ENG;18660410;-;-;-;898.9;7.6;4.4;-;-;-;-
ENG;18660411;-;-;-;896.7;0;6.9;-;-;-;-
ENG;18660412;-;-;-;900.3;3.6;6.1;-;-;-;-
ENG;18660413;-;-;-;903;0;9;-;-;-;-
ENG;18660414;-;-;-;901;0;8.5;-;-;-;-
ENG;18660415;-;-;-;909.8;30.3;3.3;-;-;-;-
ENG;18660416;-;-;-;906.6;0;5.3;-;-;-;-
ENG;18660417;-;-;-;903.1;0;10.2;-;-;-;-
ENG;18660418;-;-;-;899.6;0;9.1;-;-;-;-
ENG;18660419;-;-;-;899.4;5.6;9.4;-;-;-;-
ENG;18660420;-;-;-;899.1;1.7;7.3;-;-;-;-
ENG;18660421;-;-;-;902.4;19.2;3.3;-;-;-;-
ENG;18660422;-;-;-;903.6;22.3;2.6;-;-;-;-
ENG;18660423;-;-;-;900.4;6.7;1.7;-;-;-;-
ENG;18660424;-;-;-;902.5;0;3.5;-;-;-;-
ENG;18660425;-;-;-;902.2;0;7;-;-;-;-
ENG;18660426;-;-;-;900.9;0;8.8;-;-;-;-
