stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Maximaltemperatur (¡C);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Relative Luftfeuchtigkeit (%)
ANT;18830110;-;-;-;-;-;-;0;0.1;-;-
ANT;18830111;-;-;-;-;-;-;1;-0.1;-;-
ANT;18830112;-;-;-;-;-;-;0;0.2;-;-
ANT;18830113;-;-;-;-;-;-;12;0.8;-;-
ANT;18830114;-;-;-;-;-;-;0;3;-;-
ANT;18830115;-;-;-;-;-;-;0;2.9;-;-
ANT;18830116;-;-;-;-;-;-;21;-2.7;-;-
ANT;18830117;-;-;-;-;-;-;0;-2.1;-;-
ANT;18830118;-;-;-;-;-;-;0;-8.9;-;-
ANT;18830119;-;-;-;-;-;-;0;-9.7;-;-
ANT;18830120;-;-;-;-;-;-;0;-6.3;-;-
ANT;18830121;-;-;-;-;-;-;0;-9;-;-
ANT;18830122;-;-;-;-;-;-;0;-9.4;-;-
ANT;18830123;-;-;-;-;-;-;0;-11.3;-;-
ANT;18830124;-;-;-;-;-;-;0;-13.7;-;-
ANT;18830125;-;-;-;-;-;-;0;-13;-;-
ANT;18830126;-;-;-;-;-;-;4;-7.4;-;-
ANT;18830127;-;-;-;-;-;-;21;-5.9;-;-
ANT;18830128;-;-;-;-;-;-;15;-4.4;-;-
ANT;18830129;-;-;-;-;-;-;0;2.4;-;-
ANT;18830130;-;-;-;-;-;-;0;-0.9;-;-
ANT;18830131;-;-;-;-;-;-;1;-2;-;-
ANT;18830201;-;-;-;-;-;-;0;-2.1;-;-
ANT;18830202;-;-;-;-;-;-;0;0.5;-;-
ANT;18830203;-;-;-;-;-;-;0;1.4;-;-
ANT;18830204;-;-;-;-;-;-;2;-1.8;-;-
ANT;18830205;-;-;-;-;-;-;0;-4.7;-;-
ANT;18830206;-;-;-;-;-;-;0;-10.1;-;-
ANT;18830207;-;-;-;-;-;-;0;-10;-;-
ANT;18830208;-;-;-;-;-;-;0;0;-;-
ANT;18830209;-;-;-;-;-;-;0;0.8;-;-
ANT;18830210;-;-;-;-;-;-;0;0.7;-;-
ANT;18830211;-;-;-;-;-;-;3;-0.9;-;-
ANT;18830212;-;-;-;-;-;-;0;-2;-;-
ANT;18830213;-;-;-;-;-;-;0;-0.2;-;-
ANT;18830214;-;-;-;-;-;-;0;-1.5;-;-
ANT;18830215;-;-;-;-;-;-;0;-2.2;-;-
ANT;18830216;-;-;-;-;-;-;9;-3;-;-
ANT;18830217;-;-;-;-;-;-;0;-6.1;-;-
ANT;18830218;-;-;-;-;-;-;0;-7.7;-;-
ANT;18830219;-;-;-;-;-;-;2;-3.3;-;-
ANT;18830220;-;-;-;-;-;-;0;-4.9;-;-
ANT;18830221;-;-;-;-;-;-;0;-5.9;-;-
ANT;18830222;-;-;-;-;-;-;0;-0.5;-;-
ANT;18830223;-;-;-;-;-;-;0;1;-;-
ANT;18830224;-;-;-;-;-;-;0;1.1;-;-
ANT;18830225;-;-;-;-;-;-;0;-3.2;-;-
ANT;18830226;-;-;-;-;-;-;0;-0.7;-;-
ANT;18830227;-;-;-;-;-;-;0;-3.3;-;-
ANT;18830228;-;-;-;-;-;-;0;0.1;-;-
ANT;18830301;-;-;-;-;-;-;5;-2;-;-
ANT;18830302;-;-;-;-;-;-;0;-3.9;-;-
ANT;18830303;-;-;-;-;-;-;0;-8.8;-;-
ANT;18830304;-;-;-;-;-;-;0;-8.1;-;-
ANT;18830305;-;-;-;-;-;-;0;-6.4;-;-
ANT;18830306;-;-;-;-;-;-;18;-7.1;-;-
ANT;18830307;-;-;-;-;-;-;1;-8.9;-;-
ANT;18830308;-;-;-;-;-;-;10;-11.1;-;-
ANT;18830309;-;-;-;-;-;-;0;-7.1;-;-
ANT;18830310;-;-;-;-;-;-;5;-10.3;-;-
ANT;18830311;-;-;-;-;-;-;10;-12;-;-
ANT;18830312;-;-;-;-;-;-;21;-10.6;-;-
ANT;18830313;-;-;-;-;-;-;22;-10.9;-;-
ANT;18830314;-;-;-;-;-;-;0;-5.6;-;-
ANT;18830315;-;-;-;-;-;-;0;-4.2;-;-
ANT;18830316;-;-;-;-;-;-;0;-2.8;-;-
ANT;18830317;-;-;-;-;-;-;0;-5.1;-;-
ANT;18830318;-;-;-;-;-;-;0;-0.3;-;-
ANT;18830319;-;-;-;-;-;-;0;1.3;-;-
ANT;18830320;-;-;-;-;-;-;2;0.9;-;-
ANT;18830321;-;-;-;-;-;-;1;0.5;-;-
ANT;18830322;-;-;-;-;-;-;0;-4.6;-;-
ANT;18830323;-;-;-;-;-;-;0;-1.8;-;-
ANT;18830324;-;-;-;-;-;-;1;-1.7;-;-
ANT;18830325;-;-;-;-;-;-;0;-1.5;-;-
ANT;18830326;-;-;-;-;-;-;0;-0.4;-;-
ANT;18830327;-;-;-;-;-;-;2;-4.3;-;-
ANT;18830328;-;-;-;-;-;-;6;-6.4;-;-
ANT;18830329;-;-;-;-;-;-;0;-6.1;-;-
ANT;18830330;-;-;-;-;-;-;0;-0.4;-;-
ANT;18830331;-;-;-;-;-;-;0;2.4;-;-
ANT;18830401;-;-;-;-;-;-;0;3.2;-;-
ANT;18830402;-;-;-;-;-;-;0;3;-;-
ANT;18830403;-;-;-;-;-;-;0;3.2;-;-
ANT;18830404;-;-;-;-;-;-;0;3.3;-;-
ANT;18830405;-;-;-;-;-;-;0;2.3;-;-
ANT;18830406;-;-;-;-;-;-;2;2;-;-
ANT;18830407;-;-;-;-;-;-;0;-2.7;-;-
ANT;18830408;-;-;-;-;-;-;0;-2.5;-;-
ANT;18830409;-;-;-;-;-;-;0;-1.8;-;-
ANT;18830410;-;-;-;-;-;-;9;-2.8;-;-
ANT;18830411;-;-;-;-;-;-;1;-2.8;-;-
ANT;18830412;-;-;-;-;-;-;0;-2.8;-;-
ANT;18830413;-;-;-;-;-;-;0;-2.1;-;-
ANT;18830414;-;-;-;-;-;-;1;-0.7;-;-
ANT;18830415;-;-;-;-;-;-;0;0.8;-;-
ANT;18830416;-;-;-;-;-;-;0;1.6;-;-
ANT;18830417;-;-;-;-;-;-;0;3.8;-;-
ANT;18830418;-;-;-;-;-;-;0;4.4;-;-
ANT;18830419;-;-;-;-;-;-;0;5.4;-;-
ANT;18830420;-;-;-;-;-;-;10;2;-;-
ANT;18830421;-;-;-;-;-;-;2;0.3;-;-
ANT;18830422;-;-;-;-;-;-;0;-1.8;-;-
ANT;18830423;-;-;-;-;-;-;0;0;-;-
ANT;18830424;-;-;-;-;-;-;23;-0.7;-;-
ANT;18830425;-;-;-;-;-;-;0;-2.8;-;-
ANT;18830426;-;-;-;-;-;-;0;1;-;-
ANT;18830427;-;-;-;-;-;-;0;3.9;-;-
ANT;18830428;-;-;-;-;-;-;0;5.4;-;-
ANT;18830429;-;-;-;-;-;-;13;4.1;-;-
ANT;18830430;-;-;-;-;-;-;0;2.5;-;-
ANT;18830501;-;-;-;-;-;-;2;4.6;-;-
ANT;18830502;-;-;-;-;-;-;0;0.6;-;-
ANT;18830503;-;-;-;-;-;-;0;1.8;-;-
ANT;18830504;-;-;-;-;-;-;0;4.8;-;-
ANT;18830505;-;-;-;-;-;-;0;4.8;-;-
ANT;18830506;-;-;-;-;-;-;0;4.8;-;-
ANT;18830507;-;-;-;-;-;-;0;7.3;-;-
ANT;18830508;-;-;-;-;-;-;0;7;-;-
ANT;18830509;-;-;-;-;-;-;21;5.4;-;-
ANT;18830510;-;-;-;-;-;-;61;-1.6;-;-
ANT;18830511;-;-;-;-;-;-;0;-0.8;-;-
ANT;18830512;-;-;-;-;-;-;4;1.6;-;-
ANT;18830513;-;-;-;-;-;-;0;5.7;-;-
ANT;18830514;-;-;-;-;-;-;0;7.8;-;-
ANT;18830515;-;-;-;-;-;-;0;9.3;-;-
ANT;18830516;-;-;-;-;-;-;0;9.5;-;-
ANT;18830517;-;-;-;-;-;-;0;9.4;-;-
ANT;18830518;-;-;-;-;-;-;0;9.7;-;-
ANT;18830519;-;-;-;-;-;-;15;7;-;-
ANT;18830520;-;-;-;-;-;-;18;0.3;-;-
ANT;18830521;-;-;-;-;-;-;0;2.8;-;-
ANT;18830522;-;-;-;-;-;-;0;6;-;-
ANT;18830523;-;-;-;-;-;-;0;9.5;-;-
ANT;18830524;-;-;-;-;-;-;0;10.3;-;-
ANT;18830525;-;-;-;-;-;-;0;11;-;-
ANT;18830526;-;-;-;-;-;-;0;12.6;-;-
ANT;18830527;-;-;-;-;-;-;2;9.4;-;-
ANT;18830528;-;-;-;-;-;-;1;10.9;-;-
ANT;18830529;-;-;-;-;-;-;0;10.8;-;-
ANT;18830530;-;-;-;-;-;-;13;10.4;-;-
ANT;18830531;-;-;-;-;-;-;0;9.1;-;-
ANT;18830601;-;-;-;-;-;-;0;11.5;-;-
ANT;18830602;-;-;-;-;-;-;8;10.8;-;-
ANT;18830603;-;-;-;-;-;-;0;12.4;-;-
ANT;18830604;-;-;-;-;-;-;0;13.3;-;-
ANT;18830605;-;-;-;-;-;-;15;12.6;-;-
ANT;18830606;-;-;-;-;-;-;0;9.1;-;-
ANT;18830607;-;-;-;-;-;-;0;11.3;-;-
ANT;18830608;-;-;-;-;-;-;11;11.1;-;-
ANT;18830609;-;-;-;-;-;-;17;8;-;-
ANT;18830610;-;-;-;-;-;-;0;8.6;-;-
ANT;18830611;-;-;-;-;-;-;12;8.4;-;-
ANT;18830612;-;-;-;-;-;-;21;7.2;-;-
ANT;18830613;-;-;-;-;-;-;0;7.8;-;-
ANT;18830614;-;-;-;-;-;-;2;11;-;-
ANT;18830615;-;-;-;-;-;-;0;11;-;-
ANT;18830616;-;-;-;-;-;-;0;9;-;-
ANT;18830617;-;-;-;-;-;-;9;4.3;-;-
ANT;18830618;-;-;-;-;-;-;41;3.5;-;-
ANT;18830619;-;-;-;-;-;-;0;3.2;-;-
ANT;18830620;-;-;-;-;-;-;0;6.2;-;-
ANT;18830621;-;-;-;-;-;-;11;7.6;-;-
ANT;18830622;-;-;-;-;-;-;0;3.3;-;-
ANT;18830623;-;-;-;-;-;-;0;8.5;-;-
ANT;18830624;-;-;-;-;-;-;0;10.6;-;-
ANT;18830625;-;-;-;-;-;-;0;12.6;-;-
ANT;18830626;-;-;-;-;-;-;0;11.4;-;-
ANT;18830627;-;-;-;-;-;-;0;10.8;-;-
ANT;18830628;-;-;-;-;-;-;0;12.8;-;-
ANT;18830629;-;-;-;-;-;-;0;15.5;-;-
ANT;18830630;-;-;-;-;-;-;0;13.6;-;-
ANT;18830701;-;-;-;-;-;-;0;14;-;-
ANT;18830702;-;-;-;-;-;-;0;13.8;-;-
ANT;18830703;-;-;-;-;-;-;0;14.3;-;-
ANT;18830704;-;-;-;-;-;-;1;14.3;-;-
ANT;18830705;-;-;-;-;-;-;0;15.2;-;-
ANT;18830706;-;-;-;-;-;-;0;16.8;-;-
ANT;18830707;-;-;-;-;-;-;0;13.4;-;-
ANT;18830708;-;-;-;-;-;-;0;15.5;-;-
ANT;18830709;-;-;-;-;-;-;0;16.3;-;-
ANT;18830710;-;-;-;-;-;-;5;13.4;-;-
ANT;18830711;-;-;-;-;-;-;0;16.4;-;-
ANT;18830712;-;-;-;-;-;-;0;17.9;-;-
ANT;18830713;-;-;-;-;-;-;6;18.9;-;-
ANT;18830714;-;-;-;-;-;-;30;9.7;-;-
ANT;18830715;-;-;-;-;-;-;0;6.8;-;-
ANT;18830716;-;-;-;-;-;-;2;3.9;-;-
ANT;18830717;-;-;-;-;-;-;0;7.2;-;-
ANT;18830718;-;-;-;-;-;-;0;6.5;-;-
ANT;18830719;-;-;-;-;-;-;0;8.1;-;-
ANT;18830720;-;-;-;-;-;-;25;11.8;-;-
ANT;18830721;-;-;-;-;-;-;0;10.1;-;-
ANT;18830722;-;-;-;-;-;-;0;6.1;-;-
ANT;18830723;-;-;-;-;-;-;0;5.7;-;-
ANT;18830724;-;-;-;-;-;-;0;8.1;-;-
ANT;18830725;-;-;-;-;-;-;0;6.1;-;-
ANT;18830726;-;-;-;-;-;-;0;8.1;-;-
ANT;18830727;-;-;-;-;-;-;3;7.4;-;-
ANT;18830728;-;-;-;-;-;-;0;6.4;-;-
ANT;18830729;-;-;-;-;-;-;0;7.5;-;-
ANT;18830730;-;-;-;-;-;-;3;10.5;-;-
ANT;18830731;-;-;-;-;-;-;0;8.2;-;-
ANT;18830801;-;-;-;-;-;-;0;9.4;-;-
ANT;18830802;-;-;-;-;-;-;0;9.6;-;-
ANT;18830803;-;-;-;-;-;-;0;9.5;-;-
ANT;18830804;-;-;-;-;-;-;10;6.5;-;-
ANT;18830805;-;-;-;-;-;-;0;6.3;-;-
ANT;18830806;-;-;-;-;-;-;0;11.4;-;-
ANT;18830807;-;-;-;-;-;-;13;8.8;-;-
ANT;18830808;-;-;-;-;-;-;0;10.6;-;-
ANT;18830809;-;-;-;-;-;-;8;12.8;-;-
ANT;18830810;-;-;-;-;-;-;0;8.9;-;-
ANT;18830811;-;-;-;-;-;-;0;9.2;-;-
ANT;18830812;-;-;-;-;-;-;0;9.6;-;-
ANT;18830813;-;-;-;-;-;-;0;13.5;-;-
ANT;18830814;-;-;-;-;-;-;0;17.3;-;-
ANT;18830815;-;-;-;-;-;-;18;11.9;-;-
ANT;18830816;-;-;-;-;-;-;9;5.3;-;-
ANT;18830817;-;-;-;-;-;-;0;6;-;-
ANT;18830818;-;-;-;-;-;-;0;8.1;-;-
ANT;18830819;-;-;-;-;-;-;0;10.4;-;-
ANT;18830820;-;-;-;-;-;-;0;11.9;-;-
ANT;18830821;-;-;-;-;-;-;0;12.4;-;-
ANT;18830822;-;-;-;-;-;-;0;12.1;-;-
ANT;18830823;-;-;-;-;-;-;0;13.4;-;-
ANT;18830824;-;-;-;-;-;-;0;13.5;-;-
ANT;18830825;-;-;-;-;-;-;0;13.3;-;-
ANT;18830826;-;-;-;-;-;-;0;13.6;-;-
ANT;18830827;-;-;-;-;-;-;0;15;-;-
ANT;18830828;-;-;-;-;-;-;0;13.4;-;-
ANT;18830829;-;-;-;-;-;-;0;14.9;-;-
ANT;18830830;-;-;-;-;-;-;0;13.6;-;-
ANT;18830831;-;-;-;-;-;-;0;13.1;-;-
ANT;18830901;-;-;-;-;-;-;10;12.3;-;-
ANT;18830902;-;-;-;-;-;-;20;9.2;-;-
ANT;18830903;-;-;-;-;-;-;0;10;-;-
ANT;18830904;-;-;-;-;-;-;0;8;-;-
ANT;18830905;-;-;-;-;-;-;15;5.8;-;-
ANT;18830906;-;-;-;-;-;-;0;4.3;-;-
ANT;18830907;-;-;-;-;-;-;0;6.1;-;-
ANT;18830908;-;-;-;-;-;-;0;7.8;-;-
ANT;18830909;-;-;-;-;-;-;0;10.4;-;-
ANT;18830910;-;-;-;-;-;-;0;4.8;-;-
ANT;18830911;-;-;-;-;-;-;0;8.5;-;-
ANT;18830912;-;-;-;-;-;-;0;9.2;-;-
ANT;18830913;-;-;-;-;-;-;20;8.4;-;-
ANT;18830914;-;-;-;-;-;-;0;8.4;-;-
ANT;18830915;-;-;-;-;-;-;0;11.8;-;-
ANT;18830916;-;-;-;-;-;-;0;12.1;-;-
ANT;18830917;-;-;-;-;-;-;0;8.3;-;-
ANT;18830918;-;-;-;-;-;-;0;11.2;-;-
ANT;18830919;-;-;-;-;-;-;0;9.9;-;-
ANT;18830920;-;-;-;-;-;-;0;10.6;-;-
ANT;18830921;-;-;-;-;-;-;24;9.7;-;-
ANT;18830922;-;-;-;-;-;-;25;9.1;-;-
ANT;18830923;-;-;-;-;-;-;0;4.7;-;-
ANT;18830924;-;-;-;-;-;-;0;6.2;-;-
ANT;18830925;-;-;-;-;-;-;0;6.1;-;-
ANT;18830926;-;-;-;-;-;-;0;11.4;-;-
ANT;18830927;-;-;-;-;-;-;23;9.3;-;-
ANT;18830928;-;-;-;-;-;-;0;5.6;-;-
ANT;18830929;-;-;-;-;-;-;0;5.5;-;-
ANT;18830930;-;-;-;-;-;-;0;3.9;-;-
ANT;18831001;-;-;-;-;-;-;0;3.7;-;-
ANT;18831002;-;-;-;-;-;-;0;1.8;-;-
ANT;18831003;-;-;-;-;-;-;0;0.2;-;-
ANT;18831004;-;-;-;-;-;-;0;0.3;-;-
ANT;18831005;-;-;-;-;-;-;0;-1.1;-;-
ANT;18831006;-;-;-;-;-;-;0;-0.4;-;-
ANT;18831007;-;-;-;-;-;-;0;-0.2;-;-
ANT;18831008;-;-;-;-;-;-;0;2.9;-;-
ANT;18831009;-;-;-;-;-;-;0;4.8;-;-
ANT;18831010;-;-;-;-;-;-;0;7.5;-;-
ANT;18831011;-;-;-;-;-;-;0;5;-;-
ANT;18831012;-;-;-;-;-;-;0;2.9;-;-
ANT;18831013;-;-;-;-;-;-;0;2.9;-;-
ANT;18831014;-;-;-;-;-;-;0;3.7;-;-
ANT;18831015;-;-;-;-;-;-;0;4.2;-;-
ANT;18831016;-;-;-;-;-;-;0;7.6;-;-
ANT;18831017;-;-;-;-;-;-;0;7.4;-;-
ANT;18831018;-;-;-;-;-;-;0;4.8;-;-
ANT;18831019;-;-;-;-;-;-;0;5.4;-;-
ANT;18831020;-;-;-;-;-;-;0;7.8;-;-
ANT;18831021;-;-;-;-;-;-;0;1.9;-;-
ANT;18831022;-;-;-;-;-;-;32;-0.1;-;-
ANT;18831023;-;-;-;-;-;-;0;-1.7;-;-
ANT;18831024;-;-;-;-;-;-;0;-1.1;-;-
ANT;18831025;-;-;-;-;-;-;0;3.2;-;-
ANT;18831026;-;-;-;-;-;-;0;1.3;-;-
ANT;18831027;-;-;-;-;-;-;0;2.3;-;-
ANT;18831028;-;-;-;-;-;-;0;3;-;-
ANT;18831029;-;-;-;-;-;-;0;3.5;-;-
ANT;18831030;-;-;-;-;-;-;0;4.9;-;-
ANT;18831031;-;-;-;-;-;-;0;4.8;-;-
ANT;18831101;-;-;-;-;-;-;0;2.9;-;-
ANT;18831102;-;-;-;-;-;-;0;0.2;-;-
ANT;18831103;-;-;-;-;-;-;0;1.9;-;-
ANT;18831104;-;-;-;-;-;-;0;3.3;-;-
ANT;18831105;-;-;-;-;-;-;0;1.8;-;-
ANT;18831106;-;-;-;-;-;-;0;3.3;-;-
ANT;18831107;-;-;-;-;-;-;0;5.3;-;-
ANT;18831108;-;-;-;-;-;-;6;1.8;-;-
ANT;18831109;-;-;-;-;-;-;0;0.7;-;-
ANT;18831110;-;-;-;-;-;-;0;1.8;-;-
ANT;18831111;-;-;-;-;-;-;3;-4.8;-;-
ANT;18831112;-;-;-;-;-;-;2;0.1;-;-
ANT;18831113;-;-;-;-;-;-;12;-4.7;-;-
ANT;18831114;-;-;-;-;-;-;0;-5.4;-;-
ANT;18831115;-;-;-;-;-;-;0;-5.3;-;-
ANT;18831116;-;-;-;-;-;-;0;-3.4;-;-
ANT;18831117;-;-;-;-;-;-;0;-3.6;-;-
ANT;18831118;-;-;-;-;-;-;0;-0.8;-;-
ANT;18831119;-;-;-;-;-;-;0;-1.8;-;-
ANT;18831120;-;-;-;-;-;-;0;-1.8;-;-
ANT;18831121;-;-;-;-;-;-;0;-4.8;-;-
ANT;18831122;-;-;-;-;-;-;0;-1.6;-;-
ANT;18831123;-;-;-;-;-;-;0;-2.4;-;-
ANT;18831124;-;-;-;-;-;-;0;-5.1;-;-
ANT;18831125;-;-;-;-;-;-;0;-1;-;-
ANT;18831126;-;-;-;-;-;-;5;1.2;-;-
ANT;18831127;-;-;-;-;-;-;6;-1.8;-;-
ANT;18831128;-;-;-;-;-;-;0;-5.3;-;-
ANT;18831129;-;-;-;-;-;-;0;-2.9;-;-
ANT;18831130;-;-;-;-;-;-;0;-4.5;-;-
ANT;18831201;-;-;-;-;-;-;0;-4.9;-;-
ANT;18831202;-;-;-;-;-;-;0;-3.8;-;-
ANT;18831203;-;-;-;-;-;-;0;-3;-;-
ANT;18831204;-;-;-;-;-;-;36;-5.2;-;-
ANT;18831205;-;-;-;-;-;-;26;-8.8;-;-
ANT;18831206;-;-;-;-;-;-;0;-9.3;-;-
ANT;18831207;-;-;-;-;-;-;0;-15;-;-
ANT;18831208;-;-;-;-;-;-;0;-16.9;-;-
ANT;18831209;-;-;-;-;-;-;0;-3.6;-;-
ANT;18831210;-;-;-;-;-;-;0;-5.1;-;-
ANT;18831211;-;-;-;-;-;-;0;-4.4;-;-
ANT;18831212;-;-;-;-;-;-;30;-3.5;-;-
ANT;18831213;-;-;-;-;-;-;32;-4.9;-;-
ANT;18831214;-;-;-;-;-;-;0;-0.6;-;-
ANT;18831215;-;-;-;-;-;-;0;0.5;-;-
ANT;18831216;-;-;-;-;-;-;15;-1.7;-;-
ANT;18831217;-;-;-;-;-;-;20;-7.8;-;-
ANT;18831218;-;-;-;-;-;-;0;-13.2;-;-
ANT;18831219;-;-;-;-;-;-;12;-7.5;-;-
ANT;18831220;-;-;-;-;-;-;0;-4.6;-;-
ANT;18831221;-;-;-;-;-;-;0;-6.9;-;-
ANT;18831222;-;-;-;-;-;-;0;-6.8;-;-
ANT;18831223;-;-;-;-;-;-;0;-7.4;-;-
ANT;18831224;-;-;-;-;-;-;0;-10.7;-;-
ANT;18831225;-;-;-;-;-;-;0;-4.5;-;-
ANT;18831226;-;-;-;-;-;-;0;-6.1;-;-
ANT;18831227;-;-;-;-;-;-;0;-6.5;-;-
ANT;18831228;-;-;-;-;-;-;0;-7.6;-;-
ANT;18831229;-;-;-;-;-;-;0;-6.8;-;-
ANT;18831230;-;-;-;-;-;-;0;-3;-;-
ANT;18831231;-;-;-;-;-;-;0;-2.3;-;-
ANT;18840101;-;-;-;-;-;-;0;-2.2;-;-
ANT;18840102;-;-;-;-;-;-;0;-2.9;-;-
ANT;18840103;-;-;-;-;-;-;0;-1.1;-;-
ANT;18840104;-;-;-;-;-;-;0;-0.8;-;-
ANT;18840105;-;-;-;-;-;-;0;-6.6;-;-
ANT;18840106;-;-;-;-;-;-;0;1.9;-;-
ANT;18840107;-;-;-;-;-;-;0;-1.1;-;-
ANT;18840108;-;-;-;-;-;-;0;-2.7;-;-
ANT;18840109;-;-;-;-;-;-;0;-8.4;-;-
ANT;18840110;-;-;-;-;-;-;0;-7;-;-
ANT;18840111;-;-;-;-;-;-;0;0.9;-;-
ANT;18840112;-;-;-;-;-;-;1;-5.4;-;-
ANT;18840113;-;-;-;-;-;-;1.7;-5.9;-;-
ANT;18840114;-;-;-;-;-;-;0.7;-4.1;-;-
ANT;18840115;-;-;-;-;-;-;2.6;-3.3;-;-
ANT;18840116;-;-;-;-;-;-;0;-2.5;-;-
ANT;18840117;-;-;-;-;-;-;0;-7.9;-;-
ANT;18840118;-;-;-;-;-;-;0;-7.8;-;-
ANT;18840119;-;-;-;-;-;-;0;-7.1;-;-
ANT;18840120;-;-;-;-;-;-;0;-8.2;-;-
ANT;18840121;-;-;-;-;-;-;0;-8.3;-;-
ANT;18840122;-;-;-;-;-;-;0;-6.2;-;-
ANT;18840123;-;-;-;-;-;-;0;-1;-;-
ANT;18840124;-;-;-;-;-;-;0;-2;-;-
ANT;18840125;-;-;-;-;-;-;0;-7.8;-;-
ANT;18840126;-;-;-;-;-;-;0;-4.5;-;-
ANT;18840127;-;-;-;-;-;-;0;-4.1;-;-
ANT;18840128;-;-;-;-;-;-;5.7;-4.1;-;-
ANT;18840129;-;-;-;-;-;-;0.7;-2.5;-;-
ANT;18840130;-;-;-;-;-;-;0;-2.6;-;-
ANT;18840131;-;-;-;-;-;-;0;1.5;-;-
ANT;18840201;-;-;-;-;-;-;0;1.1;-;-
ANT;18840202;-;-;-;-;-;-;0;-1.4;-;-
ANT;18840203;-;-;-;-;-;-;0;-5.9;-;-
ANT;18840204;-;-;-;-;-;-;0;-9;-;-
ANT;18840205;-;-;-;-;-;-;0;-6.6;-;-
ANT;18840206;-;-;-;-;-;-;0;-3.6;-;-
ANT;18840207;-;-;-;-;-;-;0;-4.9;-;-
ANT;18840208;-;-;-;-;-;-;0;0;-;-
ANT;18840209;-;-;-;-;-;-;0;0.3;-;-
ANT;18840210;-;-;-;-;-;-;0;0.2;-;-
ANT;18840211;-;-;-;-;-;-;0;2.1;-;-
ANT;18840212;-;-;-;-;-;-;0;2.4;-;-
ANT;18840213;-;-;-;-;-;-;0;-0.1;-;-
ANT;18840214;-;-;-;-;-;-;0;-3.9;-;-
ANT;18840215;-;-;-;-;-;-;0;-3.5;-;-
ANT;18840216;-;-;-;-;-;-;0;-4.7;-;-
ANT;18840217;-;-;-;-;-;-;6.1;-2;-;-
ANT;18840218;-;-;-;-;-;-;0;-5.3;-;-
ANT;18840219;-;-;-;-;-;-;0;-2.3;-;-
ANT;18840220;-;-;-;-;-;-;0;-5.9;-;-
ANT;18840221;-;-;-;-;-;-;0;-2.4;-;-
ANT;18840222;-;-;-;-;-;-;0;0.5;-;-
ANT;18840223;-;-;-;-;-;-;0;1.8;-;-
ANT;18840224;-;-;-;-;-;-;2.9;0.3;-;-
ANT;18840225;-;-;-;-;-;-;8.5;-3.2;-;-
ANT;18840226;-;-;-;-;-;-;7.1;-4;-;-
ANT;18840227;-;-;-;-;-;-;0;-6;-;-
ANT;18840228;-;-;-;-;-;-;0;-3.4;-;-
ANT;18840229;-;-;-;-;-;-;0;-0.9;-;-
ANT;18840301;-;-;-;-;-;-;0;-2.2;-;-
ANT;18840302;-;-;-;-;-;-;0;-5.4;-;-
ANT;18840303;-;-;-;-;-;-;0;-4.6;-;-
ANT;18840304;-;-;-;-;-;-;0;-5.5;-;-
ANT;18840305;-;-;-;-;-;-;0;-1.6;-;-
ANT;18840306;-;-;-;-;-;-;4.3;-2.6;-;-
ANT;18840307;-;-;-;-;-;-;1.4;-2.7;-;-
ANT;18840308;-;-;-;-;-;-;0;-4.3;-;-
ANT;18840309;-;-;-;-;-;-;0;-1.6;-;-
ANT;18840310;-;-;-;-;-;-;0;-2.6;-;-
ANT;18840311;-;-;-;-;-;-;0;1.5;-;-
ANT;18840312;-;-;-;-;-;-;0;3.5;-;-
ANT;18840313;-;-;-;-;-;-;0;2.6;-;-
ANT;18840314;-;-;-;-;-;-;0;1;-;-
ANT;18840315;-;-;-;-;-;-;0;3.3;-;-
ANT;18840316;-;-;-;-;-;-;0;3.4;-;-
ANT;18840317;-;-;-;-;-;-;0;3.5;-;-
ANT;18840318;-;-;-;-;-;-;0;1.9;-;-
ANT;18840319;-;-;-;-;-;-;0;2.9;-;-
ANT;18840320;-;-;-;-;-;-;7.4;4.1;-;-
ANT;18840321;-;-;-;-;-;-;2.1;-2.9;-;-
ANT;18840322;-;-;-;-;-;-;0.2;-4.6;-;-
ANT;18840323;-;-;-;-;-;-;1;-3;-;-
ANT;18840324;-;-;-;-;-;-;5.1;-4.4;-;-
ANT;18840325;-;-;-;-;-;-;0.3;-4.9;-;-
ANT;18840326;-;-;-;-;-;-;0;-2.8;-;-
ANT;18840327;-;-;-;-;-;-;0;0.1;-;-
ANT;18840328;-;-;-;-;-;-;0;0.3;-;-
ANT;18840329;-;-;-;-;-;-;0;1.5;-;-
ANT;18840330;-;-;-;-;-;-;0;3.3;-;-
ANT;18840331;-;-;-;-;-;-;0;4;-;-
ANT;18840401;-;-;-;-;-;-;0;3.5;-;-
ANT;18840402;-;-;-;-;-;-;0;4.6;-;-
ANT;18840403;-;-;-;-;-;-;0.4;4.9;-;-
ANT;18840404;-;-;-;-;-;-;0;4.5;-;-
ANT;18840405;-;-;-;-;-;-;0;4.5;-;-
ANT;18840406;-;-;-;-;-;-;1.8;6.8;-;-
ANT;18840407;-;-;-;-;-;-;2.7;4.3;-;-
ANT;18840408;-;-;-;-;-;-;1.4;0.3;-;-
ANT;18840409;-;-;-;-;-;-;0;1.5;-;-
