stn;time;" Globalstrahlung (W/m); Tagesmittel";Luftdruck auf Stationshoehe (hpa);Sonnenscheindauer (min);Maximaltemperatur (¡C);Gesamtschneehoehe (cm);Gesamtbewoelkung (min);Niederschlag (mm);Durchschnittstemperatur (¡C);Tiefsttemperatur (¡C);Relative Luftfeuchtigkeit (%)
ANT;18640101;-;-;-;-;-;-;-;-4.6;-;-
ANT;18640102;-;-;-;-;-;-;-;-14;-;-
ANT;18640103;-;-;-;-;-;-;-;-17;-;-
ANT;18640104;-;-;-;-;-;-;-;-16;-;-
ANT;18640105;-;-;-;-;-;-;-;-13.8;-;-
ANT;18640106;-;-;-;-;-;-;-;-13;-;-
ANT;18640107;-;-;-;-;-;-;-;-8.9;-;-
ANT;18640108;-;-;-;-;-;-;-;-4.2;-;-
ANT;18640109;-;-;-;-;-;-;-;-8.3;-;-
ANT;18640110;-;-;-;-;-;-;-;-14.7;-;-
ANT;18640111;-;-;-;-;-;-;-;-10.9;-;-
ANT;18640112;-;-;-;-;-;-;-;-13.6;-;-
ANT;18640113;-;-;-;-;-;-;-;-12.8;-;-
ANT;18640114;-;-;-;-;-;-;-;-14;-;-
ANT;18640115;-;-;-;-;-;-;-;-14.3;-;-
ANT;18640116;-;-;-;-;-;-;-;-14.3;-;-
ANT;18640117;-;-;-;-;-;-;-;-16.3;-;-
ANT;18640118;-;-;-;-;-;-;-;-9.9;-;-
ANT;18640119;-;-;-;-;-;-;-;-17.2;-;-
ANT;18640120;-;-;-;-;-;-;-;-15.1;-;-
ANT;18640121;-;-;-;-;-;-;-;-6.5;-;-
ANT;18640122;-;-;-;-;-;-;-;-9.4;-;-
ANT;18640123;-;-;-;-;-;-;-;-8.9;-;-
ANT;18640124;-;-;-;-;-;-;-;-2.7;-;-
ANT;18640125;-;-;-;-;-;-;-;-4.2;-;-
ANT;18640126;-;-;-;-;-;-;-;-10.6;-;-
ANT;18640127;-;-;-;-;-;-;-;-9.6;-;-
ANT;18640128;-;-;-;-;-;-;-;-3.9;-;-
ANT;18640129;-;-;-;-;-;-;-;-5.1;-;-
ANT;18640130;-;-;-;-;-;-;-;-15.7;-;-
ANT;18640131;-;-;-;-;-;-;-;-11.6;-;-
ANT;18640201;-;-;-;-;-;-;-;-7.9;-;-
ANT;18640202;-;-;-;-;-;-;-;-8.3;-;-
ANT;18640203;-;-;-;-;-;-;-;-6.5;-;-
ANT;18640204;-;-;-;-;-;-;-;-5.3;-;-
ANT;18640205;-;-;-;-;-;-;-;-7.8;-;-
ANT;18640206;-;-;-;-;-;-;-;-9.1;-;-
ANT;18640207;-;-;-;-;-;-;-;-9.1;-;-
ANT;18640208;-;-;-;-;-;-;-;-12;-;-
ANT;18640209;-;-;-;-;-;-;-;-19.8;-;-
ANT;18640210;-;-;-;-;-;-;-;-14.1;-;-
ANT;18640211;-;-;-;-;-;-;-;-9;-;-
ANT;18640212;-;-;-;-;-;-;-;-12.4;-;-
ANT;18640213;-;-;-;-;-;-;-;-1.1;-;-
ANT;18640214;-;-;-;-;-;-;-;0.2;-;-
ANT;18640215;-;-;-;-;-;-;-;2;-;-
ANT;18640216;-;-;-;-;-;-;-;-0.1;-;-
ANT;18640217;-;-;-;-;-;-;-;-4.2;-;-
ANT;18640218;-;-;-;-;-;-;-;-8.5;-;-
ANT;18640219;-;-;-;-;-;-;-;-13.8;-;-
ANT;18640220;-;-;-;-;-;-;-;-7;-;-
ANT;18640221;-;-;-;-;-;-;-;-1.3;-;-
ANT;18640222;-;-;-;-;-;-;-;-1.7;-;-
ANT;18640223;-;-;-;-;-;-;-;2.5;-;-
ANT;18640224;-;-;-;-;-;-;-;1.5;-;-
ANT;18640225;-;-;-;-;-;-;-;0.8;-;-
ANT;18640226;-;-;-;-;-;-;-;-0.7;-;-
ANT;18640227;-;-;-;-;-;-;-;-1.8;-;-
ANT;18640228;-;-;-;-;-;-;-;1.8;-;-
ANT;18640229;-;-;-;-;-;-;-;-0.3;-;-
ANT;18640301;-;-;-;-;-;-;-;-4;-;-
ANT;18640302;-;-;-;-;-;-;-;-4.1;-;-
ANT;18640303;-;-;-;-;-;-;-;-0.4;-;-
ANT;18640304;-;-;-;-;-;-;-;1.7;-;-
ANT;18640305;-;-;-;-;-;-;-;2;-;-
ANT;18640306;-;-;-;-;-;-;-;0.3;-;-
ANT;18640307;-;-;-;-;-;-;-;3.3;-;-
ANT;18640308;-;-;-;-;-;-;-;3.7;-;-
ANT;18640309;-;-;-;-;-;-;-;2.2;-;-
ANT;18640310;-;-;-;-;-;-;-;-2.7;-;-
ANT;18640311;-;-;-;-;-;-;-;-6.1;-;-
ANT;18640312;-;-;-;-;-;-;-;-2.7;-;-
ANT;18640313;-;-;-;-;-;-;-;-5.4;-;-
ANT;18640314;-;-;-;-;-;-;-;-3.9;-;-
ANT;18640315;-;-;-;-;-;-;-;-4.5;-;-
ANT;18640316;-;-;-;-;-;-;-;-0.2;-;-
ANT;18640317;-;-;-;-;-;-;-;-2.1;-;-
ANT;18640318;-;-;-;-;-;-;-;-2.1;-;-
ANT;18640319;-;-;-;-;-;-;-;-1.3;-;-
ANT;18640320;-;-;-;-;-;-;-;0.3;-;-
ANT;18640321;-;-;-;-;-;-;-;2.6;-;-
ANT;18640322;-;-;-;-;-;-;-;2.9;-;-
ANT;18640323;-;-;-;-;-;-;-;-0.3;-;-
ANT;18640324;-;-;-;-;-;-;-;-4.7;-;-
ANT;18640325;-;-;-;-;-;-;-;2.2;-;-
ANT;18640326;-;-;-;-;-;-;-;0.4;-;-
ANT;18640327;-;-;-;-;-;-;-;0.9;-;-
ANT;18640328;-;-;-;-;-;-;-;-4.8;-;-
ANT;18640329;-;-;-;-;-;-;-;-4.7;-;-
ANT;18640330;-;-;-;-;-;-;-;-5.7;-;-
ANT;18640331;-;-;-;-;-;-;-;-4.4;-;-
ANT;18640401;-;-;-;-;-;-;-;-2.4;-;-
ANT;18640402;-;-;-;-;-;-;-;-3.9;-;-
ANT;18640403;-;-;-;-;-;-;-;-3.7;-;-
ANT;18640404;-;-;-;-;-;-;-;1.4;-;-
ANT;18640405;-;-;-;-;-;-;-;-2.2;-;-
ANT;18640406;-;-;-;-;-;-;-;-4.2;-;-
ANT;18640407;-;-;-;-;-;-;-;-4.1;-;-
ANT;18640408;-;-;-;-;-;-;-;-7.3;-;-
ANT;18640409;-;-;-;-;-;-;-;-3.7;-;-
ANT;18640410;-;-;-;-;-;-;-;-3.5;-;-
ANT;18640411;-;-;-;-;-;-;-;0.5;-;-
ANT;18640412;-;-;-;-;-;-;-;0.9;-;-
ANT;18640413;-;-;-;-;-;-;-;2.7;-;-
ANT;18640414;-;-;-;-;-;-;-;3.3;-;-
ANT;18640415;-;-;-;-;-;-;-;2.2;-;-
ANT;18640416;-;-;-;-;-;-;-;1;-;-
ANT;18640417;-;-;-;-;-;-;-;-1.2;-;-
ANT;18640418;-;-;-;-;-;-;-;3;-;-
ANT;18640419;-;-;-;-;-;-;-;3;-;-
ANT;18640420;-;-;-;-;-;-;-;2.3;-;-
ANT;18640421;-;-;-;-;-;-;-;1.9;-;-
ANT;18640422;-;-;-;-;-;-;-;0;-;-
ANT;18640423;-;-;-;-;-;-;-;2.3;-;-
ANT;18640424;-;-;-;-;-;-;-;4.8;-;-
ANT;18640425;-;-;-;-;-;-;-;5.5;-;-
ANT;18640426;-;-;-;-;-;-;-;6.2;-;-
ANT;18640427;-;-;-;-;-;-;-;7.2;-;-
ANT;18640428;-;-;-;-;-;-;-;4.8;-;-
ANT;18640429;-;-;-;-;-;-;-;1.4;-;-
ANT;18640430;-;-;-;-;-;-;-;2.3;-;-
ANT;18640501;-;-;-;-;-;-;-;2.6;-;-
ANT;18640502;-;-;-;-;-;-;-;1.3;-;-
ANT;18640503;-;-;-;-;-;-;-;2.9;-;-
ANT;18640504;-;-;-;-;-;-;-;0.4;-;-
ANT;18640505;-;-;-;-;-;-;-;2;-;-
ANT;18640506;-;-;-;-;-;-;-;3.3;-;-
ANT;18640507;-;-;-;-;-;-;-;6.3;-;-
ANT;18640508;-;-;-;-;-;-;-;8.6;-;-
ANT;18640509;-;-;-;-;-;-;-;7.9;-;-
ANT;18640510;-;-;-;-;-;-;-;6.8;-;-
ANT;18640511;-;-;-;-;-;-;-;7;-;-
ANT;18640512;-;-;-;-;-;-;-;7.7;-;-
ANT;18640513;-;-;-;-;-;-;-;5.6;-;-
ANT;18640514;-;-;-;-;-;-;-;6.2;-;-
ANT;18640515;-;-;-;-;-;-;-;8.2;-;-
ANT;18640516;-;-;-;-;-;-;-;10;-;-
ANT;18640517;-;-;-;-;-;-;-;9.4;-;-
ANT;18640518;-;-;-;-;-;-;-;11.7;-;-
ANT;18640519;-;-;-;-;-;-;-;10.6;-;-
ANT;18640520;-;-;-;-;-;-;-;10.5;-;-
ANT;18640521;-;-;-;-;-;-;-;10.3;-;-
ANT;18640522;-;-;-;-;-;-;-;7.6;-;-
ANT;18640523;-;-;-;-;-;-;-;8.3;-;-
ANT;18640524;-;-;-;-;-;-;-;3.3;-;-
ANT;18640525;-;-;-;-;-;-;-;5.8;-;-
ANT;18640526;-;-;-;-;-;-;-;5;-;-
ANT;18640527;-;-;-;-;-;-;-;2.4;-;-
ANT;18640528;-;-;-;-;-;-;-;5.2;-;-
ANT;18640529;-;-;-;-;-;-;-;6.3;-;-
ANT;18640530;-;-;-;-;-;-;-;8.8;-;-
ANT;18640531;-;-;-;-;-;-;-;9.9;-;-
ANT;18640601;-;-;-;-;-;-;-;9.9;-;-
ANT;18640602;-;-;-;-;-;-;-;9;-;-
ANT;18640603;-;-;-;-;-;-;-;8;-;-
ANT;18640604;-;-;-;-;-;-;-;11;-;-
ANT;18640605;-;-;-;-;-;-;-;10.3;-;-
ANT;18640606;-;-;-;-;-;-;-;11.8;-;-
ANT;18640607;-;-;-;-;-;-;-;10.2;-;-
ANT;18640608;-;-;-;-;-;-;-;9.4;-;-
ANT;18640609;-;-;-;-;-;-;-;8;-;-
ANT;18640610;-;-;-;-;-;-;-;2.8;-;-
ANT;18640611;-;-;-;-;-;-;-;5.8;-;-
ANT;18640612;-;-;-;-;-;-;-;11;-;-
ANT;18640613;-;-;-;-;-;-;-;11.8;-;-
ANT;18640614;-;-;-;-;-;-;-;10.8;-;-
ANT;18640615;-;-;-;-;-;-;-;6.1;-;-
ANT;18640616;-;-;-;-;-;-;-;6.7;-;-
ANT;18640617;-;-;-;-;-;-;-;5.8;-;-
ANT;18640618;-;-;-;-;-;-;-;9.9;-;-
ANT;18640619;-;-;-;-;-;-;-;7.8;-;-
ANT;18640620;-;-;-;-;-;-;-;8.4;-;-
ANT;18640621;-;-;-;-;-;-;-;10.9;-;-
ANT;18640622;-;-;-;-;-;-;-;11.9;-;-
ANT;18640623;-;-;-;-;-;-;-;14.3;-;-
ANT;18640624;-;-;-;-;-;-;-;8.9;-;-
ANT;18640625;-;-;-;-;-;-;-;10.5;-;-
ANT;18640626;-;-;-;-;-;-;-;11;-;-
ANT;18640627;-;-;-;-;-;-;-;5.4;-;-
ANT;18640628;-;-;-;-;-;-;-;2.9;-;-
ANT;18640629;-;-;-;-;-;-;-;7.4;-;-
ANT;18640630;-;-;-;-;-;-;-;8;-;-
ANT;18640701;-;-;-;-;-;-;-;7.1;-;-
ANT;18640702;-;-;-;-;-;-;-;8;-;-
ANT;18640703;-;-;-;-;-;-;-;13.4;-;-
ANT;18640704;-;-;-;-;-;-;-;6.1;-;-
ANT;18640705;-;-;-;-;-;-;-;9.4;-;-
ANT;18640706;-;-;-;-;-;-;-;9.8;-;-
ANT;18640707;-;-;-;-;-;-;-;7;-;-
ANT;18640708;-;-;-;-;-;-;-;8;-;-
ANT;18640709;-;-;-;-;-;-;-;10.3;-;-
ANT;18640710;-;-;-;-;-;-;-;12.3;-;-
ANT;18640711;-;-;-;-;-;-;-;16;-;-
ANT;18640712;-;-;-;-;-;-;-;13.9;-;-
ANT;18640713;-;-;-;-;-;-;-;11.6;-;-
ANT;18640714;-;-;-;-;-;-;-;10.1;-;-
ANT;18640715;-;-;-;-;-;-;-;11.6;-;-
ANT;18640716;-;-;-;-;-;-;-;12.5;-;-
ANT;18640717;-;-;-;-;-;-;-;14.6;-;-
ANT;18640718;-;-;-;-;-;-;-;10.7;-;-
ANT;18640719;-;-;-;-;-;-;-;9.3;-;-
ANT;18640720;-;-;-;-;-;-;-;9.2;-;-
ANT;18640721;-;-;-;-;-;-;-;13.4;-;-
ANT;18640722;-;-;-;-;-;-;-;11.2;-;-
ANT;18640723;-;-;-;-;-;-;-;10.6;-;-
ANT;18640724;-;-;-;-;-;-;-;11.9;-;-
ANT;18640725;-;-;-;-;-;-;-;13.9;-;-
ANT;18640726;-;-;-;-;-;-;-;13.9;-;-
ANT;18640727;-;-;-;-;-;-;-;14.8;-;-
ANT;18640728;-;-;-;-;-;-;-;14.3;-;-
ANT;18640729;-;-;-;-;-;-;-;13.9;-;-
ANT;18640730;-;-;-;-;-;-;-;16.2;-;-
ANT;18640731;-;-;-;-;-;-;-;13.6;-;-
ANT;18640801;-;-;-;-;-;-;-;14.4;-;-
ANT;18640802;-;-;-;-;-;-;-;12;-;-
ANT;18640803;-;-;-;-;-;-;-;10.3;-;-
ANT;18640804;-;-;-;-;-;-;-;12.9;-;-
ANT;18640805;-;-;-;-;-;-;-;13.5;-;-
ANT;18640806;-;-;-;-;-;-;-;15.2;-;-
ANT;18640807;-;-;-;-;-;-;-;15.5;-;-
ANT;18640808;-;-;-;-;-;-;-;14.8;-;-
ANT;18640809;-;-;-;-;-;-;-;14.8;-;-
ANT;18640810;-;-;-;-;-;-;-;8.4;-;-
ANT;18640811;-;-;-;-;-;-;-;2.1;-;-
ANT;18640812;-;-;-;-;-;-;-;6.4;-;-
ANT;18640813;-;-;-;-;-;-;-;6.6;-;-
ANT;18640814;-;-;-;-;-;-;-;5.9;-;-
ANT;18640815;-;-;-;-;-;-;-;8.1;-;-
ANT;18640816;-;-;-;-;-;-;-;14.3;-;-
ANT;18640817;-;-;-;-;-;-;-;12.2;-;-
ANT;18640818;-;-;-;-;-;-;-;11;-;-
ANT;18640819;-;-;-;-;-;-;-;12.6;-;-
ANT;18640820;-;-;-;-;-;-;-;11.4;-;-
ANT;18640821;-;-;-;-;-;-;-;10.5;-;-
ANT;18640822;-;-;-;-;-;-;-;15.6;-;-
ANT;18640823;-;-;-;-;-;-;-;14.8;-;-
ANT;18640824;-;-;-;-;-;-;-;4.3;-;-
ANT;18640825;-;-;-;-;-;-;-;3.8;-;-
ANT;18640826;-;-;-;-;-;-;-;3.7;-;-
ANT;18640827;-;-;-;-;-;-;-;2.5;-;-
ANT;18640828;-;-;-;-;-;-;-;2.5;-;-
ANT;18640829;-;-;-;-;-;-;-;6.4;-;-
ANT;18640830;-;-;-;-;-;-;-;8;-;-
ANT;18640831;-;-;-;-;-;-;-;9.1;-;-
ANT;18640901;-;-;-;-;-;-;-;11.8;-;-
ANT;18640902;-;-;-;-;-;-;-;10.7;-;-
ANT;18640903;-;-;-;-;-;-;-;8.1;-;-
ANT;18640904;-;-;-;-;-;-;-;6.1;-;-
ANT;18640905;-;-;-;-;-;-;-;7.7;-;-
ANT;18640906;-;-;-;-;-;-;-;9.1;-;-
ANT;18640907;-;-;-;-;-;-;-;12.3;-;-
ANT;18640908;-;-;-;-;-;-;-;10.9;-;-
ANT;18640909;-;-;-;-;-;-;-;10.5;-;-
ANT;18640910;-;-;-;-;-;-;-;13.1;-;-
ANT;18640911;-;-;-;-;-;-;-;14;-;-
ANT;18640912;-;-;-;-;-;-;-;2.6;-;-
ANT;18640913;-;-;-;-;-;-;-;3.7;-;-
ANT;18640914;-;-;-;-;-;-;-;4.8;-;-
ANT;18640915;-;-;-;-;-;-;-;9.8;-;-
ANT;18640916;-;-;-;-;-;-;-;11.4;-;-
ANT;18640917;-;-;-;-;-;-;-;12;-;-
ANT;18640918;-;-;-;-;-;-;-;6.4;-;-
ANT;18640919;-;-;-;-;-;-;-;4.1;-;-
ANT;18640920;-;-;-;-;-;-;-;3.7;-;-
ANT;18640921;-;-;-;-;-;-;-;4.6;-;-
ANT;18640922;-;-;-;-;-;-;-;7.2;-;-
ANT;18640923;-;-;-;-;-;-;-;6.8;-;-
ANT;18640924;-;-;-;-;-;-;-;5.4;-;-
ANT;18640925;-;-;-;-;-;-;-;6.8;-;-
ANT;18640926;-;-;-;-;-;-;-;5.8;-;-
ANT;18640927;-;-;-;-;-;-;-;3.4;-;-
ANT;18640928;-;-;-;-;-;-;-;0.9;-;-
ANT;18640929;-;-;-;-;-;-;-;5.8;-;-
ANT;18640930;-;-;-;-;-;-;-;5.3;-;-
ANT;18641001;-;-;-;-;-;-;-;6.3;-;-
ANT;18641002;-;-;-;-;-;-;-;3;-;-
ANT;18641003;-;-;-;-;-;-;-;1.5;-;-
ANT;18641004;-;-;-;-;-;-;-;2.8;-;-
ANT;18641005;-;-;-;-;-;-;-;3.3;-;-
ANT;18641006;-;-;-;-;-;-;-;0.6;-;-
ANT;18641007;-;-;-;-;-;-;-;-0.7;-;-
ANT;18641008;-;-;-;-;-;-;-;0.1;-;-
ANT;18641009;-;-;-;-;-;-;-;0.2;-;-
ANT;18641010;-;-;-;-;-;-;-;0;-;-
ANT;18641011;-;-;-;-;-;-;-;0.6;-;-
ANT;18641012;-;-;-;-;-;-;-;0.6;-;-
ANT;18641013;-;-;-;-;-;-;-;2;-;-
ANT;18641014;-;-;-;-;-;-;-;0.4;-;-
ANT;18641015;-;-;-;-;-;-;-;-0.2;-;-
ANT;18641016;-;-;-;-;-;-;-;0.3;-;-
ANT;18641017;-;-;-;-;-;-;-;4.2;-;-
ANT;18641018;-;-;-;-;-;-;-;5.8;-;-
ANT;18641019;-;-;-;-;-;-;-;6.3;-;-
ANT;18641020;-;-;-;-;-;-;-;7.1;-;-
ANT;18641021;-;-;-;-;-;-;-;7.1;-;-
ANT;18641022;-;-;-;-;-;-;-;5.8;-;-
ANT;18641023;-;-;-;-;-;-;-;6.1;-;-
ANT;18641024;-;-;-;-;-;-;-;5.1;-;-
ANT;18641025;-;-;-;-;-;-;-;6;-;-
ANT;18641026;-;-;-;-;-;-;-;7.4;-;-
ANT;18641027;-;-;-;-;-;-;-;5.7;-;-
ANT;18641028;-;-;-;-;-;-;-;5.8;-;-
ANT;18641029;-;-;-;-;-;-;-;3.7;-;-
ANT;18641030;-;-;-;-;-;-;-;3;-;-
ANT;18641031;-;-;-;-;-;-;-;3.3;-;-
ANT;18641101;-;-;-;-;-;-;-;4.7;-;-
ANT;18641102;-;-;-;-;-;-;-;5.4;-;-
ANT;18641103;-;-;-;-;-;-;-;6;-;-
ANT;18641104;-;-;-;-;-;-;-;3.4;-;-
ANT;18641105;-;-;-;-;-;-;-;2.5;-;-
ANT;18641106;-;-;-;-;-;-;-;-4.5;-;-
ANT;18641107;-;-;-;-;-;-;-;0;-;-
ANT;18641108;-;-;-;-;-;-;-;-0.1;-;-
ANT;18641109;-;-;-;-;-;-;-;-3.7;-;-
ANT;18641110;-;-;-;-;-;-;-;1.3;-;-
ANT;18641111;-;-;-;-;-;-;-;1.8;-;-
ANT;18641112;-;-;-;-;-;-;-;2.3;-;-
ANT;18641113;-;-;-;-;-;-;-;1.1;-;-
ANT;18641114;-;-;-;-;-;-;-;1.7;-;-
ANT;18641115;-;-;-;-;-;-;-;0.8;-;-
ANT;18641116;-;-;-;-;-;-;-;0.7;-;-
ANT;18641117;-;-;-;-;-;-;-;-2.5;-;-
ANT;18641118;-;-;-;-;-;-;-;0.4;-;-
ANT;18641119;-;-;-;-;-;-;-;-3.4;-;-
ANT;18641120;-;-;-;-;-;-;-;-2.2;-;-
ANT;18641121;-;-;-;-;-;-;-;-1.5;-;-
ANT;18641122;-;-;-;-;-;-;-;-4.1;-;-
ANT;18641123;-;-;-;-;-;-;-;-1.6;-;-
ANT;18641124;-;-;-;-;-;-;-;0.3;-;-
ANT;18641125;-;-;-;-;-;-;-;-0.5;-;-
ANT;18641126;-;-;-;-;-;-;-;-2.2;-;-
ANT;18641127;-;-;-;-;-;-;-;-4.2;-;-
ANT;18641128;-;-;-;-;-;-;-;-2.5;-;-
ANT;18641129;-;-;-;-;-;-;-;-3.8;-;-
ANT;18641130;-;-;-;-;-;-;-;-7;-;-
ANT;18641201;-;-;-;-;-;-;-;-6.8;-;-
ANT;18641202;-;-;-;-;-;-;-;-8.3;-;-
ANT;18641203;-;-;-;-;-;-;-;-12.7;-;-
ANT;18641204;-;-;-;-;-;-;-;-10.7;-;-
ANT;18641205;-;-;-;-;-;-;-;-7.2;-;-
ANT;18641206;-;-;-;-;-;-;-;-4.5;-;-
ANT;18641207;-;-;-;-;-;-;-;-8.8;-;-
ANT;18641208;-;-;-;-;-;-;-;-3.1;-;-
ANT;18641209;-;-;-;-;-;-;-;-7.3;-;-
ANT;18641210;-;-;-;-;-;-;-;-6.9;-;-
ANT;18641211;-;-;-;-;-;-;-;-1.6;-;-
ANT;18641212;-;-;-;-;-;-;-;-0.4;-;-
ANT;18641213;-;-;-;-;-;-;-;3;-;-
ANT;18641214;-;-;-;-;-;-;-;1.9;-;-
ANT;18641215;-;-;-;-;-;-;-;2;-;-
ANT;18641216;-;-;-;-;-;-;-;-2.9;-;-
ANT;18641217;-;-;-;-;-;-;-;-0.7;-;-
ANT;18641218;-;-;-;-;-;-;-;0.8;-;-
ANT;18641219;-;-;-;-;-;-;-;0;-;-
ANT;18641220;-;-;-;-;-;-;-;-2.7;-;-
ANT;18641221;-;-;-;-;-;-;-;-2.8;-;-
ANT;18641222;-;-;-;-;-;-;-;-7.5;-;-
ANT;18641223;-;-;-;-;-;-;-;-9.3;-;-
ANT;18641224;-;-;-;-;-;-;-;-11.3;-;-
ANT;18641225;-;-;-;-;-;-;-;-10.4;-;-
ANT;18641226;-;-;-;-;-;-;-;-3.8;-;-
ANT;18641227;-;-;-;-;-;-;-;2.4;-;-
ANT;18641228;-;-;-;-;-;-;-;-2.1;-;-
ANT;18641229;-;-;-;-;-;-;-;-9.4;-;-
ANT;18641230;-;-;-;-;-;-;-;-8.5;-;-
ANT;18641231;-;-;-;-;-;-;-;-12.2;-;-
ANT;18650101;-;-;-;-;-;-;-;-9.2;-;-
ANT;18650102;-;-;-;-;-;-;-;-10.6;-;-
ANT;18650103;-;-;-;-;-;-;-;-6.1;-;-
ANT;18650104;-;-;-;-;-;-;-;-10.4;-;-
ANT;18650105;-;-;-;-;-;-;-;-3.5;-;-
ANT;18650106;-;-;-;-;-;-;-;-0.7;-;-
ANT;18650107;-;-;-;-;-;-;-;-7.3;-;-
ANT;18650108;-;-;-;-;-;-;-;-4.5;-;-
ANT;18650109;-;-;-;-;-;-;-;-3.1;-;-
ANT;18650110;-;-;-;-;-;-;-;-5.1;-;-
ANT;18650111;-;-;-;-;-;-;-;-1.4;-;-
ANT;18650112;-;-;-;-;-;-;-;0.2;-;-
ANT;18650113;-;-;-;-;-;-;-;-0.1;-;-
ANT;18650114;-;-;-;-;-;-;-;-1.5;-;-
ANT;18650115;-;-;-;-;-;-;-;-3.6;-;-
ANT;18650116;-;-;-;-;-;-;-;-5.6;-;-
ANT;18650117;-;-;-;-;-;-;-;-6.7;-;-
ANT;18650118;-;-;-;-;-;-;-;-8.1;-;-
ANT;18650119;-;-;-;-;-;-;-;-8.9;-;-
ANT;18650120;-;-;-;-;-;-;-;-7.2;-;-
ANT;18650121;-;-;-;-;-;-;-;-2;-;-
ANT;18650122;-;-;-;-;-;-;-;-0.5;-;-
ANT;18650123;-;-;-;-;-;-;-;-1.9;-;-
ANT;18650124;-;-;-;-;-;-;-;1.1;-;-
ANT;18650125;-;-;-;-;-;-;-;1.9;-;-
ANT;18650126;-;-;-;-;-;-;-;4.8;-;-
ANT;18650127;-;-;-;-;-;-;-;4.3;-;-
ANT;18650128;-;-;-;-;-;-;-;-5.1;-;-
ANT;18650129;-;-;-;-;-;-;-;-11.5;-;-
ANT;18650130;-;-;-;-;-;-;-;-3.8;-;-
ANT;18650131;-;-;-;-;-;-;-;-5.3;-;-
ANT;18650201;-;-;-;-;-;-;-;-2.8;-;-
ANT;18650202;-;-;-;-;-;-;-;-0.9;-;-
ANT;18650203;-;-;-;-;-;-;-;-2.3;-;-
ANT;18650204;-;-;-;-;-;-;-;-2.5;-;-
ANT;18650205;-;-;-;-;-;-;-;-6.3;-;-
ANT;18650206;-;-;-;-;-;-;-;-4.9;-;-
ANT;18650207;-;-;-;-;-;-;-;-12.7;-;-
ANT;18650208;-;-;-;-;-;-;-;-8.9;-;-
ANT;18650209;-;-;-;-;-;-;-;-10.1;-;-
ANT;18650210;-;-;-;-;-;-;-;-14.4;-;-
ANT;18650211;-;-;-;-;-;-;-;-18.2;-;-
ANT;18650212;-;-;-;-;-;-;-;-18.1;-;-
ANT;18650213;-;-;-;-;-;-;-;-10.7;-;-
ANT;18650214;-;-;-;-;-;-;-;-13.1;-;-
ANT;18650215;-;-;-;-;-;-;-;-13.8;-;-
ANT;18650216;-;-;-;-;-;-;-;-8.8;-;-
ANT;18650217;-;-;-;-;-;-;-;-3.6;-;-
ANT;18650218;-;-;-;-;-;-;-;-5;-;-
ANT;18650219;-;-;-;-;-;-;-;-1.8;-;-
ANT;18650220;-;-;-;-;-;-;-;-7.7;-;-
ANT;18650221;-;-;-;-;-;-;-;-10.2;-;-
ANT;18650222;-;-;-;-;-;-;-;-9.4;-;-
ANT;18650223;-;-;-;-;-;-;-;-9.9;-;-
ANT;18650224;-;-;-;-;-;-;-;-4.8;-;-
ANT;18650225;-;-;-;-;-;-;-;-2.8;-;-
ANT;18650226;-;-;-;-;-;-;-;-4.3;-;-
ANT;18650227;-;-;-;-;-;-;-;-4.9;-;-
ANT;18650228;-;-;-;-;-;-;-;-1;-;-
ANT;18650301;-;-;-;-;-;-;-;-1.8;-;-
ANT;18650302;-;-;-;-;-;-;-;-2.1;-;-
ANT;18650303;-;-;-;-;-;-;-;-4.9;-;-
ANT;18650304;-;-;-;-;-;-;-;-8.4;-;-
ANT;18650305;-;-;-;-;-;-;-;-4.2;-;-
ANT;18650306;-;-;-;-;-;-;-;-4.5;-;-
ANT;18650307;-;-;-;-;-;-;-;-3.9;-;-
ANT;18650308;-;-;-;-;-;-;-;-5.6;-;-
ANT;18650309;-;-;-;-;-;-;-;-5.7;-;-
ANT;18650310;-;-;-;-;-;-;-;-5.7;-;-
ANT;18650311;-;-;-;-;-;-;-;-5.5;-;-
ANT;18650312;-;-;-;-;-;-;-;-5.4;-;-
ANT;18650313;-;-;-;-;-;-;-;-3.8;-;-
ANT;18650314;-;-;-;-;-;-;-;-1.7;-;-
ANT;18650315;-;-;-;-;-;-;-;-2.2;-;-
ANT;18650316;-;-;-;-;-;-;-;-6.4;-;-
ANT;18650317;-;-;-;-;-;-;-;-7.5;-;-
ANT;18650318;-;-;-;-;-;-;-;-8.6;-;-
ANT;18650319;-;-;-;-;-;-;-;-2.8;-;-
ANT;18650320;-;-;-;-;-;-;-;-5.2;-;-
ANT;18650321;-;-;-;-;-;-;-;-2.3;-;-
ANT;18650322;-;-;-;-;-;-;-;-2.7;-;-
ANT;18650323;-;-;-;-;-;-;-;-7;-;-
ANT;18650324;-;-;-;-;-;-;-;-8.8;-;-
ANT;18650325;-;-;-;-;-;-;-;-7.3;-;-
ANT;18650326;-;-;-;-;-;-;-;-6.4;-;-
ANT;18650327;-;-;-;-;-;-;-;-5.6;-;-
ANT;18650328;-;-;-;-;-;-;-;-9.1;-;-
ANT;18650329;-;-;-;-;-;-;-;-10.9;-;-
ANT;18650330;-;-;-;-;-;-;-;-10.4;-;-
ANT;18650331;-;-;-;-;-;-;-;-7.9;-;-
ANT;18650401;-;-;-;-;-;-;-;-8.9;-;-
